,Metal_Dopant_1 Relative Atomic Mass,Metal_Dopant_1 Atomic Number,Metal_Dopant_1 Period,Metal_Dopant_1 Group,Metal_Dopant_1 Ionization Potential,Metal_Dopant_1 Electronegativity,Metal_Dopant_1 Number of d electrons,Metal_Dopant_1 Atomic Radius,Metal_Dopant_2 Relative Atomic Mass,Metal_Dopant_2 Atomic Number,Metal_Dopant_2 Period,Metal_Dopant_2 Group,Metal_Dopant_2 Ionization Potential,Metal_Dopant_2 Electronegativity,Metal_Dopant_2 Number of d electrons,Metal_Dopant_2 Atomic Radius,Metal_Dopant_3 Relative Atomic Mass,Metal_Dopant_3 Atomic Number,Metal_Dopant_3 Period,Metal_Dopant_3 Group,Metal_Dopant_3 Ionization Potential,Metal_Dopant_3 Electronegativity,Metal_Dopant_3 Number of d electrons,Metal_Dopant_3 Atomic Radius,Metal_Dopant_4 Relative Atomic Mass,Metal_Dopant_4 Atomic Number,Metal_Dopant_4 Period,Metal_Dopant_4 Group,Metal_Dopant_4 Ionization Potential,Metal_Dopant_4 Electronegativity,Metal_Dopant_4 Number of d electrons,Metal_Dopant_4 Atomic Radius,Metal_1_Proportion,Metal_2_Proportion,Metal_3_Proportion,Metal_4_Proportion,Hydrothermal Temp degree,Hydrothermal Time min,Hydrothermal Strring,Strong Reductant in liquid,Weak Reductant in liquid,Mixed in solid or liquired,Annealing Temp degree,Annealing Time min,Annealing Stirring,Annealing Inert,Annealing Reductive,Acid wash or not,Catalyst_Loading mg cm -2,Support Material Loading mg cm -2,support not carbon,Glassy Carbon_0/Carbon Paper_1,Proton Concentration M,Current Density mA cm-2,Test Time h
Metal_Dopant_2 Period,0.04546701147667982,0.03399573998180947,0.07417271138849649,0.21421416390238118,0.14826932645282104,0.1290532432613656,0.5259357634809788,0.2033515485901985,0.06987428554703703,0.0820607885623798,,0.0834641866752894,0.057204669575797715,0.06311420905488065,0.16223772783107873,0.07092708178883955,0.19622586778322498,0.3490510201131272,0.02955540754916589,0.2972615023908208,0.11787053249314978,0.1929302007516447,0.11338108988485714,0.18891129038392693,0.016768239024183992,0.036148829748651204,2.232960967784719e-13,0.02586446426119191,0.04570989360785908,0.10048113665483521,0.13413336925023606,0.09203321036254639,0.6662842305428489,0.22578366472670902,0.09091070614060856,2.232960967784719e-13,0.1153773992596151,0.11041932594891433,0.10821501609996084,0.10916068376996495,0.07306018589613943,0.13970125582008022,0.03796537862041756,0.14852822353604836,0.006362798982234462,0.05037125318217875,0.184016015337111,0.2611047990192292,0.07229976105831207,0.10654704333543585,0.07599924355964588,0.7389726221595329,0.03210432061825581,0.12576754176814747,0.00538528419728455
Metal_Dopant_2 Group,0.3935461335790739,0.283320162048934,0.07875405367698086,0.3391769898065201,0.36849651197761246,0.11714824171234307,0.5398291704570538,0.3005696852385419,0.10885825129164903,0.19792446530870442,0.0834641866752894,,0.1326555003966192,0.3166439161605634,0.26759331687527094,0.1771883758732851,0.16440638103961838,0.10635410613106655,0.10321169601028388,0.06520268684655729,0.1360505805462372,0.13819714513244832,0.1862605967037769,0.19910749470712188,0.018919059339419102,0.045983091036903755,0.0,0.26210486531107013,0.37977495153122215,0.04083637120912807,0.27354823713681037,0.14854390752329766,0.5729058836478397,0.25002841661339553,0.2525246154189821,0.0,0.20825912138372762,0.19131584434753193,0.5398145388650024,0.20434196547873848,0.07889014021896608,0.44189215655113484,0.16020370236557593,0.32274216421913554,0.014379974407519784,0.0777257403473329,0.25747698538895886,0.18288315113535367,0.2729821398088806,0.20682873490793585,0.03952446123755923,0.11962751396192832,0.05349991157586297,0.12521209243115594,0.01614037055318685
Metal_Dopant_2 Ionization Potential,0.24384274008850088,0.357029965328934,0.21088680602397508,0.2753848244554942,0.2017292180986795,0.32564637038673644,0.6324751904306148,0.24405325265667316,0.2116053754545534,0.10076890321498595,0.057204669575797715,0.1326555003966192,,0.1724860580628662,0.11686455103959678,0.44292182031929683,0.21829484629022758,0.16310400325259358,0.21183232750232167,0.10652540523422897,0.1161359008736524,0.22788048255112361,0.15335236201507227,0.2131771824658732,0.022387998062139598,0.06362732182238133,0.0,0.023995510711252784,0.06637650016984996,0.038892977093342475,0.0824952134218484,0.15648448340334575,0.7389278748493107,0.18502368064180835,0.17381119539081966,0.0,0.2034981671620457,0.1884052582032466,0.17045031588236662,0.11914436628775485,0.10100715251126742,0.16874305562250835,0.076952700646626,0.2967598755245451,0.00697664097696666,0.076283767033093,0.4888407438860459,0.1909981906810011,0.20982935173346992,0.18024623223879427,0.05912754890460286,0.06494479323490308,0.059981677290635776,0.1510704162162463,0.008926537524978394
Metal_Dopant_2 Electronegativity,0.24813125459368732,0.30724255244803306,0.094431807228873,0.3700716947973867,0.35754814441912425,0.18398761398081181,0.356683244637207,0.3936124030412806,0.16910519780526131,0.24271034525143567,0.06311420905488065,0.3166439161605634,0.1724860580628662,,0.4523786389337293,0.31846075851388483,0.1630825663428184,0.06818245336474728,0.04527916045268952,0.1687455315579795,0.14140277144346036,0.17744391452534036,0.16858538677572696,0.16069856873158328,0.00745019798889025,0.13766051932996848,0.0,0.01857588211263324,0.03658514651316787,0.023632472576508048,0.09334816542556444,0.26623568381003065,0.5648931412699765,0.3881274084951057,0.24311841919978708,0.0,0.3603186452941826,0.43179538427046116,0.13657848440864753,0.19490774120921142,0.21717700734797954,0.14722487309861665,0.28021585257694376,0.4108917174888505,0.008289624256131816,0.24843220072651037,0.3252616853568097,0.2812603763288353,0.39542506155829166,0.31398713229339986,0.038836578288807426,0.14362727825795576,0.13305961321370724,0.20500160449578583,0.031053907846713295
Metal_Dopant_2 Number of d electrons,0.4376914713947582,0.30191379485287545,0.17881057660875907,0.5224421249506122,0.3374497174811672,0.2103792095450111,0.5634045185276464,0.3610195620386505,0.2260652908472551,0.35708085350584684,0.16223772783107873,0.26759331687527094,0.11686455103959678,0.4523786389337293,,0.3778337147404426,0.22821584155956695,0.19243828657412443,0.07801910258213979,0.27374088151626297,0.25545880592223513,0.2956840431110976,0.39693752176598746,0.48349151067722196,0.0293192807848795,0.04324220390370364,2.69930789134106e-14,0.039923089061148644,0.07693254316952089,0.10370287550431137,0.20569865489775202,0.20451259017059703,0.5989169783324372,0.5384044992405962,0.2828285510994123,2.69930789134106e-14,0.48179507759092777,0.4389562675527831,0.12165067833459549,0.27187282359960013,0.10810331167324837,0.2944141406614104,0.20769474217145312,0.48824500671985105,0.005555002862311225,0.22879326016177504,0.5505799770886229,0.25936373846846755,0.36891480356470835,0.2597795842881742,0.049664240004757346,0.14874926791179455,0.4047986257093052,0.21981091225263344,0.027840725411825536
Metal_Dopant_2 Atomic Radius,0.2826683630739674,0.24871805966293348,0.23416401146998328,0.3689027281048733,0.2721138858505822,0.4781801777862208,0.6183090996638549,0.3869747766691066,0.19418294485692908,0.5666391666277,0.07092708178883955,0.1771883758732851,0.44292182031929683,0.31846075851388483,0.3778337147404426,,0.2934669514392535,0.2634962073092485,0.2840441170649741,0.4146685300583247,0.2229571664900918,0.2733591627764594,0.14894432243640213,0.1478665281472835,0.02319426940821146,0.051336819566589496,0.0,0.061939066523327035,0.08145477867431551,0.21834382581926812,0.1420005632511349,0.18733722675322945,0.7096788529076581,0.4246193532405251,0.34726286400859013,0.0,0.42408059434417206,0.3626127208215654,0.14422871559039666,0.3391283562433567,0.2518322777228414,0.2067098946849988,0.1696447963097773,0.4084360080858903,0.008659515168922875,0.18271046933224225,0.6577613555007051,0.2578888959157436,0.3407073484102142,0.3495309871208121,0.07492370962249802,0.13486993632304403,0.11828015151993243,0.19046717745468136,0.03209229557918828
Metal_Dopant_3 Relative Atomic Mass,0.25248004949440844,0.23922743236674007,0.16989048746441254,0.3871432924651455,0.15203208239168522,0.42635529813815837,0.5212255798662266,0.49146993096402414,0.177995488734106,0.2261823688495136,0.19622586778322498,0.16440638103961838,0.21829484629022758,0.1630825663428184,0.22821584155956695,0.2934669514392535,,0.40287226347403443,0.7407100922725024,0.15361107626514447,0.3461994305698468,,0.4440725230072161,0.351928917198357,0.037355563617621136,0.07130977132490349,0.0,0.07563144720974836,0.08530589171183547,0.06581240890241986,0.14945235385485262,0.799955211598963,0.8544738433339629,0.35446962286952766,0.3444423156999235,0.0,0.24566046602454086,0.3175355406743063,0.2351352983893925,0.2799557451833414,0.20445444269546473,0.13540188517958804,0.17318647361567088,0.28922987320909116,0.009270540529872048,0.091262402845818,0.8449172661544548,0.274593669690821,0.19012697132730808,0.2481252104148176,0.10294501048779874,0.12359987381907411,0.08259656190433973,0.14647508492799222,0.00973992090688768
Metal_Dopant_3 Atomic Number,0.12662322226623093,0.154448288540669,0.22178294750604416,0.430966016626111,0.26366697000609124,0.38002329559202963,0.4065359117701948,0.30283998466053824,0.06815213222912397,0.24782980164759752,0.3490510201131272,0.10635410613106655,0.16310400325259358,0.06818245336474728,0.19243828657412443,0.2634962073092485,0.40287226347403443,,0.08462579770619567,0.23176853752836518,0.3828745895451291,0.10970966738183585,0.496928819911795,0.3996012372872771,0.04470729444748444,0.07801263433911418,0.0,0.04320227742366222,0.07302732403583403,0.03397829830554482,0.03989462452250867,0.13137103828822436,0.5250513929495024,0.40240604558566845,0.19609057292012136,0.0,0.19615286151858177,0.18266724993481728,0.07510447321008476,0.12216672207252714,0.08107904953778386,0.16537304443964693,0.07510243897264118,0.29481892716806307,0.0038758273429403264,0.04885190737139967,0.3276780227599563,0.2690046393808438,0.22752897716273804,0.2633843397083899,0.020395763173275905,0.05114851930192846,0.04514965160999794,0.07279855044384546,0.01037562692600015
Metal_Dopant_3 Period,0.32001724848657326,0.32431829521307315,0.08316600609333775,0.31356957531418145,0.07153659331415972,0.7365147026539591,0.5222550786490922,0.20473876501348612,0.17225114811226294,0.07229919352902738,0.02955540754916589,0.10321169601028388,0.21183232750232167,0.04527916045268952,0.07801910258213979,0.2840441170649741,0.7407100922725024,0.08462579770619567,,0.19308772150498024,0.06192647306064076,0.0740092362890457,0.250506593107234,0.13584881867256143,0.568537382872357,0.018272676533410488,0.0,0.017281637633604626,0.40459811619177816,0.060510839777692026,0.03335914414051964,0.08358574096035537,0.4135616435413405,0.258111565429044,0.10735324502958797,0.0,0.11735871029638233,0.07101688723711938,0.06656996297002649,0.0896602270635861,0.15509722508501197,0.09630984269967005,0.03151038495562404,0.2421319633839624,0.021937101640304595,0.04496242708228262,0.5184702330947594,0.11897978825535653,0.1023105261757352,0.19903946724712201,0.05909770290043121,0.02354193862633864,0.06286144077152973,0.35624078824253225,0.005172047308594824
Metal_Dopant_3 Group,0.09925381186488647,0.2010233129029682,0.10648986799790133,0.19782369687793078,0.2727431946857059,0.12661237825796076,0.2523072395918507,0.21670529046998951,0.10101933553242483,0.13578042409794877,0.2972615023908208,0.06520268684655729,0.10652540523422897,0.1687455315579795,0.27374088151626297,0.4146685300583247,0.15361107626514447,0.23176853752836518,0.19308772150498024,,0.1809903464766938,0.3000611308441435,0.5348439452466078,0.2987725784640176,0.07658138413778458,0.08127244227740513,0.0,0.1385638832116948,0.13880664531177941,0.3662994418920994,0.1179414282054424,0.20243986034911574,0.5342923357809654,0.30205683400819666,0.26717806830354734,0.0,0.2160395330906448,0.18089231494836627,0.19912909482672428,0.19683551708343136,0.03876944391705366,0.16146664580866835,0.12347613212140726,0.24929018310963028,0.01465316691674231,0.07098341616959378,0.2834184343779603,0.25519285287674,0.1941637056220127,0.20243829468943567,0.04010174877812676,0.05697623147346943,0.06788594283296882,0.022732717943096475,0.010211258518024255
Metal_Dopant_3 Ionization Potential,0.10738548534225109,0.14071426320992267,0.13522802854179258,0.3585269250828153,0.22607349136572075,0.30684054095651814,0.5631212544357806,0.3514301017930763,0.1381501336858614,0.18227836774455816,0.11787053249314978,0.1360505805462372,0.1161359008736524,0.14140277144346036,0.25545880592223513,0.2229571664900918,0.3461994305698468,0.3828745895451291,0.06192647306064076,0.1809903464766938,,0.3822338753253365,0.33657105279053,0.28000456193390244,0.03080220223202507,0.022886509181052516,0.0,0.038052214854455445,0.07835055547625687,0.038683374131842974,0.09662560040044915,0.1348984698716324,0.6180952711872149,0.3485629364642909,0.1757823177837846,0.0,0.22514698219679877,0.21563037439861701,0.05729250388828818,0.15997549470690947,0.11449405869813134,0.15493178447165845,0.13801027463812485,0.31632170091503853,0.006655293131248638,0.0931887584700243,0.3139481099062269,0.28406432764605277,0.19977349219251433,0.16687698253261962,0.09336389619605234,0.10222608790941937,0.06360805184072613,0.1361307450514982,0.009051961141816322
Metal_Dopant_3 Electronegativity,0.11013371797745436,0.12203974929670813,0.13297708584744813,0.37891931590972766,0.1886729285182724,0.4019018494130837,0.4574071208754169,0.2423546498496724,0.11758652700142612,0.17406986073755695,0.1929302007516447,0.13819714513244832,0.22788048255112361,0.17744391452534036,0.2956840431110976,0.2733591627764594,,0.10970966738183585,0.0740092362890457,0.3000611308441435,0.3822338753253365,,0.23272744143564045,0.1808383654743193,0.039481673909277724,0.05258353047032367,0.0,0.053374040114333325,0.050509751818628996,0.07148548636540267,0.07748425137921869,0.16684686773188961,0.5305909126704815,0.21360642916153785,0.18632260621559518,0.0,0.2361821161578433,0.3367651382865122,0.16988313754509277,0.19175424801770527,0.09323036236989354,0.16921453786919416,0.09389046202864595,0.24778737918380467,0.010549839547458395,0.09582811831563467,,0.18168922839959598,0.30548771872607094,0.15828945375333764,0.03915113744206995,0.12158186072936834,0.06777851476079723,0.05638264385915927,0.03230034304748683
Metal_Dopant_3 Number of d electrons,0.140443242311744,0.2621197116987747,0.27069181441436674,0.3985427188245845,0.4055809278375356,0.4851887053590818,0.4084883747489758,0.4198856546943553,0.16689492891133517,0.30948125380255376,0.11338108988485714,0.1862605967037769,0.15335236201507227,0.16858538677572696,0.39693752176598746,0.14894432243640213,0.4440725230072161,0.496928819911795,0.250506593107234,0.5348439452466078,0.33657105279053,0.23272744143564045,,0.4361968964808108,0.10228777839246168,0.13195093093520788,0.0,0.04523285198450728,0.14972542025780813,0.16237566135762585,0.09948958072926725,0.2167917831491279,0.7449416246814663,0.6059308747843639,0.32302226469944245,0.0,0.22606695350249756,0.4134861013486317,0.15845890617795902,0.22966252601112264,0.04710821270714338,0.16716353700972322,0.11058650305121401,0.3757512415696276,0.015262552594179222,0.11047105463887415,0.3327796934839447,0.39357084086531297,0.30430940205204376,0.3810774449563935,0.05000900556608057,0.049402936133281165,0.12075855621852738,0.06723348545671164,0.016904204981716898
Metal_Dopant_3 Atomic Radius,0.1335266334364189,0.2928577445822073,0.07558980488844011,0.526275350080056,0.400502152310724,0.15728060305715807,0.31329457870717703,0.264249486479911,0.10484979106920649,0.18095214511977628,0.18891129038392693,0.19910749470712188,0.2131771824658732,0.16069856873158328,0.48349151067722196,0.1478665281472835,0.351928917198357,0.3996012372872771,0.13584881867256143,0.2987725784640176,0.28000456193390244,0.1808383654743193,0.4361968964808108,,0.09120291752716411,0.07769483990475236,0.0,0.040994560007292104,0.07921130274292788,0.05656109538249807,0.015389317982757496,0.14064686873874208,0.49946474665748164,0.4196062212473969,0.29900973186904234,0.0,0.39244917290554204,0.38636949710971863,0.049897295190504,0.15583757482407756,0.06086048722767278,0.13914957029442074,0.13582639741050703,0.22748702815452285,0.008873088170006463,0.19200219637163946,0.22127979906737244,0.2395898624393967,0.19880912180901206,0.2843271624298798,0.008369728270769577,0.03243243403483561,0.16455244970894067,0.06398561326876744,0.019914411088933357
Metal_Dopant_4 Relative Atomic Mass,0.013936457925934988,0.06840298901038862,0.014999874696267275,0.06345059783039411,0.010039618191072422,0.0191572321293664,0.08225229525397114,0.0359517009449434,0.02353580087218053,0.012035432947982044,0.016768239024183992,0.018919059339419102,0.022387998062139598,0.00745019798889025,0.0293192807848795,0.02319426940821146,0.037355563617621136,0.04470729444748444,0.568537382872357,0.07658138413778458,0.03080220223202507,0.039481673909277724,0.10228777839246168,0.09120291752716411,,0.028139694887155352,0.0,0.00585335365066706,0.02303235466629401,0.024437175249474963,0.004402508477416361,0.028933937874356906,0.48338784389398665,0.056034996304238985,0.06831892291901215,0.0,0.03512839155901774,0.019204876106360843,0.03263946168319479,0.006394793019621237,0.005032190855328055,0.0072806233250277495,0.02655105349890443,0.03591894734306688,0.013281180538341016,0.004735351973935773,0.04198953939478702,0.22760807472574043,0.0293549918621621,0.017691382068422867,0.03268672885944326,0.026456246445016138,0.00809778850129374,0.17793529592125862,0.001835951828125151
