,Metal_Dopant_1 Relative Atomic Mass,Metal_Dopant_1 Atomic Number,Metal_Dopant_1 Period,Metal_Dopant_1 Group,Metal_Dopant_1 Ionization Potential,Metal_Dopant_1 Electronegativity,Metal_Dopant_1 Number of d electrons,Metal_Dopant_1 Atomic Radius,Metal_Dopant_2 Relative Atomic Mass,Metal_Dopant_2 Atomic Number,Metal_Dopant_2 Period,Metal_Dopant_2 Group,Metal_Dopant_2 Ionization Potential,Metal_Dopant_2 Electronegativity,Metal_Dopant_2 Number of d electrons,Metal_Dopant_2 Atomic Radius,Metal_Dopant_3 Relative Atomic Mass,Metal_Dopant_3 Atomic Number,Metal_Dopant_3 Period,Metal_Dopant_3 Group,Metal_Dopant_3 Ionization Potential,Metal_Dopant_3 Electronegativity,Metal_Dopant_3 Number of d electrons,Metal_Dopant_3 Atomic Radius,Metal_Dopant_4 Relative Atomic Mass,Metal_Dopant_4 Atomic Number,Metal_Dopant_4 Period,Metal_Dopant_4 Group,Metal_Dopant_4 Ionization Potential,Metal_Dopant_4 Electronegativity,Metal_Dopant_4 Number of d electrons,Metal_Dopant_4 Atomic Radius,Metal_1_Proportion,Metal_2_Proportion,Metal_3_Proportion,Metal_4_Proportion,Hydrothermal Temp degree,Hydrothermal Time min,Hydrothermal Strring,Strong Reductant in liquid,Weak Reductant in liquid,Mixed in solid or liquired,Annealing Temp degree,Annealing Time min,Annealing Stirring,Annealing Inert,Annealing Reductive,Acid wash or not,Catalyst_Loading mg cm -2,Support Material Loading mg cm -2,support not carbon,Glassy Carbon_0/Carbon Paper_1,Proton Concentration M,Current Density mA cm-2,Test Time h
Metal_Dopant_2 Period,0.03286577774337274,0.0,0.0,0.1533453539105899,0.10515296793359077,0.09124096218144515,0.3716658768725705,0.14766086684189733,0.05029857738900951,0.05783431876318511,0.0,0.060937827884757136,0.04260308708295612,0.0467969214206593,0.11628214542498423,0.05040974053797863,0.14007668216923844,0.0,0.0,0.0,0.08485232102800161,0.14070619798617096,0.08196064597369367,0.13707547190500682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4722216108667304,0.16001301036816443,0.06457205567472364,0.0,0.08266441248565636,0.11238362770457339,0.07648225131635568,0.0,0.052178605196281265,0.0,0.0322492289988737,0.1061175120369913,0.0,0.0,0.1296897223994715,0.0,0.052690678716173334,0.09918023392339743,0.0,0.520808767938535,0.023089935029931112,0.09047747761366039,0.004571125567781372
Metal_Dopant_2 Group,0.34343031561759385,0.19968046822405483,0.05550757241098224,0.2629402030130846,0.323917482996554,0.19339067794419573,0.4542731760868578,0.2529405768094233,0.16493741311431895,0.15526913563195907,0.060937827884757136,0.0,0.1507928886959001,0.265759403988087,0.23820272142249307,0.19391055071885066,0.19827701340396672,0.07496688418997204,0.07275219491152525,0.05466137250227931,0.4263543014652203,0.20673672761168946,0.1767637410793423,0.22455334860561285,0.01333741786654851,0.032411446566861415,3.7547650327725053e-06,0.18472847646640647,0.26765930609368915,0.028784171709782855,0.19279346859589797,0.10469365414980704,0.4986177757153417,0.28891241475908436,0.23566328649509755,3.7547650327725053e-06,0.280574918026959,0.25252206620672357,0.43715307538541687,0.14401868047109673,0.08144719251944069,0.31143790362774226,0.17956009945112242,0.36536808293729883,0.010138388348996852,0.0593343578811603,0.28262337769332535,0.13445335009515394,0.4461776183930855,0.2237826745637182,0.027859571534552652,0.1149232915842878,0.10889912647208873,0.19409377102073586,0.02758434772823433
Metal_Dopant_2 Ionization Potential,0.37211008949758695,0.2516267984748947,0.14862888426545143,0.33063221301253937,0.248910221204795,0.3893437258431035,0.5427636925880579,0.37735591437643157,0.27184546696135803,0.11533736638854185,0.04260308708295612,0.1507928886959001,0.0,0.21011789965243802,0.3767929662046519,0.4242496664556191,0.3657442918924474,0.11495545108966185,0.14929791217035338,0.08526817626228453,0.20786914657659067,0.631191050836567,0.18679144814026372,0.3569842991909871,0.015779805708873888,0.04484421317693995,1.3244259286086226e-06,0.016912738996420658,0.04678176288453834,0.027412087523282436,0.058141814580358234,0.11028753606476836,0.7232250967860743,0.5278253031394678,0.2527148291376168,1.3244259286086226e-06,0.3731073711174886,0.47699742078210844,0.24162934049957221,0.08397118846745076,0.23597763858552204,0.11892706032141848,0.2609196082415305,0.39161981717390854,0.00491828032200111,0.1159580108339775,0.5426055428669123,0.14400633401253862,0.49969828815995204,0.41400977106346776,0.041672889748931435,0.0766418407147952,0.182719558925974,0.3274015802998192,0.05900973571609013
Metal_Dopant_2 Electronegativity,0.23773083960968286,0.2165488858391185,0.0665899657001601,0.3948426543120228,0.5645039561742375,0.20247327301315643,0.3936141508518978,0.33634387579600444,0.15912842426005439,0.20581885640242822,0.0467969214206593,0.265759403988087,0.21011789965243802,0.0,0.3799406014372591,0.3576338853413018,0.19416842747526364,0.04806551861641295,0.03192387086712865,0.18662035741386532,0.23392547865761915,0.25952381206719555,0.3815223495027903,0.20937524821542744,0.005262997727350648,0.09703186033060894,1.2291112330211662e-05,0.013104091791196761,0.025796554979497236,0.016667845806554376,0.0658016607949802,0.18764830672163554,0.5977992734052127,0.3556057258206164,0.2799764077655187,1.2291112330211662e-05,0.4000615386362826,0.47696763171019596,0.13993768568554588,0.13737821985838577,0.19870885506360314,0.10377256919181298,0.2654942761564406,0.39784192843223454,0.005854603623032884,0.18610145918923016,0.2893096582686745,0.21582237524236972,0.4389144273149322,0.2947695081487381,0.02738330579273019,0.13646944439498768,0.1225796400343207,0.26696471562444024,0.0495982060795782
Metal_Dopant_2 Number of d electrons,0.5363769301788294,0.21278102436524107,0.12602168866392618,0.41380282460369777,0.34387611305389454,0.246841119802641,0.4519998398480171,0.3327693593253685,0.3208210787946362,0.26789837863546656,0.11628214542498423,0.23820272142249307,0.3767929662046519,0.3799406014372591,0.0,0.33385600089357637,0.30864281733104726,0.13562552106732273,0.05498584314630036,0.19767351455734666,0.22882120132196204,0.32292974563268284,0.3574405393297702,0.5291404094994893,0.02066346985601931,0.030475985527340495,1.9024023015464393e-14,0.028136759336868194,0.05422006420942399,0.07308710120443929,0.14497108527626137,0.1441351775704525,0.595331491390613,0.5889292473568896,0.26855023646786547,1.9024023015464393e-14,0.5323914321844377,0.4595708783778783,0.15429090065781367,0.1916089257557237,0.1598524299663754,0.20749546229934532,0.5251700053367347,0.5608720573304227,0.003915022167073947,0.21240360692098312,0.5617893283949836,0.19468726507735684,0.47874944228347377,0.4338467585331127,0.035002070268710675,0.12699002745143464,0.3380770168900473,0.3677092763125495,0.08437412052272264
Metal_Dopant_2 Atomic Radius,0.3351788885423874,0.17529269904586878,0.1650353827655316,0.35753326523746176,0.26894488046099163,0.4956687844168521,0.4809020545074197,0.3914342293172902,0.2304792735809797,0.4624058055351208,0.05040974053797863,0.19391055071885066,0.4242496664556191,0.3576338853413018,0.33385600089357637,0.0,0.3305373888773544,0.18571325742802652,0.20019489212285205,0.35239951173691,0.22126973700211605,0.3517281641086676,0.174242053572611,0.20309462895271224,0.016349371754328493,0.03618351233696712,2.6513055739086763e-06,0.04365570144024155,0.05740986999265265,0.1538857255926883,0.10008097109133153,0.13203307750627308,0.6739349835561397,0.48376958037707707,0.30891270415959726,2.6513055739086763e-06,0.44801804025798125,0.4590555273122368,0.23260784979267543,0.23901153484441953,0.22205490362253935,0.14568643219719835,0.19162773451847218,0.4642465250246675,0.006105653353054511,0.1527393632595066,0.6157786746616639,0.18452038057316805,0.49476215071569923,0.3620489596259419,0.05280694165106079,0.12253621955969032,0.1650074105710554,0.28167837557029024,0.1291226105535662
Metal_Dopant_3 Relative Atomic Mass,0.32498679514868056,0.1686012993876837,0.11973441614419678,0.4266700930831431,0.26953781960546686,0.5216596737727764,0.5666080247370261,0.4817031642931228,0.3014447547925042,0.20950694349977692,0.14007668216923844,0.19827701340396672,0.3657442918924474,0.19416842747526364,0.30864281733104726,0.3305373888773544,0.0,0.283933938666572,0.5220332918812777,0.11697642393017968,0.35139989828343404,0.0,0.4564046916619124,0.3795914640281117,0.02632723389195162,0.05025728021854094,0.0,0.05330308546967221,0.0601213834289354,0.04638288154082213,0.10533014883446673,0.563787717793046,0.814553410886167,0.46002434176784085,0.4014126551398957,0.0,0.5703187283405698,0.4421249893652786,0.24850661773706964,0.19730555957562088,0.22598485760581052,0.09542774235783846,0.2111239405295587,0.34914526443634264,0.0065336368989926666,0.11320295847964894,0.7622892903679254,0.2052506491188715,0.39477874869968094,0.3688122122416859,0.07255297756619111,0.36576721915852284,0.11269197082451803,0.3530342456272922,0.05539067489899705
Metal_Dopant_3 Atomic Number,0.08924076806548614,0.0,0.0,0.3037378601697634,0.1858256526387438,0.2678319238268865,0.28651598311323556,0.2134391794019794,0.048031857952880265,0.1746640264930845,0.0,0.07496688418997204,0.11495545108966185,0.04806551861641295,0.13562552106732273,0.18571325742802652,0.283933938666572,0.0,0.0,0.0,0.2698400959337877,0.07732053257007568,0.35022256399038837,0.28162860411542007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3700426252156985,0.2836070722570458,0.13819955790573588,0.0,0.1382434572969284,0.12874263708390224,0.05293168784103152,0.0,0.057142414521392834,0.0,0.05293025416315912,0.2077807453470336,0.0,0.0,0.0,0.0,0.1603565310987374,0.18562646212381276,0.0,0.0,0.03182030527618209,0.051306533188702264,0.00731247317407846
Metal_Dopant_3 Period,0.22553986968598572,0.0,0.0,0.22099988838758933,0.050417138482871104,0.519077835955572,0.3680718553090819,0.14429998018734486,0.12139814863801375,0.05095459936629896,0.0,0.07275219491152525,0.14929791217035338,0.03192387086712865,0.05498584314630036,0.20019489212285205,0.5220332918812777,0.0,0.0,0.0,0.043644174588281945,0.05215979322093018,0.1765505597966427,0.09574272951006302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2914675369298086,0.18191205923871606,0.07565978711724601,0.0,0.08271137993948462,0.05005435271072929,0.046916786030333585,0.0,0.10930850790000227,0.0,0.022207703335543363,0.17064833763396975,0.0,0.0,0.0,0.0,0.07210580945341795,0.14027786226393793,0.0,0.0,0.04430311561934128,0.2510692824747057,0.0036451250096888655
Metal_Dopant_3 Group,0.1069173888779276,0.0,0.0,0.1456537824840978,0.2052995829553519,0.10312353867682338,0.19265871846717864,0.17215403880517538,0.07781613640910105,0.10142428476225396,0.0,0.05466137250227931,0.08526817626228453,0.18662035741386532,0.19767351455734666,0.35239951173691,0.11697642393017968,0.0,0.0,0.0,0.14088625229577076,0.2176902138250399,0.3868514270640611,0.21663188737624434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3875548175628836,0.22918187175853091,0.199267079363508,0.0,0.16365072882958934,0.1416986990286086,0.1532153152128896,0.0,0.03551349369795325,0.0,0.13412906272488703,0.3168685984117852,0.0,0.0,0.19974597325147997,0.0,0.18124922112862898,0.14982958533835566,0.0,0.0401553725072541,0.06632079833323005,0.028181074016654015,0.012010780602029196
Metal_Dopant_3 Ionization Potential,0.24172863396848865,0.0991717688262575,0.09530521270164685,0.3275949583774617,0.20330656770332106,0.27945699907116756,0.4888769925614671,0.5348414606268699,0.25196388580489004,0.2002182018130036,0.08485232102800161,0.4263543014652203,0.20786914657659067,0.23392547865761915,0.22882120132196204,0.22126973700211605,0.35139989828343404,0.2698400959337877,0.043644174588281945,0.14088625229577076,0.0,0.47033651391277664,0.5032437686399948,0.3817542526570101,0.021708594490786562,0.01612981901029709,0.0,0.026818215643451743,0.055219442562893524,0.027263040357889127,0.0680992209817146,0.09507294828504646,0.5232843174472889,0.3903637454084096,0.45897606591958534,0.0,0.23145055636093978,0.24830646474987084,0.07488356606468437,0.11274658600366431,0.13021397732628334,0.10919190963989917,0.16348039738848572,0.2747933054481502,0.004690478255914457,0.0854458444034629,0.2812701255379866,0.21122393866759434,0.2342412141824335,0.333192167549821,0.06580045632233171,0.5102302770641204,0.12221771811220637,0.21147480972386487,0.048893597977706135
Metal_Dopant_3 Electronegativity,0.23622654317016625,0.08601045500847357,0.0937188065802457,0.34641422404154254,0.2825673232765097,0.37282385484708463,0.47822333197834704,0.3717130310781261,0.24753945406061031,0.19648083190978283,0.14070619798617096,0.20673672761168946,0.631191050836567,0.25952381206719555,0.32292974563268284,0.3517281641086676,0.0,0.07732053257007568,0.05215979322093018,0.2176902138250399,0.47033651391277664,0.0,0.26666923880852744,0.4064230722337789,0.027825661368551774,0.03705951059198434,0.0,0.03761664131833937,0.03559796510006869,0.05038111962883359,0.0546088938687889,0.11758935177315644,0.5940770334922713,0.34865032503171806,0.22294880096255928,0.0,0.536736107207411,0.3730609381904863,0.22916734888893828,0.1351434284063659,0.1694906922629169,0.11925802437362555,0.17564592217373107,0.36079062875403106,0.007435253718337107,0.07237891009611862,0.0,0.13037894461941998,0.41735096531159205,0.5646913455246337,0.027592707825912836,0.14854978615834086,0.2521077372315541,0.2437828979898062,0.05642323984176691
Metal_Dopant_3 Number of d electrons,0.2163492062621144,0.18473518505097136,0.19077658106494472,0.3569708674659512,0.49313330809751105,0.4323508624791026,0.3636813247721131,0.3719888654792106,0.19695988451326887,0.23343351373953455,0.08196064597369367,0.1767637410793423,0.18679144814026372,0.3815223495027903,0.3574405393297702,0.174242053572611,0.4564046916619124,0.35022256399038837,0.1765505597966427,0.3868514270640611,0.5032437686399948,0.26666923880852744,0.0,0.4867258593992213,0.07208977740483483,0.09299559917102375,0.0,0.03187894274561037,0.10552259896404402,0.11443816130526853,0.0701176801528988,0.15278923480431789,0.6730700665185945,0.563794696083992,0.425544674771657,0.0,0.29104993389382555,0.4282649510528576,0.1696636361596921,0.16186020107749335,0.06218506057980689,0.11781253207982402,0.15635811375399003,0.35372600060366577,0.010756651835006034,0.2617572807554675,0.338814247311902,0.2911159243307261,0.3745724320401213,0.3885766663275168,0.03524505210841083,0.06047643707826863,0.1388177439895816,0.2745005974297742,0.044775774316314
Metal_Dopant_3 Atomic Radius,0.22020665325493802,0.20639855464657555,0.053273737039968204,0.5040063440042052,0.4175396957975028,0.24422328718234282,0.38323278409209055,0.4280543325072654,0.2692730434891969,0.14148515962824504,0.13707547190500682,0.22455334860561285,0.3569842991909871,0.20937524821542744,0.5291404094994893,0.20309462895271224,0.3795914640281117,0.28162860411542007,0.09574272951006302,0.21663188737624434,0.3817542526570101,0.4064230722337789,0.4867258593992213,0.0,0.06427745451639721,0.05475731120826312,0.0,0.028891904313297998,0.055826074946852954,0.03986279534054689,0.01084599279820671,0.09912427094819148,0.5784997729177773,0.7809040989120484,0.2649652400735583,0.0,0.6691653503652082,0.42793200682171023,0.1446445845880945,0.1098302872242749,0.11325793553910081,0.09806901377811611,0.2744877654258834,0.30560801081452055,0.0062535227680375165,0.16255083371255943,0.18088574645240846,0.1709644983427139,0.39437477567689166,0.5488587078136149,0.005898767745875626,0.04105445761884107,0.21826524985949752,0.2994765400363164,0.08966964694827306
Metal_Dopant_4 Relative Atomic Mass,0.009822054652880557,0.0,0.0,0.044719728853449964,0.007075662918858338,0.013502867151435057,0.057969287720228004,0.025339627982242274,0.016587422980388556,0.008482261476653402,0.0,0.01333741786654851,0.015779805708873888,0.005262997727350648,0.02066346985601931,0.016349371754328493,0.02632723389195162,0.0,0.0,0.0,0.021708594490786562,0.027825661368551774,0.07208977740483483,0.06427745451639721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3406792347451033,0.039492014333855456,0.04814940771196395,0.0,0.024757580699065185,0.013535099357451818,0.02300344737498522,0.0,0.003546557803096995,0.0,0.01871249494984575,0.025314743943725158,0.0,0.0,0.0,0.0,0.020688638098527345,0.01246842795239043,0.0,0.0,0.005707111638399963,0.12540418881922155,0.0012939313053385484
Metal_Dopant_4 Atomic Number,0.05047561644781682,0.0,0.0,0.09832845137064918,0.05681650483499462,0.0898755817088092,0.3681620732534847,0.10393347532951447,0.03669962755035209,0.09256426577460411,0.0,0.032411446566861415,0.04484421317693995,0.09703186033060894,0.030475985527340495,0.03618351233696712,0.05025728021854094,0.0,0.0,0.0,0.01612981901029709,0.03705951059198434,0.09299559917102375,0.05475731120826312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5100717101254175,0.11162984175663494,0.04350240640223216,0.0,0.048345110859567504,0.03574398970675467,0.06704702565577127,0.0,0.0006904124853656018,0.0,0.03304317796335775,0.08996624170445276,0.0,0.0,0.0,0.0,0.06444674660723725,0.04005694820807822,0.0,0.0,0.04893367982541451,0.04554864695441616,0.0022634250396196594
