,Metal_Dopant_1 Relative Atomic Mass,Metal_Dopant_1 Atomic Number,Metal_Dopant_1 Period,Metal_Dopant_1 Group,Metal_Dopant_1 Ionization Potential,Metal_Dopant_1 Electronegativity,Metal_Dopant_1 Number of d electrons,Metal_Dopant_1 Atomic Radius,Metal_Dopant_2 Relative Atomic Mass,Metal_Dopant_2 Atomic Number,Metal_Dopant_2 Period,Metal_Dopant_2 Group,Metal_Dopant_2 Ionization Potential,Metal_Dopant_2 Electronegativity,Metal_Dopant_2 Number of d electrons,Metal_Dopant_2 Atomic Radius,Metal_Dopant_3 Relative Atomic Mass,Metal_Dopant_3 Atomic Number,Metal_Dopant_3 Period,Metal_Dopant_3 Group,Metal_Dopant_3 Ionization Potential,Metal_Dopant_3 Electronegativity,Metal_Dopant_3 Number of d electrons,Metal_Dopant_3 Atomic Radius,Metal_Dopant_4 Relative Atomic Mass,Metal_Dopant_4 Atomic Number,Metal_Dopant_4 Period,Metal_Dopant_4 Group,Metal_Dopant_4 Ionization Potential,Metal_Dopant_4 Electronegativity,Metal_Dopant_4 Number of d electrons,Metal_Dopant_4 Atomic Radius,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),Electrolyte Proton Concentration (M),Stability Current Density (mA cm-2),Stability Test Time (h)
Metal_Dopant_2 Period,5.7009842986508276e-15,1.6597667226485466e-14,7.424863873207458e-15,0.0373105903048016,0.031087349707460635,0.003604099487704016,0.021398077124131977,0.012086301860980909,0.05768368444333549,0.015952102806748553,,0.025116124602752022,0.02447471357903949,0.014549194003283325,0.04425566387283604,0.006648043969090198,0.009262653605125829,6.246284030971732e-15,8.21332613058835e-15,0.019305444440820167,0.008467221225175512,0.00012117090205906099,0.010500860886730837,0.004162143921959569,1.4968355192817044e-14,1.1326268785037098e-14,2.887037456567668e-14,2.3348850455212875e-14,1.7908849966108388e-14,1.3754899670120809e-14,1.132542184222992e-14,0.10858764366583912,0.051595858013261324,0.07846095132357231,0.038415140637115056,1.7908849966108388e-14,0.02113818341852467,0.018719995280070914,0.06208362675398686,7.418997426631527e-15,0.06768967623533209,0.24275797044631278,0.019107675788754722,0.10714314243205468,1.5718540730078325e-14,0.15964260805610045,9.314061455764976e-16,0.056091655605715024,0.03198590218800153,0.029741397513203795,0.015859747059104413,1.0528395584481024e-14,0.023864627310098023,0.010632704922088957,0.0028801216410391456
Metal_Dopant_2 Group,0.0018508300951294032,0.03741593495400575,0.013083646017163497,0.16159850496917583,0.03337792296211873,0.04361632693796323,0.05019644344594721,0.13904790300583927,0.011792229880587325,0.015065473938054755,0.025116124602752022,,0.004623042877390406,0.04194824158081506,0.05861382666329219,0.005311437224970897,0.25545708376387083,0.1980665589402678,0.0006255168531403905,0.13522311447119875,0.04281565171926161,0.1388880995170819,0.0067644745268212545,0.02515373914945801,0.0013866274586678906,2.4081864431952318e-14,5.545423037522576e-15,8.117938109931003e-15,1.56855312441303e-14,9.358547951490862e-15,6.628219966950861e-15,0.00951504905518067,0.12982067664380614,0.0520911331250043,0.030230910831261195,1.56855312441303e-14,0.0441912403618753,0.23274083002482326,0.045613565426298075,0.0007955211900480336,6.3347765793290215e-15,0.18156494078169771,0.02948535027190881,0.04405292020066202,0.026804260292835207,0.02005016113714618,0.0024424038038955848,0.1142575771500075,0.06680611762817029,0.028882172677155194,0.04083443926156545,0.013348759195892393,0.02734554546651352,0.028110454243113273,0.004780735984798165
Metal_Dopant_2 Ionization Potential,0.08055732726363717,0.035129717623667615,0.037270347375486776,0.0681072367326589,0.05257306202757635,0.023944918532518473,0.04601675764182042,0.062399310160507246,0.15856082328659216,0.0853797188218046,0.02447471357903949,0.004623042877390406,,0.18105616467688657,0.036265221746992364,0.08552178745700349,0.09813120608391311,0.308003470893829,0.03242471206128845,0.002541387444388407,0.1815317770864924,0.04965711693837392,0.24175869225995342,0.021365370124270228,2.7413815848607385e-15,3.877057255550143e-15,2.167322240624873e-15,4.224918879948446e-15,7.253317377327959e-15,4.8446262788049095e-15,3.49472146488229e-15,0.013009524289568324,0.053650579921998794,0.06820318721598141,0.2795201669835498,7.253317377327959e-15,0.03563799929483947,0.11687695239384664,0.044470450057216906,0.028141696401085155,0.0357458000044092,0.01705235502921763,0.052261782580077194,0.10359797710504257,2.5489020000631346e-15,0.07128040039409192,0.11015911907051004,0.11902911645065796,0.06611925237731747,0.08628120028019051,0.037480703701074536,0.031319401546282766,0.026993100801421182,0.08826275611915489,0.01393785680143976
Metal_Dopant_2 Electronegativity,0.017253374404466757,0.061627809099054756,0.009297354431677245,0.06399421968608832,0.157741435641553,0.21752367721493035,0.026647995680910908,0.01763292117276723,0.10529317149135335,0.030366238910701348,0.014549194003283325,0.04194824158081506,0.18105616467688657,,0.16188029671634063,0.06012717367728028,0.14596161225576015,0.1697241572345741,0.08464951110289558,0.021154641149428662,0.042051740612475255,0.050082845865161825,0.02446222272743912,0.03428013054275476,4.50750054981299e-15,1.030148836329621e-14,4.249994234956669e-15,5.417780259829682e-15,1.0410523790013321e-14,1.051081010285846e-14,4.75169223063779e-15,4.506835808981458e-15,0.03471630568551006,0.179253674710036,0.23628931760755756,1.0410523790013321e-14,0.0470489256471826,0.08333258578440608,0.017265448115232458,0.013059786985325277,0.009899123750912637,0.09724396987708744,0.09851436535619845,0.14410573623129513,5.3508495272967045e-15,0.015110021701998837,0.026953890481733474,0.03567239113077512,0.07431708703448825,0.11883331381657923,0.03968164647608465,0.0037282445128246485,0.3342224473949497,0.0763496457625722,0.016515895463108526
Metal_Dopant_2 Number of d electrons,0.06451484933800053,0.01544365083535595,0.05759236147086694,0.04722698180589081,0.08268378235503698,0.03576369445992645,0.015310207196050326,0.0645365787264271,0.03112094227671128,0.028025112664895657,0.04425566387283604,0.05861382666329219,0.036265221746992364,0.16188029671634063,,0.019184881441001084,0.34604281967018496,0.11981614014913815,7.0475327450397884e-15,0.01019845862452649,0.04174041052237164,0.12107930278093022,0.10350361752153621,0.025268228146206582,4.512622384229266e-15,6.893870687318859e-15,5.527270544366165e-15,6.3824594296871544e-15,5.826399521695829e-15,3.681604686044869e-15,9.212249284405187e-15,7.133764257809997e-15,0.11643649786046226,0.3437271988953605,0.08540065119959088,5.826399521695829e-15,0.048575322134122086,0.1312385138141503,0.03194856571461114,0.01437699843274678,0.037362968346311566,0.044200676765173794,0.08302349077911529,0.124106409668669,0.004983146048947558,0.016825136096742004,0.08899365286895967,0.07577054397166647,0.1975580662515671,0.0392311770890118,0.04041611117431615,0.29732747336450177,0.15979440311380058,0.16392915391368348,0.007700846540188214
Metal_Dopant_2 Atomic Radius,0.05315559075561585,0.02142317530273492,0.03205862265980437,0.036002996796512664,0.05322864998743363,0.06660073028340714,0.08494706116526318,0.0162164889893673,0.022199754331471745,0.02482845463510497,0.006648043969090198,0.005311437224970897,0.08552178745700349,0.06012717367728028,0.019184881441001084,,0.041943062529854504,0.10483219232637087,0.05262861954848183,0.04407578088478618,0.13649020411498278,0.04541303841507979,0.07908800180619135,0.046378691645207464,3.7806269169608895e-15,0.003166384512177299,1.5527136032312047e-15,1.607213366993095e-15,3.1054326878450323e-15,3.2673526383991666e-15,2.657172256751749e-15,0.0008354937854000402,0.11149674525089968,0.13232652498503256,0.06228852195966035,3.1054326878450323e-15,0.22893294751558868,0.07848382852437275,0.09596708759282185,0.0046302116308418574,0.005315300893679089,0.029405650986262973,0.09460394319227092,0.20327363807428103,0.01986035745036325,0.030899886597598788,0.0007354940323695071,0.033063935159499964,0.09948757017271657,0.34370010137635354,0.05193575943053993,0.012261404947410199,0.16916365207710415,0.18484179607942136,0.017203174224910425
Metal_Dopant_3 Relative Atomic Mass,0.0763858718701011,0.074684047014005,0.0004717963105136701,0.03456670905148827,0.02703222514510329,0.18070306742834158,0.04893232135088135,0.03097840139019178,0.1370524639661528,2.648180690883513e-15,0.009262653605125829,0.25545708376387083,0.09813120608391311,0.14596161225576015,0.34604281967018496,0.041943062529854504,,0.16567239704687617,0.03526030566128356,0.013647594637873453,0.09997579882698523,0.07773069569098295,0.0004878360482248234,0.1040626927361833,0.016529331464687574,5.061545530404601e-15,9.240662445702391e-15,6.534376459067766e-15,0.0,4.1252419325367175e-15,1.4900549203938682e-14,8.260646374711454e-15,0.06265171978403374,0.10463405726727673,0.16351004338697847,0.0,0.029291515951635864,0.14061742248829945,0.22186368782030272,0.3181049343113465,4.174508819939979e-15,0.12168748559504239,0.027724942778783686,0.15651821171704816,7.497301235066845e-15,0.016364108638586023,0.009993060737740353,0.059179798322667614,0.046073291855748315,0.02370150158512903,0.005509971063401042,0.017486078998944447,0.012416717855118518,0.12854751730956288,0.009491144011684702
Metal_Dopant_3 Atomic Number,0.003809836254943104,0.35610111466004135,0.046144018554078986,0.05745127379395704,0.009055635913617974,0.030701416410232406,0.030245169766605705,0.10945824109488451,0.09545625977822736,0.0823040637159708,6.246284030971732e-15,0.1980665589402678,0.308003470893829,0.1697241572345741,0.11981614014913815,0.10483219232637087,0.16567239704687617,,0.002143632218682571,0.06307727115112584,0.04674004024863936,0.3390988656708746,0.1247676317823843,0.03906753278707075,2.647643640809864e-15,4.101854665699533e-15,3.3491257276865605e-15,3.3491460415774665e-15,0.0,3.926055171069149e-15,3.3491415499999357e-15,0.0,0.1403144687960049,0.030267627445318822,0.21644304029225192,0.0,0.08874675007355119,0.08596585058022929,0.03343016280677555,0.18469644151995473,0.13540327221792142,0.08388530433626508,0.11497505483106756,0.19822243592173303,2.040320726748735e-15,0.07727901726359838,0.006571441092551631,0.030364779530280706,0.07053273127967298,0.09005701715529478,0.008352347312476823,0.02760336482284835,0.0072953525439593,0.11402603992097048,0.010881925968796774
Metal_Dopant_3 Period,0.003182467910703775,0.5280200592695781,3.569940419396628e-15,7.221534595744022e-15,0.11678955866216245,6.325733451437228e-15,0.043193140778329114,0.04394939582752419,0.012699245653630118,5.715240790117312e-15,8.21332613058835e-15,0.0006255168531403905,0.03242471206128845,0.08464951110289558,7.0475327450397884e-15,0.05262861954848183,0.03526030566128356,0.002143632218682571,,0.013849058414497732,0.13240335540481216,0.17685985388404907,0.0012537778305243713,3.932104841026666e-16,9.298587034693233e-15,2.0803439793064565e-14,9.302527376120084e-15,1.3156991792409896e-14,0.0,8.020276329508913e-15,2.6313438977038575e-14,1.3137823145370846e-14,0.11424783238587144,0.006954869500200439,0.013585107823575283,0.0,0.14735479235934862,0.01568425938481013,1.3225393620550903e-14,4.025255800710082e-15,0.11656609906496715,1.7249874955993694e-14,0.015603534918488654,0.003902329229025797,1.726978267594571e-14,0.020233833356268154,1.040638081498836e-15,0.020156457570522788,0.11950481026813846,0.05813244696987701,0.01790638011343399,1.5388582116954357e-14,0.12189505018059679,0.0031112550387624336,0.002220076801175572
Metal_Dopant_3 Group,0.016104500666131883,0.4011768184734526,0.03329166267686741,0.04242164945390488,0.01911619414249154,0.15199098714211837,0.04153097871684211,0.029383848682541593,7.006974472569664e-15,0.0017024582066003796,0.019305444440820167,0.13522311447119875,0.002541387444388407,0.021154641149428662,0.01019845862452649,0.04407578088478618,0.013647594637873453,0.06307727115112584,0.013849058414497732,,0.013020112475014826,8.166053668743058e-15,3.627543957147656e-15,0.008115138824431987,1.0433141371962844e-14,1.1435115799488279e-14,1.4760987048288815e-14,1.2351092052560387e-14,0.0,1.6754482469885698e-14,1.0438360414270375e-14,6.592249411305983e-15,0.026077458439267752,0.011369327029123175,0.08485202395998954,0.0,0.17018949785679285,0.052265314297450245,0.051284416449594195,0.3326114651413102,0.11708884448198746,0.05095437889960292,0.013644885629429252,0.011880397597120262,1.0607976695077967e-14,0.06319313549983412,2.7384910237641456e-05,0.03926579977588897,0.06163085932721893,0.07056573162499193,0.06958835762106291,0.009269671996927773,0.04617405039569596,0.02535953481494408,0.007896952044639787
Metal_Dopant_3 Ionization Potential,0.0776355721662093,0.05833368063854023,0.00246112012968338,0.018588065407036575,0.017079218193671006,0.010457086172019353,0.09935245829400312,0.03589682979321821,0.06220098475926066,0.04306043971472318,0.008467221225175512,0.04281565171926161,0.1815317770864924,0.042051740612475255,0.04174041052237164,0.13649020411498278,0.09997579882698523,0.04674004024863936,0.13240335540481216,0.013020112475014826,,0.01971672061728877,0.07447833919545943,0.04465892315917227,1.0430312841972813e-14,8.08365339923769e-15,8.082731801851241e-15,0.015474903832661657,0.0,8.046428697014503e-15,1.7461977661855738e-14,1.5456011781961648e-14,0.06828298365327592,0.14842805674789966,,0.0,0.05470993037629765,0.05555566972735173,0.05526232805244093,0.0005863705430573402,0.03798240087944533,0.21319302988121058,0.059875931657932195,0.12327293663246075,1.0605498951290341e-14,0.05257386543495192,0.012270567340777186,0.02277695989249671,0.047953688432256336,0.18993746283537924,0.0014881236830841767,0.05530658757433553,0.13188264513353187,0.04701169981435346,0.01355585437849102
Metal_Dopant_3 Electronegativity,0.1534799684097266,0.23795259276017244,0.0011685012017864304,0.006143205281416736,0.331167320153332,0.15245940442337527,0.018397663079101196,0.2747786163379679,0.1375929208748701,0.0074246034594602755,0.00012117090205906099,0.1388880995170819,0.04965711693837392,0.050082845865161825,0.12107930278093022,0.04541303841507979,0.07773069569098295,0.3390988656708746,0.17685985388404907,8.166053668743058e-15,0.01971672061728877,,0.012810013634214362,0.05813474033989853,0.0022475502963694334,9.720355911992323e-15,1.3745687911588423e-14,8.999190466810664e-15,0.0,7.326875150654358e-15,5.195617960896816e-15,0.0,0.07041735540218888,0.06444064150817295,0.10201648856024989,0.0,0.14487625007523794,0.0364338601714484,0.05792228027046173,0.20050048520880165,0.04470679232643459,0.13947609646796408,0.0739078479379022,0.13015317018394051,7.831636060501528e-15,0.2695035787099659,0.0022638738226968733,0.1984834021512306,0.09197309743390848,0.04477236453515345,0.24785450419264532,0.003270228324871952,0.08236868037716612,0.12713402755735018,0.009344660572739567
