,Metal_Dopant_1 Relative Atomic Mass,Metal_Dopant_1 Atomic Number,Metal_Dopant_1 Period,Metal_Dopant_1 Group,Metal_Dopant_1 Ionization Potential,Metal_Dopant_1 Electronegativity,Metal_Dopant_1 Number of d electrons,Metal_Dopant_1 Atomic Radius,Metal_Dopant_2 Relative Atomic Mass,Metal_Dopant_2 Atomic Number,Metal_Dopant_2 Period,Metal_Dopant_2 Group,Metal_Dopant_2 Ionization Potential,Metal_Dopant_2 Electronegativity,Metal_Dopant_2 Number of d electrons,Metal_Dopant_2 Atomic Radius,Metal_Dopant_3 Relative Atomic Mass,Metal_Dopant_3 Atomic Number,Metal_Dopant_3 Period,Metal_Dopant_3 Group,Metal_Dopant_3 Ionization Potential,Metal_Dopant_3 Electronegativity,Metal_Dopant_3 Number of d electrons,Metal_Dopant_3 Atomic Radius,Metal_Dopant_4 Relative Atomic Mass,Metal_Dopant_4 Atomic Number,Metal_Dopant_4 Period,Metal_Dopant_4 Group,Metal_Dopant_4 Ionization Potential,Metal_Dopant_4 Electronegativity,Metal_Dopant_4 Number of d electrons,Metal_Dopant_4 Atomic Radius,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),Electrolyte Proton Concentration (M),Stability Current Density (mA cm-2),Stability Test Time (h)
Metal_Dopant_2 Period,2.9549742492128543e-16,2.3860196904354526e-16,1.6867636699133153e-14,0.010868729664359044,0.005592220432268047,0.00020410899957082291,1.4643303806135634e-15,0.026490152026698414,5.7601241610516615e-15,0.007664905626125798,,2.221997704405581e-15,6.1119194647008295e-15,0.00425189591449204,0.00047093293759375776,0.009679296898037553,1.2713843036994712e-14,1.3378167283037502e-14,1.3631388989443867e-14,2.0151404894491502e-14,3.6534870869551736e-14,3.5080956969504176e-14,7.978000575860986e-14,4.499993996519087e-16,4.6058182344933054e-14,4.5043937178357255e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.003278556270038498,3.988367034017355e-15,5.104515089315529e-14,0.0,0.0019459544484476024,0.009420825189720185,2.1542766614907382e-14,3.343240279877475e-14,4.371063868235929e-14,1.721986561337816e-14,1.062368416728011e-15,0.005840619866111601,7.260080817039052e-14,1.4037441383818014e-14,0.0018829352983112376,1.6515672992238544e-14,0.0001100430434938733,0.012464971052911509,2.5457176772985206e-14,3.118484136056567e-14,0.001792704619843874,0.0013176175112070783,0.0009096586276545541
Metal_Dopant_2 Group,0.0015622281707963676,0.0009415730976437923,0.08575230223992258,0.005398546413022733,0.007650683187227913,0.005984085436766444,6.092461165859149e-16,0.004613587540059752,0.007905568413279308,0.0062158658765054265,2.221997704405581e-15,,0.0056749349236601505,0.1302862641546147,1.548263668709226e-05,0.00010531222936659062,0.0005405032090241611,0.005346195250289638,0.002917240919292767,5.76858478956435e-15,5.049515691196614e-15,2.038903380001742e-15,5.169968558559401e-15,0.00756343252654603,1.879479038291183e-15,1.5070040384549137e-15,1.8795646342535515e-15,1.8795646342535515e-15,1.8795646342535515e-15,1.8795646342535515e-15,1.8795646342535515e-15,1.8795646342535515e-15,0.009345321098671313,3.947896832596224e-05,8.08270247662267e-15,1.8795646342535515e-15,0.017580813330558494,0.016292556496902116,2.940993090486521e-15,3.950090213852046e-15,4.0486106897753585e-15,3.0540713895231605e-15,0.007942135963853236,0.0001717396897346936,2.885690934395995e-15,2.175958911053131e-15,0.003465150015047782,0.008725998953572182,0.007932136141552013,0.006924752012169917,1.658028344395803e-15,3.4374661487902397e-15,0.006713057047977936,0.005590702082635977,0.008076711181571123
Metal_Dopant_2 Ionization Potential,0.0006576323795593478,4.728807431085796e-06,3.437100570994827e-15,0.0021948162202135237,0.0007962258190860341,0.007079977424153597,0.027019062821946636,0.008613401977955959,0.0019525163319175857,1.6740271243064748e-05,6.1119194647008295e-15,0.0056749349236601505,,2.427535712802483e-15,0.008635694903309024,0.004385241323104332,0.0001559640202063646,2.2769086457711648e-15,0.008488550757118166,5.465215381054024e-15,4.9594789931501536e-15,7.595376561780173e-15,0.005803776761436055,0.0026321164567517886,5.26501558634439e-15,2.3848871336008693e-15,3.1549108806385116e-15,3.1549108806385116e-15,3.1549108806385116e-15,3.1549108806385116e-15,3.1549108806385116e-15,3.1549108806385116e-15,0.0032710493205698066,0.006663378470729207,6.166493327863332e-15,3.1549108806385116e-15,0.012867777890292996,0.011637581259008,2.7169511648381793e-15,9.72387727159659e-15,0.0019387561788899862,1.623452816669619e-15,0.002700941772025749,0.007822456112666876,7.909759560629909e-15,9.627505798564663e-15,0.0028550609861655546,0.00039196360061702346,0.023827823113460572,0.020518214927342057,3.1126348469802347e-15,4.097065018784509e-05,0.0020456064082842312,0.023113195647373,0.0035564513449079706
Metal_Dopant_2 Electronegativity,0.003944621183715237,7.272011276178086e-16,0.06122478732454988,0.004099403913398127,0.008182259974281953,0.028905953656718854,0.004988622507923242,5.340233689442861e-15,4.380907308432927e-15,5.1944487423966084e-15,0.00425189591449204,0.1302862641546147,2.427535712802483e-15,,0.001939249096993997,0.07254303540354945,0.0006170221239534508,0.0005421754911881972,0.017855292987417448,5.9447945902932165e-15,0.02576776342567638,1.3580173606516921e-14,1.0336721079986953e-14,0.0009282874980528251,1.4268915789662147e-14,8.886700638982842e-15,8.886739759295567e-15,8.886739759295567e-15,8.886739759295567e-15,8.886739759295567e-15,8.886739759295567e-15,8.886739759295567e-15,0.008303757072744793,0.008793314422529046,0.005527846613124911,8.886739759295567e-15,0.007111552427387645,0.024090983061483183,0.0036254642149898234,1.2206853789453282e-14,6.2378220931140455e-15,9.216766761006567e-15,0.0062000506607498024,0.004225766379512841,1.5604279466602375e-14,1.0384039986574924e-14,0.0013697123995482924,7.428218289840488e-15,0.02200678950010625,4.598047967330236e-15,8.701052338454055e-15,0.03194427381907734,0.0008357945724275389,0.00222943156128836,0.004163150509218504
Metal_Dopant_2 Number of d electrons,0.0019706433551200065,0.00035115680349013937,2.000385520748236e-14,0.008736761033463809,0.028810136589144743,0.03506137230008612,0.00015653275563951426,4.2184885490894714e-15,0.0035184661207325863,0.0018540167424079092,0.00047093293759375776,1.548263668709226e-05,0.008635694903309024,0.001939249096993997,,0.009088784549916866,1.3119356655301736e-14,5.944963239467566e-15,9.574421739577995e-15,9.434537252417658e-15,1.1651821312481567e-14,1.5186316497428446e-14,1.8768490172552474e-14,0.002409880107272174,1.445280113042214e-14,4.04731403420931e-14,0.0,0.0,0.0,0.0,0.0,0.0,1.9803405212663547e-14,0.0022662635101383705,0.09099364498485324,0.0,0.030300030363973156,0.002246227717979971,1.526187635589025e-14,1.7023024701441846e-14,1.348504658474754e-14,1.3161701999480906e-14,0.00937034990006607,0.010506468608766738,1.2961217400047168e-14,1.428682018999281e-14,0.0013392159336874496,0.013212023304669529,0.015800679037490915,0.01183906309594021,2.064322130751084e-14,0.0008524270954810802,1.1393875273796633e-14,0.007607792889260298,0.0023616509258838044
Metal_Dopant_2 Atomic Radius,0.0021232386041658666,0.0007351555814715357,2.5075700087475064e-15,0.011247253480326486,0.009514806262257062,0.0077727188590611,0.0026656479580927186,0.008796588613969158,0.0007058508271721817,0.03810290738941897,0.009679296898037553,0.00010531222936659062,0.004385241323104332,0.07254303540354945,0.009088784549916866,,7.206821746129412e-15,0.007128626698526598,2.3102925712578887e-15,4.248437166159011e-15,0.007438019872430876,2.196510492572975e-15,6.8605228625905056e-15,0.0007756725158834913,3.636717372128005e-15,6.013463422853722e-15,3.5139620111436034e-15,3.5139620111436034e-15,3.5139620111436034e-15,3.5139620111436034e-15,3.5139620111436034e-15,3.5139620111436034e-15,0.009047841569161375,4.397589226978885e-05,0.00038928166961755916,3.5139620111436034e-15,0.006031034592632985,0.010349780320081594,0.07587331817672614,3.739084598336133e-15,7.562878835710852e-15,0.0005419082403447913,0.004871540339662291,0.011290047126062925,4.199974346687256e-15,0.013491272714597333,0.0019665385047506604,0.008818013604302212,0.024636362241979244,0.06838071355362879,3.8081356031519896e-15,4.968858761725771e-05,0.01786155010275982,0.019764199506127213,0.003002879393838467
Metal_Dopant_3 Relative Atomic Mass,1.4562996160116165e-16,2.1854699501086002e-16,5.102828560179156e-15,0.0001419858091952273,0.009675784152326054,0.02598530445501953,1.1598019400002062e-15,0.014997984509113861,0.002074955927553858,1.2516534018251199e-14,1.2713843036994712e-14,0.0005405032090241611,0.0001559640202063646,0.0006170221239534508,1.3119356655301736e-14,7.206821746129412e-15,,4.57517364515368e-15,4.2276371069974904e-15,3.994527632739539e-15,5.6818034446893224e-15,4.88344529232964e-15,1.171288847353456e-14,1.4517368179546609e-16,2.857501863499223e-15,4.9534935544630335e-15,0.0,0.0,0.0,0.0,0.0,0.0,4.850593483822617e-15,2.7283212034483346e-15,5.871543141700797e-15,0.0,0.002978919506124156,1.2981879044001723e-15,6.4162299618230005e-15,7.895175896881537e-15,4.019920780669331e-15,4.640269447325256e-15,0.004767728421257221,0.0037519777647095284,0.003188632481551492,6.30775623017113e-15,4.625431805669481e-17,6.5052171302139345e-15,1.8773729925137363e-15,0.009108590805549101,5.266000572177125e-15,0.015087206240247043,1.3136335413713634e-14,0.007219812860253621,0.0012923315470800129
Metal_Dopant_3 Atomic Number,5.0903363750602336e-05,3.2746885792236884e-05,8.977034667731038e-15,1.646383918856928e-14,5.357397939329189e-15,1.0940798784011683e-14,0.007035907601080834,0.00019905621005818124,9.872659529259085e-05,0.011281173492171993,1.3378167283037502e-14,0.005346195250289638,2.2769086457711648e-15,0.0005421754911881972,5.944963239467566e-15,0.007128626698526598,4.57517364515368e-15,,7.073475936819904e-15,4.4463796447961366e-15,6.7285388477712294e-15,6.458391287735758e-15,5.1310476686662705e-15,1.482601924043156e-16,5.642286250327633e-15,6.097688930331841e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.021628924023703183,0.00624774499979681,5.961501320564341e-15,0.0,0.009387020464593141,0.005729915566681734,1.0083637635998174e-14,8.785425834305113e-15,0.023370290529727257,2.818470691373939e-15,0.00553123254830149,0.014814907264468085,6.097635518954042e-15,7.123056887599527e-15,0.0017783110473842915,6.204953482463591e-15,0.003504313046650834,0.0042632059466988685,9.506367203885466e-15,5.042272762899898e-15,2.455635753782818e-15,3.9722503581778637e-16,0.0022928591640749723
Metal_Dopant_3 Period,0.0011211099458705905,2.2483105670620813e-16,1.7473479990234213e-14,0.025824302364166617,0.005568280442907632,0.00878316987465367,1.0293363171435368e-15,4.47708290527846e-15,3.298522732783947e-15,4.86948577602264e-15,1.3631388989443867e-14,0.002917240919292767,0.008488550757118166,0.017855292987417448,9.574421739577995e-15,2.3102925712578887e-15,4.2276371069974904e-15,7.073475936819904e-15,,3.201833956204454e-15,7.476935046275268e-15,5.3433695293290974e-15,8.236240533416457e-15,2.0307816042781628e-16,3.13503290083833e-15,1.1314947377266668e-14,0.0,0.0,0.0,0.0,0.0,0.0,4.954023224965411e-15,3.4370514605058715e-15,8.508833449207862e-15,0.0,0.01651405442841799,0.00389514805508828,1.1280552378933145e-14,9.144909458372543e-15,6.965957157051863e-15,4.263425691566571e-15,0.005105047002466762,0.012757774753755384,8.302766593479918e-15,7.335837079225561e-15,4.625465985923139e-17,7.604097670123358e-15,0.004896767594545463,0.01283068520938209,1.3345711024610084e-14,0.000589147143498003,6.440730320439523e-15,0.005029474833882281,0.002709274250149788
Metal_Dopant_3 Group,0.00014659673040542706,0.001942290649201961,5.6391154785280945e-15,1.2734660295126968e-14,4.2107951892389e-15,0.020399300945758914,8.167349060178571e-16,7.858475024077964e-15,5.5949055585241746e-15,0.03636120296850133,2.0151404894491502e-14,5.76858478956435e-15,5.465215381054024e-15,5.9447945902932165e-15,9.434537252417658e-15,4.248437166159011e-15,3.994527632739539e-15,4.4463796447961366e-15,3.201833956204454e-15,,2.114246592410111e-15,0.00280474447254563,5.093231011901034e-15,0.00395330521753054,5.11242994592618e-15,6.470243294089794e-15,0.0,0.0,0.0,0.0,0.0,0.0,3.829827952396896e-15,2.16543450765045e-15,5.921917266775776e-15,0.0,2.35170485948413e-15,9.318229308713668e-16,6.786085116328737e-15,7.12159334881935e-15,7.205720028076196e-15,3.432664655758791e-15,9.765543440777346e-05,0.0011620152717429244,6.052306174856126e-15,7.077006214087009e-15,0.0010556342831671466,4.357980627050276e-15,2.446362800766789e-15,0.04171924788103982,5.7316903374371075e-15,0.0023379185215375202,0.0025957406527730314,4.1487117369621256e-16,0.0014417255034550544
Metal_Dopant_3 Ionization Potential,1.7410839077006837e-16,9.037801725513046e-06,1.2503654318814305e-14,0.04833877391390704,0.009383413797527622,6.116652906015104e-15,7.308895613056926e-16,6.117907221700512e-15,0.0009776414064217663,0.03469277266515789,3.6534870869551736e-14,5.049515691196614e-15,4.9594789931501536e-15,0.02576776342567638,1.1651821312481567e-14,0.007438019872430876,5.6818034446893224e-15,6.7285388477712294e-15,7.476935046275268e-15,2.114246592410111e-15,,1.9678926438106783e-14,1.574919808708463e-14,2.4785867276472298e-16,7.80581882369077e-15,1.1073792772204329e-14,0.0,0.0,0.0,0.0,0.0,0.0,5.359469970176925e-15,3.5307386387011264e-15,0.0004960062875982613,0.0,2.926874408188827e-15,0.007628398568522291,0.0008276615550884674,1.2452071207927531e-14,1.5312506639015842e-14,6.4508058978449885e-15,0.003049258387596224,0.012533749575228844,1.1073232965643784e-14,1.1437450926429117e-14,0.00018174080752676643,1.238692441403e-14,0.0021277758952688913,0.0001193456652520339,1.2104657110077286e-14,0.019513064611950265,1.0993924662470275e-14,0.005531430901005415,0.0011962828933891978
