,Metal_Dopant_1 Relative Atomic Mass,Metal_Dopant_1 Atomic Number,Metal_Dopant_1 Period,Metal_Dopant_1 Group,Metal_Dopant_1 Ionization Potential,Metal_Dopant_1 Electronegativity,Metal_Dopant_1 Number of d electrons,Metal_Dopant_1 Atomic Radius,Metal_Dopant_2 Relative Atomic Mass,Metal_Dopant_2 Atomic Number,Metal_Dopant_2 Period,Metal_Dopant_2 Group,Metal_Dopant_2 Ionization Potential,Metal_Dopant_2 Electronegativity,Metal_Dopant_2 Number of d electrons,Metal_Dopant_2 Atomic Radius,Metal_Dopant_3 Relative Atomic Mass,Metal_Dopant_3 Atomic Number,Metal_Dopant_3 Period,Metal_Dopant_3 Group,Metal_Dopant_3 Ionization Potential,Metal_Dopant_3 Electronegativity,Metal_Dopant_3 Number of d electrons,Metal_Dopant_3 Atomic Radius,Metal_Dopant_4 Relative Atomic Mass,Metal_Dopant_4 Atomic Number,Metal_Dopant_4 Period,Metal_Dopant_4 Group,Metal_Dopant_4 Ionization Potential,Metal_Dopant_4 Electronegativity,Metal_Dopant_4 Number of d electrons,Metal_Dopant_4 Atomic Radius,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),Electrolyte Proton Concentration (M),Stability Current Density (mA cm-2),Stability Test Time (h)
Metal_Dopant_2 Period,0.003636468864028272,0.001997461572843763,0.008311747361714335,0.01788940505780796,0.0178744396920908,0.02144893014147534,0.02371870255521364,0.010912975700086341,0.0159474577993146,0.04277922628822618,,0.0012039300347808683,0.0035920505611915714,0.0031889505950428235,0.007705808939123321,0.014911152271455055,0.002258728002249529,0.01577638517840339,0.013677759652961485,0.0050975127590744095,0.006291296095119896,0.007528597459110647,0.02157129352683451,0.004856576702323311,4.457152295576378e-14,0.025421021908251015,0.0015081652951557613,4.603535324721331e-14,5.144101423199162e-14,0.0002965756740936711,7.271797264408153e-14,8.408377428567732e-05,0.057264077958753504,0.007433959556275215,0.006036023733643469,0.00957390795046476,0.0021045857258862764,0.01296955313422752,0.01267984639608564,0.002581884939443898,0.09357608897676571,0.01656403306754797,0.009497129690356864,0.009598380791540285,2.479656770030626e-14,0.036390365290401315,0.004124125876925773,0.06639593315658858,0.007960551071797639,0.09875463041837805,0.009450366225047104,0.018490250165598892,0.023237382020724687,0.004859737349651336,0.002184974941715044
Metal_Dopant_2 Group,0.048797774430351326,0.05014215873119578,0.0773109428654792,0.006350786688173378,0.008768056396642894,0.07476015372864603,0.051251416168418,0.049400153022109074,0.007972565867434249,0.015948935054105582,0.0012039300347808683,,0.01655150298041142,0.014612471916188124,0.019662630550656646,0.051596030809172654,0.0016827047740269772,0.0023276240355602053,0.0007145516975453279,0.004094412640643975,0.003872429090478917,0.0018929655141632696,0.0023609365227438618,0.0354149067603601,0.0003754722724221404,2.386609369406742e-05,1.5452761517719394e-05,2.0453654079073035e-06,0.0002583740128079488,0.00012163945429342713,1.5457871069374589e-15,0.00013694235212601203,0.05798880967725488,0.03174241930006519,0.00729127644891406,1.0501503338052484e-06,0.037862261883966325,0.019808373352043034,0.028478876617559466,0.0032619012115126466,0.003001398986428349,0.0070472177722659115,0.024948441323129192,0.015823540204467187,0.0006962013292415336,0.01079586564096209,0.060706312718382255,0.0035204864647414413,0.027361870015687965,0.03387566721595181,0.0022746572266591136,0.0063081096876004585,0.07267067772317773,0.03028139639193347,0.03967967225335353
Metal_Dopant_2 Ionization Potential,0.01988995428367312,0.018740661456447826,0.0024392606272355907,0.00805639034541618,0.012955995944489955,0.02691670665755639,0.04285113776965693,0.015373065320878232,0.012218636574422684,0.014053135691703066,0.0035920505611915714,0.01655150298041142,,0.02100529591076131,0.004815459257299069,0.03215483805405798,0.004122936365545934,0.006886821520553766,0.004960792190698295,0.011499633270571536,0.004936648870939027,0.00900458828620588,0.005592333241754869,0.05771918457809053,1.6967959805697403e-05,0.00010244325019226043,0.00014701662475877762,0.0002474508366293426,1.1857967956911455e-06,8.053821033871949e-05,6.726400382796401e-06,7.893778647503903e-06,0.05127514458915166,0.04320853686065724,0.012601011881187773,0.0002049706274456071,0.01760867697988634,0.04112409947789041,0.00788864650646568,0.004441690925487245,0.00770539313663205,0.021187892246759016,0.011614048501302644,0.04109926305519403,0.0017362253424744714,0.007457785212851493,0.02028949310411849,0.008317473078284733,0.03718203164085507,0.01813692663987221,0.003411070207934494,0.0031952843876185233,0.03268209594735707,0.055910396332044636,0.03694911502594422
Metal_Dopant_2 Electronegativity,0.025349666745574293,0.0195084710469594,0.004227307825268387,0.017414078529563812,0.010540040098838525,0.015083546186454437,0.07138636477367466,0.0290957690388165,0.030936170781738943,0.011957931882526219,0.0031889505950428235,0.014612471916188124,0.02100529591076131,,0.017106118220506276,0.015127250360120048,0.006450420303591201,0.004210884567224884,0.01005026276848674,0.026170108164977432,0.012237482937450207,0.004876729578265392,0.006930015542064307,0.058354603146225516,0.0001095455350388745,0.0005546848575408191,8.462058371945543e-05,7.126509978579386e-05,0.00031678996343955214,3.5095335025901933e-06,0.0006537559691234917,1.4105458088090495e-06,0.05366355251541344,0.10313054578374403,0.011631364290551288,0.0002226644155062248,0.014156586380672652,0.0511274118111144,0.017910829702386315,0.0045480724932045,0.006420385201451202,0.03919454161824196,0.0343036374382989,0.03451785576013069,0.005235037178979698,0.020141919189156948,0.023796490922224068,0.005526941480630222,0.0604952131057898,0.06369820543753403,0.004015607136864677,0.003495482529157456,0.06876634475053774,0.059813808569124244,0.03951333156423092
Metal_Dopant_2 Number of d electrons,0.010829069998583863,0.011797518321291573,0.019884812271892323,0.019912916601616683,0.03718452426822167,0.009135720813761024,0.0538206296210476,0.02473478171890952,0.016861705325175686,0.028191837469608818,0.007705808939123321,0.019662630550656646,0.004815459257299069,0.017106118220506276,,0.041695403339531596,0.011878735683316363,0.012956321193736551,0.010830099824662261,0.01240660896540383,0.005504067207641412,0.009285408231430968,0.015107137383284465,0.005001848419835917,3.795246039384656e-15,7.027383851046598e-15,6.214418862010867e-05,0.0038030624423867477,2.5197719666321154e-05,6.728252182887313e-15,2.8688952395901246e-15,4.303405700336167e-15,0.2002453858333929,0.08937394998011955,0.014296644188959129,0.00019926074221819336,0.013604347411199536,0.028331613540540198,0.05176539222753337,0.006332627041642105,0.013827851506959752,0.036033058389076465,0.023724983146039113,0.03329452813670661,0.004124177639138396,0.017910963706914064,0.015570441839969949,0.014077132608079001,0.030378664052111655,0.07070199697015829,0.015219350177138116,0.01336498590484731,0.028345750632160188,0.041343296089132286,0.011021689550836745
Metal_Dopant_2 Atomic Radius,0.08108886138786006,0.08297982986229915,0.006883669898800322,0.010374096195197436,0.011845155640391868,0.03420307999415,0.10229713995434783,0.019079822208608287,0.01671382310970333,0.02137009268933159,0.014911152271455055,0.051596030809172654,0.03215483805405798,0.015127250360120048,0.041695403339531596,,0.00491262565137559,0.007103978626558285,0.006718724928839021,0.023207034910587475,0.016765698057643243,0.010794724011472996,0.005220625046537707,0.02145596297867353,2.451528619739719e-05,0.00020870254045384713,0.00010183414360389425,7.336304942105131e-05,0.0003935423167507178,9.399215147978135e-05,0.0003757952281432418,0.00016337293024306466,0.0454584688519534,0.06414698808431815,0.009711767431045177,0.000332725984297564,0.02566572891223058,0.07189308241085073,0.01824227692934147,0.002410117344088388,0.019263712158458172,0.019019215152400726,0.02705307231890187,0.021504579185541675,0.0032272598733296305,0.007426993694169058,0.1220878077516439,0.002681784923953617,0.015052726745496871,0.0512021060808173,0.002757700362797044,0.004036360926457455,0.01576674075331053,0.07735162318623214,0.055860407885149406
Metal_Dopant_3 Relative Atomic Mass,0.0007507033719156387,0.0017458443757105797,0.004058615518711386,0.01351706251169881,0.02046781879698852,0.030853533774607193,0.007636161137206879,0.003325215491017528,0.012966164958083903,0.005180660200384688,0.002258728002249529,0.0016827047740269772,0.004122936365545934,0.006450420303591201,0.011878735683316363,0.00491262565137559,,0.01167558664047969,0.041881767818404726,0.010356801265155296,0.008140574276634588,0.049372432040399865,0.0010715061827092556,0.004519432771687877,1.778330881630538e-14,0.029789968920005096,0.00042071292886286006,0.0002920262893288129,0.0008347410610716323,7.582829302773849e-15,0.0008521489658332369,1.516570369577665e-14,0.05293212343409826,0.013280314033496325,0.006555366815647487,1.3227179090029215e-05,0.003032890488851704,0.01263412292202056,0.022280606643639008,0.01487986976357834,0.0019263651724186345,0.010184268911731539,0.01463797027187902,0.017423308454898406,0.003629175481841785,0.01304648341855886,0.00034260741583946565,0.008157540695767981,0.007502718557787335,0.06208373595876686,0.0013557336047527503,0.02207398199855123,0.025765142792750783,0.007673919122113469,0.003517376877770835
Metal_Dopant_3 Atomic Number,0.0026847872283427745,0.00204779647383537,0.0020224522213372577,0.024984875906117584,0.019453797832479528,0.0232903876297464,0.012906536870338785,0.013604731593394427,0.016751506828762815,0.03785399490158565,0.01577638517840339,0.0023276240355602053,0.006886821520553766,0.004210884567224884,0.012956321193736551,0.007103978626558285,0.01167558664047969,,0.03615604287883923,0.015229668481300472,0.06331316736794679,0.0018026587471343836,0.0714360161741554,0.004773745182458394,0.0012923977278303707,0.0012102008752205332,2.005825559968712e-14,1.362705180736645e-14,1.6687958889152895e-14,1.3626938409062483e-14,1.362458826022585e-14,1.4718822832922838e-14,0.033915849845241375,0.010234130040768421,0.007997786691175696,0.0001876631425404484,0.006756308406057837,0.011341733822283722,0.049001580077855884,0.020455345830213308,0.007881102448376332,0.0032508546730145088,0.02178449835303042,0.007281401824266819,0.022504926600077496,0.0022182040316363217,0.0011158403516195183,0.003980739250675495,0.01982220552012224,0.06173630700256588,0.01439756764192817,0.022773906386716062,0.015385819423152211,0.018407836805298207,0.004722333029749508
Metal_Dopant_3 Period,0.004336374471581946,0.0012961922265642327,0.0062575956555874545,0.0382102480990871,0.012418273754999442,0.019554374355052227,0.0076587758309961795,0.005430116688294556,0.012619472023332428,0.021001691033214604,0.013677759652961485,0.0007145516975453279,0.004960792190698295,0.01005026276848674,0.010830099824662261,0.006718724928839021,0.041881767818404726,0.03615604287883923,,0.0024152745899376654,0.009240585843069263,0.02895902633785667,0.008909111682444992,0.006431788397611853,1.0724517411232417e-14,7.582262569477383e-15,0.00808941504197106,1.0724685918205715e-14,0.0006875587185037072,0.0002566091363411665,0.000324402083748818,2.3980898555962952e-14,0.03101215754405926,0.01172509229937194,0.02071104563503312,1.313324813903525e-14,0.003921430420227735,0.008350672572238193,0.09372460823850877,0.0351186103784229,0.005925426905127991,0.017745519835304365,0.02524788334395763,0.02443404320843162,0.01487213972475522,0.00389205974398828,0.0006666983504483256,0.02437768795122417,0.008369484965375613,0.02493753123620106,0.005975908311710103,0.017351495680725484,0.016448262351676433,0.004734445082464252,0.006060664997288287
Metal_Dopant_3 Group,0.0047140481314020015,0.0069161023666327115,0.012027841898636338,0.011408542453963184,0.025154299289475112,0.07627507965408971,0.02098184789309996,0.010271823232903637,0.019375874816418698,0.05884722832988473,0.0050975127590744095,0.004094412640643975,0.011499633270571536,0.026170108164977432,0.01240660896540383,0.023207034910587475,0.010356801265155296,0.015229668481300472,0.0024152745899376654,,0.02528584679309967,0.0017294265124158496,0.00791879741822636,0.006693454537789184,0.007565925749389068,5.867291902341179e-06,2.3643756492863317e-05,1.0148613793867899e-14,6.650413702602776e-05,8.286270218573053e-15,9.26344545797066e-15,1.0148584968845348e-14,0.16336494875012952,0.01827604315109313,0.01987681908755346,0.0039047420772844667,0.005264860061697303,0.021402945034802372,0.009441137179806412,0.003681850237637013,0.0022583030222113882,0.023505589650663794,0.009076623787360806,0.011895391449885882,0.01140632850363084,0.00880997809260491,0.007266714783867703,0.043565554006061755,0.013486825703608183,0.07098624756594189,0.007990815911282674,0.015688844175929705,0.009968322275047415,0.014500666603545525,0.0055116260921098965
Metal_Dopant_3 Ionization Potential,0.002275279948303794,0.0018186089454212948,0.03427070072977053,0.013830425980008951,0.02395558506995333,0.015605499007784232,0.005119415263894294,0.014282220509816186,0.02937858865533807,0.05962751679186206,0.006291296095119896,0.003872429090478917,0.004936648870939027,0.012237482937450207,0.005504067207641412,0.016765698057643243,0.008140574276634588,0.06331316736794679,0.009240585843069263,0.02528584679309967,,0.15481284433471454,0.007680475707069589,0.0032880355347105618,3.808359593339498e-14,0.0037006561338590372,2.878824301712454e-14,4.1967266643863913e-14,4.3169216472180163e-14,0.0006489637872577437,2.877189600538481e-14,0.0017369669726770825,0.16014114784364517,0.010898186835376644,0.035348310708469166,0.00022920760690131828,0.007536139559930721,0.007088551673469454,0.007057557631478816,0.0017736934684226462,0.006868998390273175,0.07890393553096511,0.01644926380421917,0.016718883659494903,0.000369456132097243,0.01655526539252985,0.001956354359998584,0.02270022241004371,0.01269408666715244,0.12321686102183965,0.01847076154565769,0.055207667120763096,0.04799767787489354,0.0035063064852815158,0.0025547401878730914
Metal_Dopant_3 Electronegativity,0.0025850127628561656,0.003015894948579366,0.009704799315016164,0.014752326206499059,0.01618836700047977,0.04116282037705364,0.004170706348645624,0.0086341665496943,0.01247006571933139,0.00723954622325568,0.007528597459110647,0.0018929655141632696,0.00900458828620588,0.004876729578265392,0.009285408231430968,0.010794724011472996,0.049372432040399865,0.0018026587471343836,0.02895902633785667,0.0017294265124158496,0.15481284433471454,,0.009905294255542315,0.007175584126152314,3.102028046871024e-14,1.9609287249038898e-14,5.190602161202776e-14,2.4029469447898243e-14,2.7729248744663205e-14,3.39810430586109e-14,1.9597952511160573e-14,4.601146556111194e-14,0.07670554433946297,0.005970943227861002,0.03083508085769873,2.4018723458003858e-14,0.003719212706122454,0.008506916394618085,0.009382997706094862,0.0010886452262004712,0.010149114597967409,0.06443686956816175,0.006683851514887334,0.011346938987511468,0.00043876777261274316,0.023347323825838758,0.0009282163024946056,0.06557426167397681,0.006803880459771592,0.0289870329464303,0.06067134180681489,0.026361811717764617,0.0077401588196092065,0.0073521566806189565,0.0014038511118491493
