,Metal_Dopant_1 Relative Atomic Mass,Metal_Dopant_1 Atomic Number,Metal_Dopant_1 Period,Metal_Dopant_1 Group,Metal_Dopant_1 Ionization Potential,Metal_Dopant_1 Electronegativity,Metal_Dopant_1 Number of d electrons,Metal_Dopant_1 Atomic Radius,Metal_Dopant_2 Relative Atomic Mass,Metal_Dopant_2 Atomic Number,Metal_Dopant_2 Period,Metal_Dopant_2 Group,Metal_Dopant_2 Ionization Potential,Metal_Dopant_2 Electronegativity,Metal_Dopant_2 Number of d electrons,Metal_Dopant_2 Atomic Radius,Metal_Dopant_3 Relative Atomic Mass,Metal_Dopant_3 Atomic Number,Metal_Dopant_3 Period,Metal_Dopant_3 Group,Metal_Dopant_3 Ionization Potential,Metal_Dopant_3 Electronegativity,Metal_Dopant_3 Number of d electrons,Metal_Dopant_3 Atomic Radius,Metal_Dopant_4 Relative Atomic Mass,Metal_Dopant_4 Atomic Number,Metal_Dopant_4 Period,Metal_Dopant_4 Group,Metal_Dopant_4 Ionization Potential,Metal_Dopant_4 Electronegativity,Metal_Dopant_4 Number of d electrons,Metal_Dopant_4 Atomic Radius,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),Electrolyte Proton Concentration (M),Stability Current Density (mA cm-2),Stability Test Time (h)
Metal_Dopant_2 Period,1.5274875947021823e-07,1.153150033706063e-05,0.0,0.0,1.3992721230553933e-06,2.419587389758588e-06,5.353346083579177e-07,0.0,1.1203824000992603e-07,1.3112208153563028e-05,,0.0,0.0,1.0402586454622814e-05,0.0,0.0,1.7920492847093621e-06,,,5.0261408970272165e-06,5.975363343213904e-06,1.0764098887693709e-05,3.2912412487740073e-06,2.4674946165184803e-07,3.5848468998333116e-05,,,,,,,,1.6546472396405474e-06,3.789571092884916e-07,7.34783853707432e-07,,4.570330742032384e-07,3.086042047753171e-07,2.159590933772375e-06,6.542918570969533e-06,2.8238251027152615e-06,1.1216456522607263e-06,4.880712802220292e-07,8.056872939229404e-07,4.302684038482079e-06,3.184383679214489e-06,1.1317213953570984e-07,5.929749269789812e-05,6.201496754956323e-07,0.0,5.46388064793923e-06,8.771523928344893e-05,1.2330680732774812e-06,3.013111304203313e-07,2.860629539507946e-08
Metal_Dopant_2 Group,0.2562913732669748,0.003403330317564771,0.013911094604105953,0.0075557954487238885,0.0172440771598717,0.06735117883707424,0.021026219937451476,0.02389064009091215,0.14537686568581934,0.0033646000142152094,0.0,,0.009848291304480655,0.00541636690838477,0.024722166796794978,0.046913824562858225,0.012763665254716297,2.1760557756955414e-07,2.1760557756955414e-07,0.00497134193814099,0.0028367959775825553,0.01044469533496291,0.0038227765160263956,0.040223237914746426,0.00040168035145631134,4.352111779923738e-07,4.352111779923738e-07,4.352111779923738e-07,4.352111779923738e-07,4.352111779923738e-07,4.352111779923738e-07,4.352111779923738e-07,0.023587033336740493,0.04909016155231533,0.02329195755232881,4.352111779923738e-07,0.054385067556014924,0.053727650689128326,0.06277840752773704,0.0077068059903564225,0.015495238218371519,0.0467066962900987,0.09642277246889314,0.09349330501087257,0.02353208490705878,0.003686096964649049,0.08060501032284152,0.012489301640664129,0.024738034304406253,0.024547876534874127,4.7209984171823265e-07,0.010524926969720239,0.023245794658597708,0.03590336653487224,0.037639642795180006
Metal_Dopant_2 Ionization Potential,0.02263955288973876,2.3219478144778664e-07,0.008561929684719544,0.05366089254214002,0.037346919224566344,0.01358067111779647,0.026307529678030205,0.053372906324443574,0.017903642193377485,1.431805342222602e-06,0.0,0.009848291304480655,,0.004527298562135569,0.02504973071138238,0.05103988098234139,0.007892345883591905,6.152032821376907e-07,6.152032821376907e-07,0.0032228894980053523,0.0008300913523224794,5.444309624634798e-07,0.009599594376110882,0.07331064565567501,0.0019273189942361102,1.2304066289434113e-06,1.2304066289434113e-06,1.2304066289434113e-06,1.2304066289434113e-06,1.2304066289434113e-06,1.2304066289434113e-06,1.2304066289434113e-06,0.06652074818299343,0.034915372682041965,0.06048670014259901,1.2304066289434113e-06,0.04048490022962931,0.04440870208493687,0.009136822920577025,0.018175059313244032,0.01715946627629978,0.01405101364490253,0.058453898126512825,0.019271910083122644,1.714832303311521e-06,0.0017983450151227711,0.018036215064340663,0.0017131498840353932,0.034002858405488806,0.040759685283353594,0.001899859525734974,0.004448188940872936,0.06481111346833131,0.033583238506448586,0.03419382346151168
Metal_Dopant_2 Electronegativity,0.010562851810050889,0.13171251965107625,1.8297231100596087e-06,0.05045842194318252,0.016233581648408924,0.08151269638282556,0.04017484884015886,0.03499482828505336,0.002660010746583916,2.7434982655373906e-05,1.0402586454622814e-05,0.00541636690838477,0.004527298562135569,,0.039048371717782464,0.042746292956661394,0.01764789179137556,0.0,0.0,0.11691800937692066,0.02576173592507936,1.0578715016544853e-05,0.015800622339485412,0.02463169885851655,2.705421843709684e-05,1.0402586454622814e-05,1.0402586454622814e-05,1.0402586454622814e-05,1.0402586454622814e-05,1.0402586454622814e-05,1.0402586454622814e-05,1.0402586454622814e-05,0.05732631151124308,0.03660124265634779,0.030650730221768875,1.0402586454622814e-05,0.036526713235863255,0.008041045599206376,0.010089656849545612,0.00625492691718298,0.002828488965922698,0.0010633753985540503,0.03902358544118954,0.05992382619032693,3.246389347998928e-06,0.012356990161077675,0.003171803938744516,0.11966604731820865,0.037598028625427424,0.029480049449334102,1.035588597138116e-05,0.28451025605006314,0.010629298954292106,0.014923408881670113,0.0073216441322162176
Metal_Dopant_2 Number of d electrons,0.03631590142106924,4.264502348273906e-06,9.585020414374094e-07,0.04723211192390014,0.07612291069203674,0.10506440779856731,0.024541006212070143,0.07052529024697858,0.01748716652675185,0.0036816256537230457,0.0,0.024722166796794978,0.02504973071138238,0.039048371717782464,,0.12323950191234902,0.02823830771150711,1.1213354303380123e-06,1.1213354303380123e-06,0.021441284232385477,0.003737205418255415,0.022928077081578947,5.307111126278719e-07,0.0021096177045036107,0.0032694348034156256,1.1213354658171235e-06,1.1213354658171235e-06,1.1213354658171235e-06,1.1213354658171235e-06,1.1213354658171235e-06,1.1213354658171235e-06,1.1213354658171235e-06,0.04399059852108042,0.042332279517642915,0.04011723433911326,1.1213354658171235e-06,0.04242783686981519,0.041211435377104234,0.020504161210177407,1.2601468713474403e-06,0.013597510227962068,0.030899779114309037,0.05636439948703499,0.06680370875299463,6.862723520429385e-07,0.005385973204609086,0.016840498949548026,0.026467214221039852,0.14580726322193122,0.06903737284146375,0.014134847563012358,0.0011162748230909843,0.09760509630218882,0.031261838183086255,0.018918183771639084
Metal_Dopant_2 Atomic Radius,0.09712194361118287,0.014608374164499605,0.020936757279888238,0.0817081050862706,0.04726064684118422,0.03925937315497361,0.06868487731043714,0.05144621878105519,0.049883899233377334,0.0007315331002512168,0.0,0.046913824562858225,0.05103988098234139,0.042746292956661394,0.12323950191234902,,0.028171121835875123,4.12976812320514e-07,4.12976812320514e-07,0.06576471045483871,0.008718265413865238,0.00027378780853391885,0.10071015844496915,0.022806675319138905,0.007057857090603514,8.259535764736911e-07,8.259535764736911e-07,8.259535764736911e-07,8.259535764736911e-07,8.259535764736911e-07,8.259535764736911e-07,8.259535764736911e-07,0.1426980215036182,0.06732252985040812,0.025515110843899697,8.259535764736911e-07,0.08462630530113563,0.21591043278628444,0.08262635562371658,0.006030817153165029,0.02830208316274997,0.035084637387135506,0.0583772402395897,0.02837745328819062,1.0188718865305225e-06,0.011398920652964223,0.12327967043649551,0.02162868990828375,0.08494879090896126,0.1027644394604934,8.595864493426386e-07,0.02294492000908884,0.10924130027245166,0.07106853622536632,0.057858915632910006
Metal_Dopant_3 Relative Atomic Mass,0.018599169587325062,0.11481112692436901,0.0381614789081908,0.1701844229947862,0.036900157612269426,0.03799321002641055,0.09543138817781278,0.08407763103085615,0.012862466788758782,0.01868028861689167,1.7920492847093621e-06,0.012763665254716297,0.007892345883591905,0.01764789179137556,0.02823830771150711,0.028171121835875123,,0.0,0.0,0.002220680468097773,0.01083509811591484,0.045931317842424615,0.01983763978918993,0.01154414709703002,0.004502305465907285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03821844265005748,0.12954528318944186,0.09589440468946164,0.0,0.028581246107607466,0.03557071201397919,0.115369125487809,0.00047737226031255124,0.020120087815245293,0.0767273667181707,0.03512473679951386,0.07840589557135473,0.0,0.15070713973536343,0.010778247465342807,0.016793524594417766,0.053923690282405456,0.03708345610413576,0.008007899919988288,0.02006593435916551,0.016153654163499943,0.02765989565552139,0.016824559611375575
Metal_Dopant_3 Atomic Number,0.0,0.0,2.001485133640649e-06,1.8305400361167549e-06,0.0,0.0,0.0,1.3604271898016432e-06,0.0,0.0,,2.1760557756955414e-07,6.152032821376907e-07,0.0,1.1213354303380123e-06,4.12976812320514e-07,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.201497075717471e-07,5.659597812705017e-07,0.0,0.0,0.0,0.0,2.860629539507946e-08
Metal_Dopant_3 Period,0.0,0.0,2.001485133640649e-06,1.8305400361167549e-06,0.0,0.0,0.0,1.3604271898016432e-06,0.0,0.0,,2.1760557756955414e-07,6.152032821376907e-07,0.0,1.1213354303380123e-06,4.12976812320514e-07,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.201497075717471e-07,5.659597812705017e-07,0.0,0.0,0.0,0.0,2.860629539507946e-08
Metal_Dopant_3 Group,0.014072904949534702,4.60750308632304e-06,1.8594746303817413e-06,0.05651717303269487,0.014177412510143903,2.087306168071879e-06,0.011968010343507356,0.03126418565551258,0.010061370250840411,0.006069636757053076,5.0261408970272165e-06,0.00497134193814099,0.0032228894980053523,0.11691800937692066,0.021441284232385477,0.06576471045483871,0.002220680468097773,0.0,0.0,,0.0031505222942142066,5.3401961955771394e-06,0.009006711975051934,0.009498053459443453,0.03151096458582247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10446237971122332,0.023583757792232075,0.028623706243869108,0.0,0.02886697669681047,0.014492882007656822,0.02991094822139988,0.0,2.4618837982384766e-06,0.006377133840590237,0.012661546791961721,0.039961854834120375,3.2685876566671096e-06,2.3295604663115134e-06,0.003768728765023046,2.5040892121789473e-06,0.021437896038034344,0.011797323825019676,1.307830748195413e-06,0.021481001046172583,0.03489840154783561,0.004340670220211556,0.005182912759664935
Metal_Dopant_3 Ionization Potential,0.015528993976742404,0.0,3.79569910842722e-06,0.17761670788410064,0.034813760442113324,0.21171813843399193,0.008495670638129128,0.05802890214699952,0.0021856182345584615,0.22985567584717595,5.975363343213904e-06,0.0028367959775825553,0.0008300913523224794,0.02576173592507936,0.003737205418255415,0.008718265413865238,0.01083509811591484,0.0,0.0,0.0031505222942142066,,5.224373652125265e-06,0.0,0.0300739843543895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08729301921046817,0.014677531423846054,0.007026402860848209,0.0,0.03209790359770058,0.03350377706680262,0.041611053345700734,4.127283771793113e-06,4.602644420736457e-06,0.021587838910924875,0.005973921807800901,0.011384355964814196,0.0,9.935676416819546e-07,4.0005217409779697e-08,5.9452544611612034e-06,0.040366454960931164,0.040703922920214686,2.4692550282809927e-06,0.024376362074568583,0.04972279560107735,0.0007505813068812763,0.006416636096376579
Metal_Dopant_3 Electronegativity,0.006342071712724222,3.934352565633398e-06,0.08349588471735947,0.003491466688865918,0.03657810669672704,0.01661290686531628,0.047191634387267936,0.011590038189652218,0.004965956170888154,1.1006048210769425e-05,1.0764098887693709e-05,0.01044469533496291,5.444309624634798e-07,1.0578715016544853e-05,0.022928077081578947,0.00027378780853391885,0.045931317842424615,0.0,0.0,5.3401961955771394e-06,5.224373652125265e-06,,5.8354392970109985e-06,0.00729201741192629,5.15471073138508e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01918405629115093,0.012150920553196809,0.027033378350478195,0.0,0.011296370242865155,0.023114110262369397,0.02789828928429661,1.9767406189729544e-06,0.0398044822844805,5.578026587992767e-07,0.022224170305442586,0.04241414375056284,1.997661235733808e-06,1.526783386852308e-06,0.009106785348012186,0.31797322677359047,0.016149251194876185,0.015256829587074179,1.7225627268655526e-06,1.2528070299308173e-05,9.684918380858071e-07,0.010275282869725165,0.001262955385735631
Metal_Dopant_3 Number of d electrons,0.007096956925927898,5.705527293366103e-06,1.6667987825973936e-06,0.01870652586723949,0.024446693175186805,0.026187717163041684,0.0026624777058028718,2.228875378133063e-06,0.017122625729435684,1.5961070752403435e-06,3.2912412487740073e-06,0.0038227765160263956,0.009599594376110882,0.015800622339485412,5.307111126278719e-07,0.10071015844496915,0.01983763978918993,0.0,0.0,0.009006711975051934,0.0,5.8354392970109985e-06,,0.0020913826262089884,0.02051063321550632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03879903894392308,0.05584745230725192,4.743367216942595e-07,0.0,0.02774660093559468,0.02253312803643595,0.007326144023610467,2.546296403827152e-06,7.577067703833784e-07,0.028013261043435256,0.033979054529713545,0.0022990745844121844,4.712712999074372e-06,3.880414728798884e-06,0.014216205616316452,0.02229104628096758,0.020922843780891463,0.02080065901315237,2.6371877872425383e-06,1.1628108533878094e-06,0.1133033877869915,0.0020901140196097553,0.0026484091240838985
Metal_Dopant_3 Atomic Radius,0.04746568364894855,0.003542161750012097,0.0071226967119466965,0.03644790732352585,0.006888295583574234,0.01979993941428396,0.05009509732675361,0.021985320275421057,0.07138647090287403,0.00022276346643580153,2.4674946165184803e-07,0.040223237914746426,0.07331064565567501,0.02463169885851655,0.0021096177045036107,0.022806675319138905,0.01154414709703002,0.0,0.0,0.009498053459443453,0.0300739843543895,0.00729201741192629,0.0020913826262089884,,0.011654086871627146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018000696092512664,0.048839939648848654,0.10774344604774674,0.0,0.020210591103835506,0.0392928415927869,0.0029240330848195346,0.006009124006887302,0.01890899928413571,0.026931347646872213,0.027278994169356217,0.030513045987994588,1.847585348673023e-07,0.00430245749532178,0.0628276964940546,0.002707508803457848,0.03244666315429093,0.03430414947089164,0.009055787109751768,0.020311617454271725,0.014874828927002124,0.042771662459598604,0.0687158627312076
Metal_Dopant_4 Relative Atomic Mass,0.0016016987585889082,1.5280017568825988e-05,1.998372960760674e-06,0.0071847782282924745,0.0012056675571968081,0.006528063235909302,3.784966242050091e-07,0.0821694426099016,0.0019556002755025483,0.0,3.5848468998333116e-05,0.00040168035145631134,0.0019273189942361102,2.705421843709684e-05,0.0032694348034156256,0.007057857090603514,0.004502305465907285,0.0,0.0,0.03151096458582247,0.0,5.15471073138508e-06,0.02051063321550632,0.011654086871627146,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017869956855344996,0.004270008898937755,0.00016390738016321902,0.0,0.007237644385811452,0.0010366008693636773,1.524299922100424e-06,3.21829923355999e-06,1.99057643743186e-06,1.4830713930254965e-06,0.0049920720703487236,6.678720170389646e-07,4.2720233327716905e-06,4.196017760028283e-06,0.0018304302683884001,0.03256226773296501,0.012523390169702334,0.0033974117310524693,0.08654727073630282,2.346451946138177e-05,8.713950416423333e-07,0.0007984453952976806,0.001450944572043559
