,Metal_Dopant_1 Relative Atomic Mass,Metal_Dopant_1 Atomic Number,Metal_Dopant_1 Period,Metal_Dopant_1 Group,Metal_Dopant_1 Ionization Potential,Metal_Dopant_1 Electronegativity,Metal_Dopant_1 Number of d electrons,Metal_Dopant_1 Atomic Radius,Metal_Dopant_2 Relative Atomic Mass,Metal_Dopant_2 Atomic Number,Metal_Dopant_2 Period,Metal_Dopant_2 Group,Metal_Dopant_2 Ionization Potential,Metal_Dopant_2 Electronegativity,Metal_Dopant_2 Number of d electrons,Metal_Dopant_2 Atomic Radius,Metal_Dopant_3 Relative Atomic Mass,Metal_Dopant_3 Atomic Number,Metal_Dopant_3 Period,Metal_Dopant_3 Group,Metal_Dopant_3 Ionization Potential,Metal_Dopant_3 Electronegativity,Metal_Dopant_3 Number of d electrons,Metal_Dopant_3 Atomic Radius,Metal_Dopant_4 Relative Atomic Mass,Metal_Dopant_4 Atomic Number,Metal_Dopant_4 Period,Metal_Dopant_4 Group,Metal_Dopant_4 Ionization Potential,Metal_Dopant_4 Electronegativity,Metal_Dopant_4 Number of d electrons,Metal_Dopant_4 Atomic Radius,Metal_Dopant_1_Proportion_Precursor,Metal_Dopant_2_Proportion_Precursor,Metal_Dopant_3_Proportion_Precursor,Metal_Dopant_4_Proportion_Precursor,Hydrothermal/Mixing Temperature (degree),Hydrothermal/Mixing Time (min),Hydrothermal/Mixing Strring/Ultrasonication,Hydrothermal/Mixing Strong Reductant in Liquid,Hydrothermal/Mixing Weak Reductant in Liquid,Hydrothermal/Mixing Mixed in Solid or Liquired,Annealing Temperature (degree),Annealing Time (min),Annealing Stirring,Annealing Inert Atmosphere,Annealing Reductive Atmosphere,Post ProcessingAcid Wash/Leaching/Quenching/Ultrasonication,Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support not Carbon,Electrode type Glassy Carbon/Carbon Paper (Ti Mesh),LSV Scanning Speed mV s-1,Electrolyte Proton Concentration (M)
Metal_Dopant_2 Period,0.0,0.0,,2.3994355913709672e-14,0.0,1.1388580646008456e-14,0.0,0.0,0.0,0.0,,1.0705122690029496e-14,0.0,4.983172637283446e-14,0.0,4.101176123158525e-15,1.1734647161704246e-14,5.902373622747917e-14,7.942153704218255e-13,2.6173731138360117e-14,4.6577301088856695e-14,3.878055479864e-14,4.2972360248683915e-15,4.123033817006995e-15,,,,,,,,,1.8694383541979235e-15,3.6138438246644435e-15,1.09387311437166e-14,,0.0,4.212264581513414e-15,0.0,0.0,0.0,0.0,1.907572917280211e-15,1.3039925716089803e-15,,0.0,0.0,0.0,7.895999886420828e-16,2.7541191951988056e-15,0.0,0.0,0.0,4.998985030470419e-15
Metal_Dopant_2 Group,0.18913441143706833,0.05369808025184211,1.0705122690029496e-14,0.08310387773559005,0.0781697657708783,0.15311537546126877,0.13775622718129224,0.12005889302057166,0.1753508122491035,0.020886012350571335,1.0705122690029496e-14,,0.12369785924934107,0.07676054409620553,0.16463470450774706,0.12984959452592892,0.11714253022428579,0.026049340887621796,0.0026786755987823394,0.0502071864231992,0.03451181899666298,0.03709101560703533,0.09199456657770436,0.1457508171111292,1.0705122690029496e-14,1.0705122690029496e-14,1.0705122690029496e-14,1.0705122690029496e-14,1.0705122690029496e-14,1.0705122690029496e-14,1.0705122690029496e-14,1.0705122690029496e-14,0.11202773831787481,0.13172126450196486,0.0960047508545177,1.0705122690029496e-14,0.1498106712017183,0.2524992724268151,0.33498448979118933,0.15101091976455552,0.025857238913381743,0.10147195170440786,0.09312083846195275,0.06476394698529965,1.0705122690029496e-14,0.10584788511038268,0.1237383551820596,0.090366921251147,0.08025500569146832,0.1667922774371541,0.004797472155273731,0.07757132117261223,0.12282512310741123,0.12918127684079345
Metal_Dopant_2 Ionization Potential,0.12694969948805074,0.11698118797754271,0.0,0.09031048078118455,0.061867524534587603,0.08341930091875156,0.09337393919195888,0.12449120509351604,0.20171125145707977,0.01772935858258073,0.0,0.12369785924934107,,0.07688144536517097,0.08789268948561495,0.09271305569924639,0.10590195920702548,0.03135305648388605,0.002194635408336534,0.08565971487264736,0.04525283512474563,0.08152974952787227,0.07700318590827836,0.09470468103391128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09360078924023524,0.15658368073129703,0.07644119228525476,0.0,0.08391047582491368,0.07775918254506396,0.12634191150668309,0.040254152490640266,0.02356056744566978,0.07400095286325227,0.09567892349556115,0.05258049033439482,0.0,0.2620891302812586,0.08082619047169032,0.07646035426139407,0.12778714781532297,0.09814190974348032,0.0066296577069203935,0.14909700448678198,0.13540878623470085,0.12490715442352207
Metal_Dopant_2 Electronegativity,0.163746267477705,0.10559193448821927,4.983172637283446e-14,0.13055018703999874,0.036174681461222054,0.09903396663291003,0.12338684103435578,0.25463320475860796,0.07500479601748197,0.05462101171933544,4.983172637283446e-14,0.07676054409620553,0.07688144536517097,,0.08723182106844253,0.059666523880564405,0.07521005286316641,0.046711065322333774,0.04680407211202835,0.10071927737244663,0.05462308578413161,0.057083046591404,0.05540133146876083,0.052168800630765406,4.983172637283447e-14,4.983172637283447e-14,4.983172637283447e-14,4.983172637283447e-14,4.983172637283447e-14,4.983172637283447e-14,4.983172637283447e-14,4.983172637283447e-14,0.036843460044481795,0.06651067403796583,0.08949748342934437,4.983172637283447e-14,0.11205553602749442,0.1272559738557455,0.3235290204109564,0.03265172887692122,0.04416069222989365,0.07291175733371934,0.04648020438613709,0.031685568866379826,4.983172637283447e-14,0.18141590748355432,0.037550582143593275,0.04598482309205905,0.027049598930511128,0.06780382783089073,0.025843444907151084,0.22947283842520266,0.05961856566639177,0.10110855864050776
Metal_Dopant_2 Number of d electrons,0.15154038875274192,0.036500866748983084,0.0,0.06332738960644983,0.1515830916746775,0.20791644854191466,0.04787111649730008,0.08970085888478574,0.11180157802803735,0.012217027954372092,0.0,0.16463470450774706,0.08789268948561495,0.08723182106844253,,0.16354808342107266,0.07828977880581668,0.013078561440159292,0.0026046415559592574,0.02280129803840972,0.033389220827152254,0.05652162297240592,0.10876051471228172,0.12286233893698631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1524563586432581,0.1811217265305345,0.0826421812872702,0.0,0.11768821340960808,0.20994444977656487,0.04840928134196503,0.058249204995356796,0.014180414004625818,0.07907644658549533,0.1596691152402642,0.16754003445412086,0.0,0.1294137401445181,0.14298401161672214,0.05520003822095315,0.13252450904395519,0.16718623014857706,0.009707442684640095,0.04455054176172565,0.11259116151927973,0.14188765073968895
Metal_Dopant_2 Atomic Radius,0.23256247698903715,0.05184568493358516,4.101176123158525e-15,0.05650745297189252,0.14155250392718685,0.1397261351619014,0.045678118433745536,0.09102505180040182,0.10298808317533636,0.008813652616611569,4.101176123158525e-15,0.12984959452592892,0.09271305569924639,0.059666523880564405,0.16354808342107266,,0.059100921977635314,0.010957410451777123,0.0011210396155098546,0.031758526652214146,0.022853910097272428,0.04848206535511512,0.14152685908546878,0.14073291180306238,4.101176123158525e-15,4.101176123158525e-15,4.101176123158525e-15,4.101176123158525e-15,4.101176123158525e-15,4.101176123158525e-15,4.101176123158525e-15,4.101176123158525e-15,0.1167041005972051,0.14146228290651486,0.0999870319143158,4.101176123158525e-15,0.1455756621643774,0.19300138811587514,0.057207651065329164,0.012454300720620376,0.02438391819323335,0.09975914288893163,0.18536306630204707,0.18263524481474713,4.101176123158525e-15,0.03362014312938858,0.10724789302846777,0.07576900651820347,0.1052683513407679,0.2069022270401835,0.008409009696324526,0.0535073744021109,0.07774628273641239,0.15346779132714447
Metal_Dopant_3 Relative Atomic Mass,0.15044202429875267,0.052037451475286614,1.1734647161704246e-14,0.20185402248714251,0.08267634282447225,0.25369604704898696,0.05671671545393171,0.1744905341749341,0.0976897675762725,0.015108705400495756,1.1734647161704246e-14,0.11714253022428579,0.10590195920702548,0.07521005286316641,0.07828977880581668,0.059100921977635314,,0.00871821177064988,0.00045951631446281287,0.025648901362319308,0.0376581921571906,0.022926811555510677,0.10597215847795219,0.11883399567308205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06433703307071928,0.14834098910055077,0.060410218984127455,0.0,0.08399270997097576,0.12427141933646851,0.18432872490467558,0.005743787145291253,0.022135260271648315,0.1169054670460522,0.054444435509873636,0.04823390125617184,0.0,0.13841938988925098,0.025779359951383068,0.02000947192007806,0.05207055272490153,0.09850055704454491,0.008942931421472572,0.06048755099433974,0.08832342383389662,0.10759895641757547
Metal_Dopant_3 Atomic Number,0.04823891322057275,0.02731928238398582,5.902373622747917e-14,0.02864182955991461,0.015765700096858324,0.05552373789672325,0.07493064003063468,0.04990809935266968,0.027051326670100444,0.020712857268844784,5.902373622747917e-14,0.026049340887621796,0.03135305648388605,0.046711065322333774,0.013078561440159292,0.010957410451777123,0.00871821177064988,,0.005912109455258538,0.04101283112466657,0.11602226212904025,0.05749941118620031,0.00817616175919336,0.006041336495782465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016046259379149084,0.02232262894729327,0.05478096207935511,0.0,0.03223268629654854,0.03009420535987134,0.06669457920670803,0.0035341137759905264,0.022899089357689514,0.02516953536017758,0.025303323331567523,0.027273681192854404,0.0,0.17480201961484923,0.00610185222743404,0.005856593783678486,0.0165628455362449,0.03889750778347053,0.14750893165675855,0.09046470228957287,0.049125092368121674,0.05328820690464377
Metal_Dopant_3 Period,0.002384172682099555,0.004743236897999649,7.942153704218255e-13,0.0022185219476277347,0.0007928993121875946,0.002152772198428441,0.010236063444162094,0.0029920175980742243,0.0029893157943373556,0.011757135567281186,7.942153704218255e-13,0.0026786755987823394,0.002194635408336534,0.04680407211202835,0.0026046415559592574,0.0011210396155098546,0.00045951631446281287,0.005912109455258538,,0.002946323703729666,0.001789181559804253,0.005576653818628504,0.000758030351280309,0.0005623537729567815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021688121889889074,0.0018143644705307426,0.007122451650487952,0.0,0.0029959893640735084,0.004710122396536675,0.020440584143516603,0.0014476000562609597,0.015090500014342098,0.0010859550631417084,0.0049188593203299165,0.0021496084253695025,0.0,0.022852388369015895,0.00896785550157847,0.00024890797306755967,0.0020455625222198857,0.004643891250957892,0.004049173351183823,0.010435109548755123,0.0013438830404707202,0.00245967462841969
Metal_Dopant_3 Group,0.08132978606495637,0.026127834808161436,2.6173731138360117e-14,0.14274779069761298,0.06023452891716773,0.09074999912423141,0.1331640098385089,0.07502173430808422,0.06490714435214688,0.029864553809829452,2.6173731138360117e-14,0.0502071864231992,0.08565971487264736,0.10071927737244663,0.02280129803840972,0.031758526652214146,0.025648901362319308,0.04101283112466657,0.002946323703729666,,0.09775576527295989,0.06838617363878284,0.021317420614689525,0.07003025327694974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06786486888877429,0.057180324894573656,0.13888402484343484,0.0,0.0424868526111208,0.061076647458071356,0.07310260996411118,0.010549286416348063,0.0199956262773673,0.031075050950179803,0.05467283709283256,0.029949969279255948,0.0,0.05983718259542422,0.05185776973227309,0.08248768112078639,0.034379129705023395,0.07508566020107164,0.012748792689972342,0.04936261174912744,0.04533525029854081,0.06698039379575736
Metal_Dopant_3 Ionization Potential,0.06818215033753094,0.013750561730054017,4.6577301088856695e-14,0.17326817488874566,0.021273772848520407,0.0361159087069472,0.23506228332429355,0.04641232805631492,0.035518869760187,0.023993611055187214,4.6577301088856695e-14,0.03451181899666298,0.04525283512474563,0.05462308578413161,0.033389220827152254,0.022853910097272428,0.0376581921571906,0.11602226212904025,0.001789181559804253,0.09775576527295989,,0.025370522579497,0.04060806939529072,0.060850171101027334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015131280832283506,0.04183435048152635,0.05461676212699841,0.0,0.04078206146635733,0.06432948620869011,0.06438827543706867,0.0064377829958458515,0.015856928127896665,0.03462082010019788,0.02815643360864088,0.05344453024513838,0.0,0.03874541119921592,0.037488918628916096,0.021714100405217724,0.016354710807694302,0.04039152916616396,0.08852550187938081,0.05724448877013256,0.04931148695696841,0.05006233936165197
Metal_Dopant_3 Electronegativity,0.13249983999268314,0.037304305189173534,3.878055479864e-14,0.18288313634982528,0.03671517712748047,0.27170885775413345,0.11736832952292561,0.087508210141415,0.08203954280011427,0.1728477900328305,3.878055479864e-14,0.03709101560703533,0.08152974952787227,0.057083046591404,0.05652162297240592,0.04848206535511512,0.022926811555510677,0.05749941118620031,0.005576653818628504,0.06838617363878284,0.025370522579497,,0.05047326079701605,0.02186728246560179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026997743777797543,0.23874395702847986,0.13512264699276313,0.0,0.04439109137166531,0.1187168531829716,0.2848942834846079,0.022790385982661074,0.19741480712925244,0.02749583234855142,0.038135261727775975,0.03651875515366202,0.0,0.05455171236297664,0.029056354481792952,0.014060069572543146,0.0488890842885066,0.1167813772569117,0.006317405366925979,0.06886124456384385,0.08483394338416285,0.06322215570067188
Metal_Dopant_3 Number of d electrons,0.19638300269411252,0.015776395009758422,4.2972360248683915e-15,0.07180568997659818,0.12033828985249054,0.12347735713765527,0.042542522935061784,0.0633630476242763,0.108478888614891,0.021817505056832037,4.2972360248683915e-15,0.09199456657770436,0.07700318590827836,0.05540133146876083,0.10876051471228172,0.14152685908546878,0.10597215847795219,0.00817616175919336,0.000758030351280309,0.021317420614689525,0.04060806939529072,0.05047326079701605,,0.15646282464263786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13400783712351738,0.16745272845796919,0.29981418922475467,0.0,0.13542997354485295,0.18437411489836514,0.10640191534621046,0.011644151430418425,0.02241572965881916,0.04369194889488087,0.1927063715002744,0.19311925691198875,0.0,0.03509625143107716,0.054139128527129037,0.03344494910320091,0.0970146132564891,0.18821809803253883,0.019233319704886963,0.032429036540633886,0.07048046515443893,0.11502713469164765
Metal_Dopant_3 Atomic Radius,0.16379279787927759,0.04270613978677004,4.123033817006995e-15,0.10781670434243765,0.16001195303651322,0.09803971377863895,0.04668657276027777,0.10269878958942712,0.09195814329736773,0.010368416920624275,4.123033817006995e-15,0.1457508171111292,0.09470468103391128,0.052168800630765406,0.12286233893698631,0.14073291180306238,0.11883399567308205,0.006041336495782465,0.0005623537729567815,0.07003025327694974,0.060850171101027334,0.02186728246560179,0.15646282464263786,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14418907504271006,0.16764485440025595,0.3471316465710709,0.0,0.174799585053451,0.18237459516425503,0.05955770244431327,0.005457234291539952,0.015644363967348772,0.08439057861263163,0.18757703968573222,0.11397156842271824,0.0,0.02432632808997308,0.13894768545774538,0.06941539988045937,0.10077923761175377,0.19069185092659802,0.008549918134731589,0.0294853518122253,0.0644198151329545,0.11964129010469844
Metal_Dopant_4 Relative Atomic Mass,0.0,0.0,,2.3994355913709676e-14,0.0,1.1388580646008455e-14,0.0,0.0,0.0,0.0,,1.0705122690029496e-14,0.0,4.983172637283447e-14,0.0,4.101176123158525e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1.8694383541979235e-15,3.6138438246644435e-15,0.0,,0.0,4.212264581513414e-15,0.0,0.0,0.0,0.0,1.907572917280211e-15,1.3039925716089803e-15,,0.0,0.0,0.0,7.89599988642083e-16,2.7541191951988056e-15,0.0,0.0,0.0,0.0
Metal_Dopant_4 Atomic Number,0.0,0.0,,2.3994355913709676e-14,0.0,1.1388580646008455e-14,0.0,0.0,0.0,0.0,,1.0705122690029496e-14,0.0,4.983172637283447e-14,0.0,4.101176123158525e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1.8694383541979235e-15,3.6138438246644435e-15,0.0,,0.0,4.212264581513414e-15,0.0,0.0,0.0,0.0,1.907572917280211e-15,1.3039925716089803e-15,,0.0,0.0,0.0,7.89599988642083e-16,2.7541191951988056e-15,0.0,0.0,0.0,0.0
Metal_Dopant_4 Period,0.0,0.0,,2.3994355913709676e-14,0.0,1.1388580646008455e-14,0.0,0.0,0.0,0.0,,1.0705122690029496e-14,0.0,4.983172637283447e-14,0.0,4.101176123158525e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1.8694383541979235e-15,3.6138438246644435e-15,0.0,,0.0,4.212264581513414e-15,0.0,0.0,0.0,0.0,1.907572917280211e-15,1.3039925716089803e-15,,0.0,0.0,0.0,7.89599988642083e-16,2.7541191951988056e-15,0.0,0.0,0.0,0.0
