,Metal_Dopant_1 Relative Atomic Mass,Metal_Dopant_1 Atomic Number,Metal_Dopant_1 Period,Metal_Dopant_1 Group,Metal_Dopant_1 Ionization Potential,Metal_Dopant_1 Electronegativity,Metal_Dopant_1 Number of d electrons,Metal_Dopant_1 Atomic Radius,Metal_Dopant_2 Relative Atomic Mass,Metal_Dopant_2 Atomic Number,Metal_Dopant_2 Period,Metal_Dopant_2 Group,Metal_Dopant_2 Ionization Potential,Metal_Dopant_2 Electronegativity,Metal_Dopant_2 Number of d electrons,Metal_Dopant_2 Atomic Radius,Metal_Dopant_3 Relative Atomic Mass,Metal_Dopant_3 Atomic Number,Metal_Dopant_3 Period,Metal_Dopant_3 Group,Metal_Dopant_3 Ionization Potential,Metal_Dopant_3 Electronegativity,Metal_Dopant_3 Number of d electrons,Metal_Dopant_3 Atomic Radius,Metal_Dopant_4 Relative Atomic Mass,Metal_Dopant_4 Atomic Number,Metal_Dopant_4 Period,Metal_Dopant_4 Group,Metal_Dopant_4 Ionization Potential,Metal_Dopant_4 Electronegativity,Metal_Dopant_4 Number of d electrons,Metal_Dopant_4 Atomic Radius,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),Electrolyte Proton Concentration (M),Stability Current Density (mA cm-2),Stability Test Time (h)
Metal_Dopant_2 Period,0.0,0.0,2.9543032948279265e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.2433468284342141e-06,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4111697791267848e-06,0.0,0.0,0.0,0.0,5.602554063622582e-07,0.0,0.0,0.0,5.30469124360227e-06,0.0,1.943686801074325e-08
Metal_Dopant_2 Group,0.04052422387248362,0.0006635163881677867,0.0008991692733900474,0.023406059889605386,0.006375193079898012,0.005017139215411312,0.03918851334876848,0.006010942378166165,0.029328724740252273,0.0010367537872587602,0.0,,0.022926803303759003,0.04497834529198536,0.006715636613765708,0.0277034279440732,0.01102968741007129,0.0,2.9039480881224273e-07,0.004049654492929237,0.0033304947182647565,0.0005268997362766541,0.010418491935040417,0.015491817699433126,0.00015781542395553984,5.432798063908589e-07,5.432798063908589e-07,5.432798063908589e-07,5.432798063908589e-07,5.432798063908589e-07,5.432798063908589e-07,5.432798063908589e-07,0.009466529831969535,0.03015563828989602,0.006300081699803045,5.432798063908589e-07,0.009140138598894797,0.010018280808028688,0.0065882425084286,0.004865205418828004,0.007608643578399731,0.005925537681800693,0.030970218136863552,0.0037412807475394184,0.0033124423611004144,0.008114668954722093,0.013477785190185611,0.008026606957267255,0.035276114907531755,0.019904956436686883,0.0005167958103326657,0.0030476053236865733,0.0022887349372731707,0.0190927689800079,0.025998786455271834
Metal_Dopant_2 Ionization Potential,0.009806304430674265,0.0003069625393426428,0.0023359095183974657,0.014482496281700985,0.020993061475138675,0.020477347369899267,0.00820292614956866,0.029327329114339454,0.027542276342710413,0.0014431094776311095,0.0,0.022926803303759003,,0.013082444949430155,0.002915570860381307,0.006356810003238429,0.008641699318063063,0.0,2.608374584451905e-06,0.007755481545172362,0.0018584714545377013,0.0005404532724514806,0.00500954132589884,0.009848176648661897,0.0006991402613573969,1.3406030359528246e-06,1.3406030359528246e-06,1.3406030359528246e-06,1.3406030359528246e-06,1.3406030359528246e-06,1.3406030359528246e-06,1.3406030359528246e-06,0.01164558949443984,0.03258794183570596,0.00601353372697169,1.3406030359528246e-06,0.017447283193550232,0.013144972837006183,0.031094108879654133,0.020148202085012043,0.008577379987900794,0.011992738868687555,0.013058138554580833,0.019078965736273084,5.37224912775022e-07,0.004147074178113843,0.0070170784188448,0.0077720145149858125,0.01730355238176921,0.015260426010726212,0.0008073758624297028,0.002985866557121015,0.009932761390875249,0.02197379211150326,0.005686731434478171
Metal_Dopant_2 Electronegativity,0.00492379705923201,0.0008389504952328598,0.00038940240131838413,0.026308890035730965,0.02301320818636032,0.008913794852222994,0.0028763496014480886,0.059091320144821206,0.01749595665088032,0.0008962303308639507,1.2433468284342141e-06,0.04497834529198536,0.013082444949430155,,0.12459394811839121,0.012354231991854682,0.007873962889045833,0.0,2.3121228694942155e-06,0.01894209926586602,0.000923815209561065,0.0018103905302372402,0.0077043913138007515,0.006766227253350711,0.0027013499506185214,1.2433468284342141e-06,1.2433468284342141e-06,1.2433468284342141e-06,1.2433468284342141e-06,1.2433468284342141e-06,1.2433468284342141e-06,1.2433468284342141e-06,0.052428960680698945,0.019585219671032973,0.004871923064290798,1.2433468284342141e-06,0.02094599621365598,0.004943742359769013,0.016965025669005047,0.0021395350636090626,0.006703226614714423,0.0021025284914031653,0.017752743445238067,0.009929709545760175,1.013811999335098e-06,0.026468743700187702,0.00861078414246332,0.004943745211496892,0.051572538393016024,0.02516369656681412,1.1894971532528581e-06,0.008087233670266083,0.010071450896842004,0.006970408241646413,0.009273206664177578
Metal_Dopant_2 Number of d electrons,0.004716869179010131,0.0007342794915802726,0.0070222220942734335,0.018373563838191997,0.01590887137260109,0.03170929376288722,0.006212884221455855,0.014224900407905803,0.03471054357699642,0.0013646525408464308,0.0,0.006715636613765708,0.002915570860381307,0.12459394811839121,,0.015561648207709597,0.0102958091911915,0.0,0.0040945548784749285,0.003982744767517929,4.5647879335959877e-07,3.910121901189661e-06,0.01976404378144221,0.0021949623781026897,0.017850663509163554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037340837456503836,0.045588533684476455,0.016585997835028416,0.0,0.010901388814726225,0.002546128040625209,0.014237121292623224,0.01004268041985285,0.020417930851972965,0.012137956835063546,0.03652719756716127,0.016772988773953088,3.840833834662299e-06,0.018318572310928653,0.003988845646036932,0.01187942306806538,0.01395821893659014,0.012372424529164601,0.00022386978739563396,0.026909072705120236,0.00586972043702262,0.008056676683575487,0.006244239768280346
Metal_Dopant_2 Atomic Radius,0.0129974263357598,0.0005450283616269447,0.000790273501269365,0.04243442756088658,0.00930949417954442,0.004437304275331761,0.012995698995948842,0.01222267900604719,0.026759194346481274,0.001626938796471393,0.0,0.0277034279440732,0.006356810003238429,0.012354231991854682,0.015561648207709597,,0.015947309879620914,0.0,0.0003837175427561072,0.011469725338067048,0.0046037764036813205,0.00196069702022887,0.014559104700924213,0.004308546537770811,0.0007412643290636963,1.143429475777817e-06,1.143429475777817e-06,1.143429475777817e-06,1.143429475777817e-06,1.143429475777817e-06,1.143429475777817e-06,1.143429475777817e-06,0.017836066308128288,0.01683993502368523,0.014959396842078955,1.143429475777817e-06,0.013212347706602491,0.015356391891925922,0.04328920102290521,0.0013469597849515816,0.0020922991147736777,0.0056722401933803485,0.02097624949283504,0.013285546217283435,4.3205181278328484e-07,0.0070735940969435755,0.018841518538303178,0.010743207353492653,0.020006314154773407,0.03562427098768295,3.6468947873352844e-05,0.012821402457576847,0.009681379387022827,0.013691614416603213,0.010109885318719114
Metal_Dopant_3 Relative Atomic Mass,0.007965787518207909,0.0005763533570434808,0.0026022208227189005,0.00999527273825291,0.024367393210402016,0.008691221009854776,0.0068340942154595284,0.006815113718962502,0.03312066004254643,0.005228297032356353,0.0,0.01102968741007129,0.008641699318063063,0.007873962889045833,0.0102958091911915,0.015947309879620914,,0.0,0.0003939890502925479,0.0021753795081824075,0.004659475094616665,0.0011283314689623871,0.0007017836196070806,0.0032223483016951358,0.0015765900066730607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013128483167072403,0.008824229079594842,0.0037030864009161848,0.0,0.010611476048153313,0.013966962685568818,0.026586285576864675,0.008571412059345572,0.0021243345507186654,0.0066377223385430265,0.011915600462433474,0.010482010487817441,1.3365155889799585e-07,0.0013415904943195882,0.006977365756018041,0.0030959997998432336,0.0292569106249643,0.013212840479677832,0.00040815903129153057,0.001715031683816207,0.008461839759925401,0.01729651914432349,0.01451239718104147
Metal_Dopant_3 Atomic Number,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7038992863118907e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.652345737008786e-06,0.0,0.0
Metal_Dopant_3 Period,2.162420763081338e-05,0.0,6.059377851584903e-06,0.0006525733621193593,0.00020892709849501594,4.947950520232534e-06,0.00024625669009996397,6.809803198596185e-07,0.0005698115006265987,0.0070276319231349456,0.0,2.9039480881224273e-07,2.608374584451905e-06,2.3121228694942155e-06,0.0040945548784749285,0.0003837175427561072,0.0003939890502925479,0.0,,1.5993344676039951e-06,9.416905463837425e-06,1.5203569898057953e-05,9.948644888474898e-07,0.0001821515046483231,4.6040858346874046e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3102429769371925e-06,0.0019875837434487867,4.1209681392003425e-06,0.0,5.519536136189673e-07,0.00018583365813970305,0.0006476759737939723,2.7564855414738173e-06,0.0,1.1287928429652014e-06,0.0002929955389176553,0.0001240763811054833,1.4433484705498637e-05,1.3964218524755037e-05,7.170804712784716e-05,9.575891226863854e-06,0.0007865015727175676,8.587500116431732e-07,1.549429734214462e-05,1.560219919525958e-05,0.0008045814342566887,4.1922965502118884e-07,9.414772072605001e-05
Metal_Dopant_3 Group,0.0030629765953743868,0.004173143787972441,1.4798783999524893e-06,0.011321232738875803,0.00803424158239838,0.014314005027930517,0.0026673299794881364,0.015458612223136933,0.008443654352366329,0.0053947864466509735,0.0,0.004049654492929237,0.007755481545172362,0.01894209926586602,0.003982744767517929,0.011469725338067048,0.0021753795081824075,0.0,1.5993344676039951e-06,,0.0002987164017599246,1.7012556310706184e-06,0.010220761081644372,0.004326441651218297,0.016402570227903306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011495299265733214,0.0283391236142991,0.0266975237932155,0.0,0.018438016963156913,0.0074243735426314334,0.020343862212723378,0.002180670837048851,0.009460283129514383,0.020098699428094405,0.007879377407122665,0.006447742966730411,0.008454899302372908,0.013142887697817523,0.002838485847207293,0.006666945010297394,0.01863857042325558,0.012872901917436773,0.012070717530495597,0.0030123470383985754,0.014190218857276629,0.009206303855058318,0.0035005039052251313
Metal_Dopant_3 Ionization Potential,0.001276920194161807,2.3523829222653706e-06,1.286841374627177e-06,0.013754892275249682,0.003591020846075746,0.020669533910889677,0.001583899229909879,0.0069190088331741555,0.004250753365897845,7.49017895910855e-06,0.0,0.0033304947182647565,0.0018584714545377013,0.000923815209561065,4.5647879335959877e-07,0.0046037764036813205,0.004659475094616665,0.0,9.416905463837425e-06,0.0002987164017599246,,7.433316514614271e-06,0.000218452939044095,0.0029308573098961285,8.662151826451604e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028566463128260954,0.011337519824806776,0.007215816916702008,0.0,0.002288923434226432,0.0017532358775198711,0.002975710618448635,2.2917484989731455e-06,0.005261207934532674,5.985084546556219e-07,0.011229756891582966,0.0033143758246452857,4.38700774947553e-06,3.014674404690642e-06,0.0012211067585981934,6.72746441881567e-06,0.007021414604781978,0.004855976510750504,3.19685974417567e-06,8.22433648025622e-06,0.00470984684871607,0.0033922827451325793,0.0012603354251298129
Metal_Dopant_3 Electronegativity,0.000692238817583694,7.285382734342137e-06,5.82107947340047e-06,0.0131960929657883,0.0014809380314352585,0.006180430086271855,1.4165874520299778e-07,0.032059639357896894,0.003732238096898992,0.07673019128268943,0.0,0.0005268997362766541,0.0005404532724514806,0.0018103905302372402,3.910121901189661e-06,0.00196069702022887,0.0011283314689623871,0.0,1.5203569898057953e-05,1.7012556310706184e-06,7.433316514614271e-06,,1.4022013325227109e-06,0.001612834703295009,8.006603342351056e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01214899829210773,0.0016940011165193518,0.025683490842079507,0.0,0.004402175419384589,0.003408038073051277,0.008249296029885538,2.3566878393402348e-06,1.3880171788604955e-05,0.014971096927453137,0.0018032031058503397,0.0015086965022569892,1.0933732196055174e-05,9.134684363237003e-06,0.0003077935029520265,8.352682365608829e-06,0.0014407448613189898,0.0037426687605008257,7.47903854543826e-06,0.04913823408221131,0.006628448086036378,0.002663892420041554,0.0006421240352427512
Metal_Dopant_3 Number of d electrons,0.005389047193555351,4.974231834788582e-07,1.1302586755303065e-06,0.005504077674362755,0.0009630242103523108,0.00770639861132091,0.01028436331762938,0.005604291552615608,0.003807268139503413,0.003184980163728241,0.0,0.010418491935040417,0.00500954132589884,0.0077043913138007515,0.01976404378144221,0.014559104700924213,0.0007017836196070806,0.0,9.948644888474898e-07,0.010220761081644372,0.000218452939044095,1.4022013325227109e-06,,0.007775674906910379,0.003583588625144725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007496807466570212,0.013519021024611515,2.193046760734472e-06,0.0,0.0008993259176394284,0.003741983637943135,0.006759778991559536,1.0853345276301097e-06,0.00389772581836605,0.008411760884784705,0.014152394600385873,0.007669260783042,9.931819689883916e-07,0.0022106136963377246,0.006947484496428855,0.004005165489293165,0.010379297698317984,0.004202104215825537,9.939260550235806e-07,0.0016052055024909663,0.004807023979335704,0.005593871356324544,0.00581253805023911
Metal_Dopant_3 Atomic Radius,0.03413771265680532,0.00021801189854781766,5.158070466809701e-05,0.002201354524638801,0.0021749402419534466,0.0030509281319303187,0.03347042319901638,0.005668794278132223,0.01733996250701309,0.0006389788976820282,0.0,0.015491817699433126,0.009848176648661897,0.006766227253350711,0.0021949623781026897,0.004308546537770811,0.0032223483016951358,0.0,0.0001821515046483231,0.004326441651218297,0.0029308573098961285,0.001612834703295009,0.007775674906910379,,0.00014733431026947406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004497425568201802,0.011907034225345826,0.0017350463272030987,0.0,0.0077724135784466835,0.03310939835747511,0.00360093911958511,0.0011443355140862527,0.0003453249129384841,0.004534316083887836,0.0036747428809291785,0.0021437005145519107,0.0014188580002866226,0.000835499316816784,0.0742744817234056,0.003055118249235631,0.011419454415823064,0.013783309841292063,6.188567219181705e-08,0.00046175076417437897,0.0030020180196501755,0.01302980962480463,0.04661286404591929
