,Metal_Dopant_1 Relative Atomic Mass,Metal_Dopant_1 Atomic Number,Metal_Dopant_1 Period,Metal_Dopant_1 Group,Metal_Dopant_1 Ionization Potential,Metal_Dopant_1 Electronegativity,Metal_Dopant_1 Number of d electrons,Metal_Dopant_1 Atomic Radius,Metal_Dopant_2 Relative Atomic Mass,Metal_Dopant_2 Atomic Number,Metal_Dopant_2 Period,Metal_Dopant_2 Group,Metal_Dopant_2 Ionization Potential,Metal_Dopant_2 Electronegativity,Metal_Dopant_2 Number of d electrons,Metal_Dopant_2 Atomic Radius,Metal_Dopant_3 Relative Atomic Mass,Metal_Dopant_3 Atomic Number,Metal_Dopant_3 Period,Metal_Dopant_3 Group,Metal_Dopant_3 Ionization Potential,Metal_Dopant_3 Electronegativity,Metal_Dopant_3 Number of d electrons,Metal_Dopant_3 Atomic Radius,Metal_Dopant_4 Relative Atomic Mass,Metal_Dopant_4 Atomic Number,Metal_Dopant_4 Period,Metal_Dopant_4 Group,Metal_Dopant_4 Ionization Potential,Metal_Dopant_4 Electronegativity,Metal_Dopant_4 Number of d electrons,Metal_Dopant_4 Atomic Radius,Metal_1_Proportion,Metal_2_Proportion,Metal_3_Proportion,Metal_4_Proportion,Hydrothermal Temp degree,Hydrothermal Time min,Hydrothermal Strring,Strong Reductant in liquid,Weak Reductant in liquid,Mixed in solid or liquired,Annealing Temp degree,Annealing Time min,Annealing Stirring,Annealing Inert,Annealing Reductive,Acid wash or not,Catalyst_Loading mg cm -2,Support Material Loading mg cm -2,support not carbon,Glassy Carbon_0/Carbon Paper_1,Proton Concentration M,Current Density mA cm-2,Test Time h
Metal_Dopant_2 Period,,,,,0.0,,,2.3534932519188414e-14,3.218886559455153e-14,6.300070238724522e-15,,1.0422380469465e-13,1.0778602797159376e-13,,,1.560757626106207e-14,,,,5.4385780607815865e-15,3.8286162524690614e-14,6.140579436921181e-14,,5.394133424507276e-15,,,,,,,,,0.0,0.0,1.0414426335316277e-14,,0.0,0.0,,,,,0.0,4.5746000753503845e-14,,0.0,0.0,,7.882232649315624e-15,4.341807363975544e-14,0.0,,,5.439013396576439e-15,1.4473945401474507e-15
Metal_Dopant_2 Group,1.0422380469465e-13,1.0422380469465e-13,1.0422380469465e-13,1.0422380469464999e-13,0.00022882751412006564,1.0422380469464999e-13,1.0422380469465e-13,0.0002092660448671205,0.00018711580234576943,0.0002565349436115219,1.0422380469465e-13,,0.00013711721424645507,1.0422380469465e-13,1.0422380469465e-13,0.0001986299587093324,3.126714140839501e-13,3.126714140839501e-13,3.126714140839501e-13,0.00025703511756183735,0.00020168981733447924,0.0002527923704641969,3.126714140839501e-13,0.00017641656181070444,1.0422380469465e-13,1.0422380469465e-13,1.0422380469465e-13,1.0422380469465e-13,1.0422380469465e-13,1.0422380469465e-13,1.0422380469465e-13,1.0422380469465e-13,0.0002151135804434227,0.0002002904760456376,0.00019640710916625162,1.0422380469465e-13,0.00022337402582929875,0.00030075214268746395,1.0422380469465e-13,1.0422380469465e-13,1.0422380469465e-13,1.0422380469465e-13,0.00018936924760363242,0.00019771113133309549,1.0422380469465e-13,0.0003194845680975718,0.00024201812695584586,1.0422380469465e-13,0.00020074400027088823,0.00020499213446535699,0.0003047478989060013,1.0422380469465e-13,2.084476093893e-13,0.000242110226944901,0.00010740402765542655
Metal_Dopant_2 Ionization Potential,1.0778602797159376e-13,1.0778602797159376e-13,1.0778602797159376e-13,1.0778602797159376e-13,0.00021721958493122175,1.0778602797159376e-13,1.0778602797159376e-13,0.00019927174624180934,0.0001778990907651934,0.00024412822119166202,1.0778602797159376e-13,0.00013711721424645507,,1.0778602797159376e-13,1.0778602797159376e-13,0.00018882549471906681,3.233580839147813e-13,3.233580839147813e-13,3.233580839147813e-13,0.0002441884250135916,0.00019265414798384377,0.00024567205725646796,3.233580839147813e-13,0.00016839838565442126,1.0778602797159376e-13,1.0778602797159376e-13,1.0778602797159376e-13,1.0778602797159376e-13,1.0778602797159376e-13,1.0778602797159376e-13,1.0778602797159376e-13,1.0778602797159376e-13,0.00020454810539107362,0.00019076898197689253,0.00018748728251626618,1.0778602797159376e-13,0.00021247200702399503,0.000286715765536864,1.0778602797159376e-13,1.0778602797159376e-13,1.0778602797159376e-13,1.0778602797159376e-13,0.0001797074423820745,0.00018844627358436734,1.0778602797159376e-13,0.00030752102359066544,0.00023254551808966786,1.0778602797159376e-13,0.0001910788324257232,0.00019645110431766328,0.0002917978410697905,1.0778602797159376e-13,2.1557205594318752e-13,0.00023104570139810014,0.00010300394824633179
Metal_Dopant_2 Electronegativity,,,,,6.8808431759187416e-15,,,2.353493251918841e-14,3.218886559455152e-14,6.300070238724522e-15,,1.0422380469465e-13,1.0778602797159376e-13,,,1.560757626106207e-14,,,,5.4385780607815865e-15,3.8286162524690614e-14,6.140579436921181e-14,,5.394133424507275e-15,,,,,,,,,5.4379481480921386e-15,8.003118482790918e-15,1.0414426335316277e-14,,1.17924974735406e-14,3.0581204107374015e-15,,,,,5.978436445740903e-15,6.86190011302558e-14,,2.359426433433941e-15,1.1091750772746467e-14,,1.576446529863125e-14,1.302542209192663e-13,4.709754234309885e-15,,,5.439013396576439e-15,2.8947890802949015e-15
Metal_Dopant_2 Number of d electrons,,,,,0.0,,,2.3534932519188414e-14,3.218886559455153e-14,6.300070238724522e-15,,1.0422380469465e-13,1.0778602797159376e-13,,,1.560757626106207e-14,,,,5.4385780607815865e-15,3.8286162524690614e-14,6.140579436921181e-14,,5.394133424507276e-15,,,,,,,,,0.0,0.0,1.0414426335316277e-14,,0.0,0.0,,,,,0.0,4.5746000753503845e-14,,0.0,0.0,,7.882232649315624e-15,4.341807363975544e-14,0.0,,,5.439013396576439e-15,1.4473945401474507e-15
Metal_Dopant_2 Atomic Radius,1.5607576261062066e-14,1.5607576261062066e-14,1.560757626106207e-14,1.5607576261062066e-14,0.001394822966111,1.5607576261062066e-14,1.560757626106207e-14,0.0007914661911531091,0.000566561236456521,0.0015815999017682358,1.560757626106207e-14,0.0001986299587093324,0.00018882549471906681,1.560757626106207e-14,1.560757626106207e-14,,4.6822728783186203e-14,4.6822728783186203e-14,4.6822728783186203e-14,0.0016164436858930268,0.0005419148183831788,0.0004901314333453973,4.6822728783186203e-14,0.0011282646540698709,1.5607576261062066e-14,1.5607576261062066e-14,1.5607576261062066e-14,1.5607576261062066e-14,1.5607576261062066e-14,1.5607576261062066e-14,1.5607576261062066e-14,1.5607576261062066e-14,0.0013496129325115092,0.0011879325147142262,0.0011021443973391319,1.5607576261062066e-14,0.0011936174521664335,0.0019567523997757103,1.5607576261062066e-14,1.5607576261062066e-14,1.5607576261062066e-14,1.5607576261062066e-14,0.0011794165320794105,0.000758118082366492,1.5607576261062066e-14,0.00212304276222221,0.0013398264602547255,1.5607576261062066e-14,0.0012030026103102395,0.0005035455281336915,0.00196121495439228,1.5607576261062066e-14,3.121515252212413e-14,0.0015267045449740317,0.0007287217144888899
Metal_Dopant_3 Relative Atomic Mass,,,,,0.0,,,7.060479755756526e-14,9.656659678365456e-14,1.8900210716173567e-14,,3.126714140839501e-13,3.233580839147813e-13,,,4.6822728783186203e-14,,,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,4.5746000753503845e-14,,0.0,0.0,,0.0,4.341807363975544e-14,0.0,,,0.0,0.0
Metal_Dopant_3 Atomic Number,,,,,0.0,,,7.060479755756526e-14,9.656659678365456e-14,1.8900210716173567e-14,,3.126714140839501e-13,3.233580839147813e-13,,,4.6822728783186203e-14,,,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,4.5746000753503845e-14,,0.0,0.0,,0.0,4.341807363975544e-14,0.0,,,0.0,0.0
Metal_Dopant_3 Period,,,,,0.0,,,7.060479755756526e-14,9.656659678365456e-14,1.8900210716173567e-14,,3.126714140839501e-13,3.233580839147813e-13,,,4.6822728783186203e-14,,,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,4.5746000753503845e-14,,0.0,0.0,,0.0,4.341807363975544e-14,0.0,,,0.0,0.0
Metal_Dopant_3 Group,0.0,0.0,5.4385780607815865e-15,1.631573418234476e-14,0.003417541098131192,1.631573418234476e-14,5.4385780607815865e-15,0.0011739477733359578,0.000799322379471034,0.003960946141367234,5.4385780607815865e-15,0.00025703511756183735,0.0002441884250135916,5.4385780607815865e-15,5.4385780607815865e-15,0.0016164436858930268,0.0,0.0,0.0,,0.0007360033249465213,0.0006284581086227169,0.0,0.003183333166273478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036735051187246613,0.002767539209081495,0.002263178263465176,0.0,0.0022744984166973184,0.0060495766419654,0.0,0.0,0.0,0.0,0.003158514986577579,0.0011398865849516072,0.0,0.006802932259560736,0.002592095651539067,0.0,0.002818909547597288,0.0006716725996989842,0.005401661479046268,0.0,5.4385780607815865e-15,0.004101559605828833,0.0026511352842671586
Metal_Dopant_3 Ionization Potential,0.0,0.0,3.8286162524690614e-14,1.1485848757407183e-13,0.0006584158014033856,1.1485848757407183e-13,3.8286162524690614e-14,0.0005311763743192018,0.00043703462277403193,0.000731745273926845,3.8286162524690614e-14,0.00020168981733447924,0.00019265414798384377,3.8286162524690614e-14,3.8286162524690614e-14,0.0005419148183831788,0.0,0.0,0.0,0.0007360033249465213,,0.0004480696304536735,0.0,0.0005109674358274368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006211082531976028,0.000571550450200691,0.0005540974286402809,0.0,0.0006237144339681583,0.0008641640938168789,0.0,0.0,0.0,0.0,0.0005471863471564114,0.0005042008532054864,0.0,0.0009140962185710599,0.0006739078215761467,0.0,0.000576176730742951,0.0004261013691943406,0.0008696548243403866,0.0,3.8286162524690614e-14,0.0006948586814680175,0.0003116491830214965
Metal_Dopant_3 Electronegativity,0.0,0.0,6.140579436921181e-14,1.8421738310763543e-13,0.0005711444415044893,1.8421738310763543e-13,6.140579436921181e-14,0.0004927762216970027,0.0004355879263135339,0.0006231213749976266,6.140579436921181e-14,0.0002527923704641969,0.00024567205725646796,6.140579436921181e-14,6.140579436921181e-14,0.0004901314333453973,0.0,0.0,0.0,0.0006284581086227169,0.0004480696304536735,,0.0,0.0004138619885876388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000545796244512875,0.0004961388517281786,0.0004615847678940313,0.0,0.0005550430234716766,0.0007399263133551025,0.0,0.0,0.0,0.0,0.0004759336815684294,0.00045973797979235217,0.0,0.0007405603370394224,0.0005279159925116373,0.0,0.0004924590982333206,0.000434994084989889,0.0006856327204049144,0.0,6.140579436921182e-14,0.0005948898186800068,0.00026680816916963853
Metal_Dopant_3 Number of d electrons,,,,,0.0,,,7.060479755756526e-14,9.656659678365456e-14,1.8900210716173567e-14,,3.126714140839501e-13,3.233580839147813e-13,,,4.6822728783186203e-14,,,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,4.5746000753503845e-14,,0.0,0.0,,0.0,4.341807363975544e-14,0.0,,,0.0,0.0
Metal_Dopant_3 Atomic Radius,0.0,0.0,5.394133424507275e-15,1.6182400273521824e-14,0.0024863420485102218,1.6182400273521824e-14,5.394133424507276e-15,0.0008203588150985069,0.0005557967182341242,0.002968566843800386,5.394133424507276e-15,0.00017641656181070444,0.00016839838565442126,5.394133424507275e-15,5.394133424507276e-15,0.0011282646540698709,0.0,0.0,0.0,0.003183333166273478,0.0005109674358274368,0.0004138619885876388,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002654206167473376,0.0019299850272698484,0.0014764899125710102,0.0,0.0016412289160156895,0.004831973455203157,0.0,0.0,0.0,0.0,0.0021508149478758508,0.0007850326671568487,0.0,0.0051701597778687535,0.0017014318142472907,0.0,0.0019223697231426865,0.00046080866272025654,0.003924153951780592,0.0,5.394133424507275e-15,0.0030151722747551357,0.0019130991277433028
Metal_Dopant_4 Relative Atomic Mass,,,,,0.0,,,2.3534932519188417e-14,3.2188865594551535e-14,6.300070238724523e-15,,1.0422380469465e-13,1.0778602797159376e-13,,,1.5607576261062066e-14,,,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,7.882232649315624e-15,0.0,0.0,,,0.0,1.447394540147451e-15
Metal_Dopant_4 Atomic Number,,,,,0.0,,,2.3534932519188417e-14,3.2188865594551535e-14,6.300070238724523e-15,,1.0422380469465e-13,1.0778602797159376e-13,,,1.5607576261062066e-14,,,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,7.882232649315624e-15,0.0,0.0,,,0.0,1.447394540147451e-15
Metal_Dopant_4 Period,,,,,0.0,,,2.3534932519188417e-14,3.2188865594551535e-14,6.300070238724523e-15,,1.0422380469465e-13,1.0778602797159376e-13,,,1.5607576261062066e-14,,,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,7.882232649315624e-15,0.0,0.0,,,0.0,1.447394540147451e-15
Metal_Dopant_4 Group,,,,,0.0,,,2.3534932519188417e-14,3.2188865594551535e-14,6.300070238724523e-15,,1.0422380469465e-13,1.0778602797159376e-13,,,1.5607576261062066e-14,,,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,7.882232649315624e-15,0.0,0.0,,,0.0,1.447394540147451e-15
Metal_Dopant_4 Ionization Potential,,,,,0.0,,,2.3534932519188417e-14,3.2188865594551535e-14,6.300070238724523e-15,,1.0422380469465e-13,1.0778602797159376e-13,,,1.5607576261062066e-14,,,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,7.882232649315624e-15,0.0,0.0,,,0.0,1.447394540147451e-15
Metal_Dopant_4 Electronegativity,,,,,0.0,,,2.3534932519188417e-14,3.2188865594551535e-14,6.300070238724523e-15,,1.0422380469465e-13,1.0778602797159376e-13,,,1.5607576261062066e-14,,,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,7.882232649315624e-15,0.0,0.0,,,0.0,1.447394540147451e-15
Metal_Dopant_4 Number of d electrons,,,,,0.0,,,2.3534932519188417e-14,3.2188865594551535e-14,6.300070238724523e-15,,1.0422380469465e-13,1.0778602797159376e-13,,,1.5607576261062066e-14,,,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,7.882232649315624e-15,0.0,0.0,,,0.0,1.447394540147451e-15
Metal_Dopant_4 Atomic Radius,,,,,0.0,,,2.3534932519188417e-14,3.2188865594551535e-14,6.300070238724523e-15,,1.0422380469465e-13,1.0778602797159376e-13,,,1.5607576261062066e-14,,,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,7.882232649315624e-15,0.0,0.0,,,0.0,1.447394540147451e-15
Metal_1_Proportion,5.4379481480921386e-15,5.4379481480921386e-15,5.4379481480921386e-15,5.4379481480921386e-15,0.002885130807153646,5.4379481480921386e-15,0.0,0.0009890177285759275,0.0006639762218970915,0.003381725799067133,0.0,0.0002151135804434227,0.00020454810539107362,5.4379481480921386e-15,0.0,0.0013496129325115092,0.0,0.0,0.0,0.0036735051187246613,0.0006211082531976028,0.000545796244512875,0.0,0.002654206167473376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0022963186911738446,0.001903511998808425,0.0,0.001915644812504396,0.005218824036098787,0.0,0.0,0.0,0.0,0.002622540438978046,0.0009506385349803984,0.0,0.0059803667109234815,0.002231038825676096,0.0,0.0023611541456837895,0.0005667645615928771,0.004758001686939672,0.0,5.4379481480921386e-15,0.0034823385174594414,0.0021804438477830922
Metal_2_Proportion,8.003118482790917e-15,8.003118482790917e-15,8.003118482790918e-15,8.003118482790917e-15,0.0022663897670837543,8.003118482790917e-15,0.0,0.0009024173729760469,0.0006135633200528696,0.0026197731765402405,0.0,0.0002002904760456376,0.00019076898197689253,8.003118482790918e-15,0.0,0.0011879325147142262,0.0,0.0,0.0,0.002767539209081495,0.000571550450200691,0.0004961388517281786,0.0,0.0019299850272698484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022963186911738446,,0.0015739446856874004,0.0,0.0016408762302236798,0.003641994058239928,0.0,0.0,0.0,0.0,0.001980905118905716,0.0008721812576715348,0.0,0.00400921907258121,0.001872231100091628,0.0,0.0018786382410274334,0.0005270550436223368,0.003432906362210029,0.0,8.003118482790918e-15,0.0026132321136163234,0.0014031243982470481
Metal_3_Proportion,0.0,0.0,1.0414426335316277e-14,3.124327900594882e-14,0.001910065119833701,3.124327900594882e-14,1.0414426335316277e-14,0.0008557396865574019,0.0005968441635733138,0.0021957423680865023,1.0414426335316277e-14,0.00019640710916625162,0.00018748728251626618,1.0414426335316277e-14,1.0414426335316277e-14,0.0011021443973391319,0.0,0.0,0.0,0.002263178263465176,0.0005540974286402809,0.0004615847678940313,0.0,0.0014764899125710102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001903511998808425,0.0015739446856874004,,0.0,0.0014843075233182338,0.002935938462638328,0.0,0.0,0.0,0.0,0.0016113538669725478,0.0008208901679580853,0.0,0.003078824283635906,0.0015737141899432295,0.0,0.001578386335948678,0.0005052803595915115,0.002698075044819117,0.0,1.0414426335316277e-14,0.002146876851154731,0.0010586820417159166
Metal_4_Proportion,,,,,0.0,,,2.3534932519188417e-14,3.2188865594551535e-14,6.300070238724523e-15,,1.0422380469465e-13,1.0778602797159376e-13,,,1.5607576261062066e-14,,,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,7.882232649315624e-15,0.0,0.0,,,0.0,1.447394540147451e-15
