DOI,Country,Facility,Journal,Impact Factor,Published Date,Cited Times,Number of days until 01/20/2023,Average cited times per day,Metal_Dopant_1,Metal_Dopant_2,Metal_Dopant_3,Metal_Dopant_4,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),LSV Scanning Speed (mV s-1),Electrolyte Proton Concentration (M),Overpotential (mV @10 mA cm-2)
10.1021/acsnano.9b06244,USA,Univ Texas Austin,ACS NANO,18.027,12/18/2019,74,1129,0.06554473,MDP_1_Ir,MDP_2_Rh,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_20_30,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05,SL_0.2_0.5,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,314
10.1021/jacs.0c12740,Peoples R China,Chinese Acad Sci,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,4/16/2021,69,644,0.107142857,MDP_1_Au,MDP_2_Ir,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0,MDP4PP_0,HTEMP_200_250,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05_0.1,SL_0.2_0.5,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,261
10.1007/s10853-019-04201-4,Peoples R China,Hubei Univ,JOURNAL OF MATERIALS SCIENCE,4.682,2/4/2020,25,1081,0.023126735,MDP_1_Ti,MDP_2_Ir,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still/Strring_False,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05_0.1,SL_0.1_0.2,Support is not Carbon_True,Glassy Carbon,LSV_OVER10,EPC_OVER1,347
10.1149/1945-7111/ab9b0c,Peoples R China,Shanghai Univ,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,4.371,11/17/2020,12,794,0.01511335,MDP_1_Zn,MDP_2_Ir,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_800_1000,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05,SL_0.1_0.2,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,427
10.1149/1945-7111/ab9b0c,Peoples R China,Shanghai Univ,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,4.371,11/17/2020,12,794,0.01511335,MDP_1_Zn,MDP_2_Ir,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_800_1000,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05,SL_0.1_0.2,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,360
10.1007/s10853-019-04201-4,Peoples R China,Hubei Univ,JOURNAL OF MATERIALS SCIENCE,4.682,2/4/2020,25,1081,0.023126735,MDP_1_Ti,MDP_2_Ir,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still/Strring_False,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05_0.1,SL_0.1_0.2,Support is not Carbon_True,Glassy Carbon,LSV_OVER10,EPC_OVER1,323
10.1039/D0NR02951C,South Korea,Korea Inst Sci & Technol KIST,NANOSCALE,8.307,7/21/2020,8,913,0.008762322,MDP_1_Ni,MDP_2_Ir,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_20_30,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_180_360,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_True,Post-processing Acid Wash etc. _False,CL_0.05,SL_0.1_0.2,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,399
10.1039/C6NR08359E,Peoples R China,Peking Univ,NANOSCALE,8.307,3/22/2017,56,2130,0.02629108,MDP_1_Ir,MDP_2_Pt,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_1440_2880,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_180_360,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05,SL_0.1_0.2,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,334
10.1007/s10853-019-04201-4,Peoples R China,Hubei Univ,JOURNAL OF MATERIALS SCIENCE,4.682,2/4/2020,25,1081,0.023126735,MDP_1_Ti,MDP_2_Ir,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still/Strring_False,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.1_0.2,SL_0.1_0.2,Support is not Carbon_True,Glassy Carbon,LSV_OVER10,EPC_OVER1,333
10.1021/jacs.1c00384,Peoples R China,Fudan Univ,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,5/20/2021,67,610,0.109836066,MDP_1_Ru,MDP_2_Ir,MDP_3_Ir,MDP_4_None,MDP1PP_25_50,MDP2PP_30_40,MDP3PP_25_34,MDP4PP_0,HTEMP_RTEMP,HTIME_2880,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_60_120,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.3_0.6,SL_0.1_0.2,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,229
10.1021/jacs.1c00384,Peoples R China,Fudan Univ,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,5/20/2021,67,610,0.109836066,MDP_1_Ru,MDP_2_Sr,MDP_3_Ir,MDP_4_None,MDP1PP_50_75,MDP2PP_20_30,MDP3PP_5_15,MDP4PP_0,HTEMP_RTEMP,HTIME_2880,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_60_120,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.3_0.6,SL_0.1_0.2,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,193
10.1021/jacs.1c00384,Peoples R China,Fudan Univ,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,5/20/2021,67,610,0.109836066,MDP_1_Ir,MDP_2_Sr,MDP_3_Ru,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_5_15,MDP4PP_0,HTEMP_RTEMP,HTIME_2880,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_60_120,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.3_0.6,SL_0.1_0.2,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,253
10.1021/jacs.1c00384,Peoples R China,Fudan Univ,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,5/20/2021,67,610,0.109836066,MDP_1_Ru,MDP_2_Ir,MDP_3_Sr,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_5_15,MDP4PP_0,HTEMP_RTEMP,HTIME_2880,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_60_120,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.3_0.6,SL_0.1_0.2,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,235
10.1021/jacs.1c00384,Peoples R China,Fudan Univ,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,5/20/2021,67,610,0.109836066,MDP_1_Sr,MDP_2_Ir,MDP_3_Ru,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_5_15,MDP4PP_0,HTEMP_RTEMP,HTIME_2880,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_60_120,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.3_0.6,SL_0.1_0.2,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,247
10.1021/jacs.1c00384,Peoples R China,Fudan Univ,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,5/20/2021,67,610,0.109836066,MDP_1_Ru,MDP_2_Sr,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_2880,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_60_120,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.3_0.6,SL_0.1_0.2,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,238
10.1021/jacs.1c00384,Peoples R China,Fudan Univ,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,5/20/2021,67,610,0.109836066,MDP_1_Ru,MDP_2_Ir,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_2880,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_60_120,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.3_0.6,SL_0.1_0.2,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,239
10.1007/s10853-019-04201-4,Peoples R China,Hubei Univ,JOURNAL OF MATERIALS SCIENCE,4.682,2/4/2020,25,1081,0.023126735,MDP_1_Ti,MDP_2_Ir,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_20_30,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still/Strring_False,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.1_0.2,SL_0.1_0.2,Support is not Carbon_True,Glassy Carbon,LSV_OVER10,EPC_OVER1,336
10.1007/s12274-022-5240-3,Peoples R China,Zhejiang Univ,NANO RESEARCH,10.269,10/22/2022,0,90,0,MDP_1_B,MDP_2_N,MDP_3_Ir,MDP_4_None,MDP1PP_25_50,MDP2PP_40_51,MDP3PP_0_5,MDP4PP_0,HTEMP_200_250,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_OVER1440,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05_0.1,SL_0.1_0.2,Support is not Carbon_True,Glassy Carbon,LSV_OVER10,EPC_OVER1,313
10.1016/j.jpowsour.2019.227270,South Korea,Korea Adv Inst Sci & Technol,JOURNAL OF POWER SOURCES,9.794,12/23/2019,24,1124,0.021352313,MDP_1_Pt,MDP_2_Ir,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_200_300,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_True,Post-processing Acid Wash etc. _False,CL_0.05_0.1,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,300
10.1039/D1CC04984D,Peoples R China,Beijing Inst Technol,CHEMICAL COMMUNICATIONS,6.065,10/29/2021,3,448,0.006696429,MDP_1_Pt,MDP_2_Sn,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_20_30,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,370
10.1016/j.jpowsour.2021.229903,Peoples R China,Chinese Acad Sci,JOURNAL OF POWER SOURCES,9.794,7/1/2021,11,568,0.019366197,MDP_1_F,MDP_2_Ru,MDP_3_Y,MDP_4_None,MDP1PP_25_50,MDP2PP_30_40,MDP3PP_25_34,MDP4PP_0,HTEMP_50_100,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_OVER1440,Annealing Still/Strring_False,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.2_0.3,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,256
10.1016/j.jpowsour.2021.229903,Peoples R China,Chinese Acad Sci,JOURNAL OF POWER SOURCES,9.794,7/1/2021,11,568,0.019366197,MDP_1_Ru,MDP_2_Y,MDP_3_F,MDP_4_None,MDP1PP_25_50,MDP2PP_30_40,MDP3PP_25_34,MDP4PP_0,HTEMP_50_100,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_OVER1440,Annealing Still/Strring_False,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.2_0.3,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,235
10.1016/j.jpowsour.2021.229903,Peoples R China,Chinese Acad Sci,JOURNAL OF POWER SOURCES,9.794,7/1/2021,11,568,0.019366197,MDP_1_Ru,MDP_2_Y,MDP_3_F,MDP_4_None,MDP1PP_25_50,MDP2PP_40_51,MDP3PP_15_25,MDP4PP_0,HTEMP_50_100,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_OVER1440,Annealing Still/Strring_False,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.2_0.3,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,250
10.1016/j.jpowsour.2021.229903,Peoples R China,Chinese Acad Sci,JOURNAL OF POWER SOURCES,9.794,7/1/2021,11,568,0.019366197,MDP_1_Ru,MDP_2_Y,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_800_1000,ATIME_720_1440,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.2_0.3,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,297
10.1039/D1CC04984D,Peoples R China,Beijing Inst Technol,CHEMICAL COMMUNICATIONS,6.065,10/29/2021,3,448,0.006696429,MDP_1_Pt,MDP_2_Sn,MDP_3_Pd,MDP_4_None,MDP1PP_50_75,MDP2PP_20_30,MDP3PP_5_15,MDP4PP_0,HTEMP_150_200,HTIME_360_720,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,270
10.1016/j.cej.2020.124428,Peoples R China,Harbin Inst Technol,CHEMICAL ENGINEERING JOURNAL,16.744,6/15/2020,14,949,0.014752371,MDP_1_Ru,MDP_2_Y,MDP_3_Mg,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_5_15,MDP4PP_0,HTEMP_50_100,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_1200_1000,ATIME_720_1440,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.2_0.3,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,273
10.1016/j.cej.2020.124428,Peoples R China,Harbin Inst Technol,CHEMICAL ENGINEERING JOURNAL,16.744,6/15/2020,14,949,0.014752371,MDP_1_Ru,MDP_2_Y,MDP_3_Mg,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_5_15,MDP4PP_0,HTEMP_50_100,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_1200_1000,ATIME_720_1440,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.2_0.3,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,263
10.1016/j.cej.2020.124428,Peoples R China,Harbin Inst Technol,CHEMICAL ENGINEERING JOURNAL,16.744,6/15/2020,14,949,0.014752371,MDP_1_Ru,MDP_2_Y,MDP_3_Mg,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0_5,MDP4PP_0,HTEMP_50_100,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_1200_1000,ATIME_720_1440,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.2_0.3,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,259
10.1016/j.cej.2020.124428,Peoples R China,Harbin Inst Technol,CHEMICAL ENGINEERING JOURNAL,16.744,6/15/2020,14,949,0.014752371,MDP_1_Ru,MDP_2_Y,MDP_3_Mg,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0_5,MDP4PP_0,HTEMP_50_100,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_1200_1000,ATIME_720_1440,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.2_0.3,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,269
10.1016/j.cej.2020.124428,Peoples R China,Harbin Inst Technol,CHEMICAL ENGINEERING JOURNAL,16.744,6/15/2020,14,949,0.014752371,MDP_1_Ru,MDP_2_Y,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_1200_1000,ATIME_720_1440,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.2_0.3,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,302
10.1021/acsami.9b19352,Peoples R China,Harbin Inst Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,2/17/2020,28,1068,0.026217228,MDP_1_Ru,MDP_2_Y,MDP_3_Ba,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_5_15,MDP4PP_0,HTEMP_50_100,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_1200_1000,ATIME_720_1440,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.2_0.3,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,298
10.1021/acsami.9b19352,Peoples R China,Harbin Inst Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,2/17/2020,28,1068,0.026217228,MDP_1_Ru,MDP_2_Y,MDP_3_Ba,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_5_15,MDP4PP_0,HTEMP_50_100,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_1200_1000,ATIME_720_1440,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.2_0.3,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,288
10.1021/acsami.9b19352,Peoples R China,Harbin Inst Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,2/17/2020,28,1068,0.026217228,MDP_1_Ru,MDP_2_Y,MDP_3_Ba,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0_5,MDP4PP_0,HTEMP_50_100,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_1200_1000,ATIME_720_1440,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.2_0.3,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,279
10.1021/acsami.9b19352,Peoples R China,Harbin Inst Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,2/17/2020,28,1068,0.026217228,MDP_1_Ru,MDP_2_Y,MDP_3_Ba,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0_5,MDP4PP_0,HTEMP_50_100,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_1200_1000,ATIME_720_1440,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.2_0.3,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,284
