,Metal_Dopant_1 Relative Atomic Mass,Metal_Dopant_1 Atomic Number,Metal_Dopant_1 Period,Metal_Dopant_1 Group,Metal_Dopant_1 Ionization Potential,Metal_Dopant_1 Electronegativity,Metal_Dopant_1 Number of d electrons,Metal_Dopant_1 Atomic Radius,Metal_Dopant_2 Relative Atomic Mass,Metal_Dopant_2 Atomic Number,Metal_Dopant_2 Period,Metal_Dopant_2 Group,Metal_Dopant_2 Ionization Potential,Metal_Dopant_2 Electronegativity,Metal_Dopant_2 Number of d electrons,Metal_Dopant_2 Atomic Radius,Metal_Dopant_3 Relative Atomic Mass,Metal_Dopant_3 Atomic Number,Metal_Dopant_3 Period,Metal_Dopant_3 Group,Metal_Dopant_3 Ionization Potential,Metal_Dopant_3 Electronegativity,Metal_Dopant_3 Number of d electrons,Metal_Dopant_3 Atomic Radius,Metal_Dopant_4 Relative Atomic Mass,Metal_Dopant_4 Atomic Number,Metal_Dopant_4 Period,Metal_Dopant_4 Group,Metal_Dopant_4 Ionization Potential,Metal_Dopant_4 Electronegativity,Metal_Dopant_4 Number of d electrons,Metal_Dopant_4 Atomic Radius,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),LSV Scanning Speed (mV s-1),Electrolyte Proton Concentration (M)
Metal_Dopant_2 Period,0.090550645702803,0.10520946485148788,0.013135608182415584,0.04564775628506727,4.301302009891899e-15,0.02708038690265361,2.3394611557637386e-15,0.0685747703618543,0.3744319081528717,1.9845301971375212e-14,,2.0773438485221198e-14,0.005530059489875421,1.613542823591019e-14,1.1133973750410471e-14,0.20094229758591892,0.07028198620978426,1.0584643072200191e-13,4.030202836519039e-14,0.05776095160854305,3.131164079039112e-14,7.761613436054548e-14,5.503089848593944e-14,3.515803516006022e-14,0.11310455663736711,0.0268430710583452,1.18313627965849e-13,7.639929587966299e-14,7.599897776172884e-14,0.0,0.5193384243992357,3.208223900674355e-14,0.0553712273145388,0.03116204344750324,0.040483156905337346,1.0425919675100194e-13,0.02336641818717552,0.17169726989842862,4.524422729924434e-14,7.451228248740878e-14,8.374548148567045e-14,3.493394073856745e-14,0.02163774950349537,0.007123497641285282,1.982837848051426e-14,2.6611147956781376e-14,5.955404325958812e-14,1.5083361435306487e-14,0.08020359604342983,0.011514434925036926,6.789871574398567e-14,4.809485534631608e-14,0.03469963331380793,0.04885898917256315
Metal_Dopant_2 Group,0.018857446969809035,9.437135563119068e-15,0.11498000588393822,0.12781725501465313,0.07485282991099862,0.02299658575780536,0.27127096377378546,0.2257811859133424,1.3088164546003064e-14,0.043794940542627864,2.0773438485221198e-14,,0.3715647114829299,0.16981216743203592,0.22094648437778383,0.006435289056768027,1.879228233518109e-14,0.11605661234410043,0.16411407369522316,1.3623485466228358e-14,0.11888342339767208,0.04041050631800468,0.2209273317866369,0.04510319269107517,1.63550996308186e-14,1.995849919924726e-14,2.0443125549770413e-14,2.276534330870249e-14,1.5290706919824828e-14,1.5298822948110284e-14,0.1021435561805856,1.641530928709599e-14,0.12328767384323809,0.09508157621613758,0.1277953289791721,2.735992150626141e-14,0.020416658012204256,0.25923016099801044,0.05504298935190893,1.7189372385964808e-14,2.581832000239731e-14,0.07930765978697701,0.09725440531877393,0.07666167108594901,0.07154525213022367,0.2544043217326161,0.0019572803628096114,0.018381000003551872,0.10977702973746949,0.07460733015075638,2.4189636569460242e-14,0.02353923634240457,0.03735534055637814,0.05621935275411681
Metal_Dopant_2 Ionization Potential,0.024921915333383355,0.24817555326754204,0.23647310925457057,0.2419646674408053,0.11395131522326675,0.06483929853172124,0.1570973282551174,0.2719450810823639,0.04338301214170981,0.1396592987327464,0.005530059489875421,0.3715647114829299,,0.024977016500187552,0.07790134372749057,0.008043057370754664,0.010795883709733825,0.09962034042029917,0.06520942820443738,0.11345700243944665,0.10654148308314364,0.07810644991568015,9.621799995086915e-15,0.05992330524062186,4.586125064830089e-15,5.910387454482163e-15,1.425859191670024e-14,7.943402975015398e-15,6.4841162883628225e-15,0.0,0.11245999644157713,8.684699449897453e-15,0.134667280153078,0.0441299258448756,0.0020073801018946342,1.7656176321631205e-14,0.020919968269391794,0.06430963422851961,0.012678033517590693,1.3343970510667344e-14,1.5198781243909162e-14,8.750731586780105e-15,0.050262171977121184,0.045932552672160135,0.08276472862182688,0.08737991917034599,0.04719648321532569,0.058512348393186926,0.043083941941183,0.1135026627457739,1.6313669795562885e-14,1.2607130697595793e-14,0.10337788836243295,0.024814158881277547
Metal_Dopant_2 Electronegativity,0.021262285790249365,1.1597796314393053e-14,0.16392267261132243,0.03518055145311329,0.007106708580714934,0.03160182544749564,0.38617539950231483,0.020152398650135503,0.032099773722085057,0.24693993790841626,1.613542823591019e-14,0.16981216743203592,0.024977016500187552,,0.013044015122882417,0.5451474197403422,0.3613923190119785,1.1098072977436604e-14,0.356600064015589,0.4831127014154617,0.043285432554587944,1.038127224817438e-14,2.694059692816381e-14,0.031178789595049612,8.210651018428736e-15,0.15195141088078584,1.6419222900128845e-14,2.4631983310013726e-14,4.708058077954667e-14,2.844271009896965e-14,2.3076059211753823e-14,1.050560264603529e-14,0.09594830767448438,0.21938576174062216,0.06093047302271882,2.938840897633019e-14,0.2874586616436204,0.2958254942790056,0.12854981322672357,0.14992067711327267,0.021368791181551768,7.07253053873117e-14,0.1430297167840737,0.0515440567308538,0.21158531486284282,0.1351193930061842,0.6033316235487651,0.03131576223071594,0.08644570148221105,0.12677044406731156,4.3102442155887545e-14,0.25064450675458966,0.03580343995957681,0.10914033996049897
Metal_Dopant_2 Number of d electrons,0.32012324820247273,0.14046764596425768,0.07042284376032205,0.022577422589786015,0.07387749149363913,0.215683170809983,0.14116011307161527,0.22986017535571082,0.11983214259618477,6.481100026757597e-15,1.1133973750410471e-14,0.22094648437778383,0.07790134372749057,0.013044015122882417,,0.15264836704343665,0.4661504441325162,1.50285748523255e-14,1.5818557274034217e-14,0.1325124431293391,0.04185464683030803,0.08715955720938436,0.06493313106157768,0.023882313081293825,3.56855609835893e-15,3.565036944399957e-15,4.370527217695153e-15,1.4049420766887235e-14,0.4025221447665333,0.0,0.09657211153321682,3.4570962902658694e-15,0.15835885959115661,0.04405885830901005,0.01584372211352285,5.5879162144651446e-15,0.05346854480963305,0.07119260756881554,0.16009422566502737,8.588740054517072e-15,0.0766960108902917,1.181176914750285e-14,0.05117179438925927,0.041916388298625984,0.03366391732159764,0.4196065429378454,0.06064734846378897,0.061356841905872615,0.14985736761255292,0.0512356950108077,7.082285779989945e-15,0.022846864570962265,0.08845966268187168,0.02241013354607648
Metal_Dopant_2 Atomic Radius,0.07150913526647676,0.434520233446847,0.0543339327780318,0.18457338369039286,0.07450263482726907,0.06154920966987421,0.07189446476045515,0.12452857815565929,0.210069279534283,5.609309758138359e-15,0.20094229758591892,0.006435289056768027,0.008043057370754664,0.5451474197403422,0.15264836704343665,,0.008750926776878458,8.646265641536646e-15,3.22804790419504e-14,0.09474820534647413,0.13244948289196204,1.854323375551782e-14,0.018601153820168304,0.07556770427305613,1.9753297290300653e-14,1.0516235937463121e-14,9.638229671043433e-15,8.621049124694935e-15,1.362306176614232e-14,1.6128532637765206e-14,0.12224153619661088,1.4827600399114612e-14,0.0735245243060183,0.13788440325727078,0.24823138149534357,0.022988577828987493,0.07803559282635646,0.1375471549041373,0.0391831840235454,1.9723858747172424e-14,0.055227988014517976,3.9648871716423956e-14,0.07838056346135205,0.033632465666650076,0.10885249672248798,0.058547368817496885,0.06040708866956982,0.07211828765888688,0.12149283644318161,0.07116751195568476,0.009671334974708555,0.021210229213032367,0.015128530196818766,0.13355774275520318
Metal_Dopant_3 Relative Atomic Mass,0.4179899489541836,0.1979925027817707,0.06295794647376146,1.3295486022775176e-14,0.0027772889515410956,0.1966530279881419,0.018964186870167956,0.03617714345904241,2.2510052369962253e-14,1.5256853568515133e-14,0.07028198620978426,1.879228233518109e-14,0.010795883709733825,0.3613923190119785,0.4661504441325162,0.008750926776878458,,1.9605244391987028e-14,2.6228404735748275e-14,0.04059321642995259,0.04554669828463172,2.6308985357290922e-14,3.3672167585710414e-14,0.027055546097928825,2.3433491632326674e-14,0.14353103490070585,5.238687317218849e-14,0.012309578847907943,0.4736950567231424,0.0,3.8704456280874766e-14,1.4800382313344224e-14,0.20486616675784997,0.13945711227686036,0.1502170682239888,6.45316019516314e-14,0.22920479195670926,0.2266823956926758,4.243255112297024e-14,4.2508035332027226e-14,0.17793936734767749,6.471238909268942e-14,0.06796631518337462,0.0321622403748333,0.017000110136197455,2.327652559432092e-14,0.6917687825356534,0.13132863820062657,0.10163492003904702,0.1367734864858329,5.061645316912802e-14,0.488581698605166,0.034358721093838654,0.039522717781799256
Metal_Dopant_3 Atomic Number,0.04726951323537355,0.24765129840919983,0.040209647816267645,0.14493614211551864,0.10617126851278112,1.268620946587019e-15,0.2837621648242904,0.002628075789801356,3.228215957653191e-14,0.09876256694312548,1.0584643072200191e-13,0.11605661234410043,0.09962034042029917,1.1098072977436604e-14,1.50285748523255e-14,8.646265641536646e-15,1.9605244391987028e-14,,0.2838580310112883,3.653652111367024e-14,2.1564547979182494e-14,3.129621029170003e-14,0.049828054553303934,2.1231026369218707e-14,1.6568096799182845e-14,2.776658439021406e-14,4.382000280354642e-14,1.6568152040903035e-14,1.648645771563752e-14,0.0,3.645331328481799e-14,2.0519409723403174e-14,0.18186074702788826,0.07564814862779422,0.07960573623540466,0.7237924094699194,0.04097651789650528,0.05576422710362306,0.6186977181534359,3.504698568994406e-14,0.12150007683793837,5.808434293614812e-14,0.023405037427407762,0.035804900772906156,8.285996874895863e-15,1.4701092865139327e-14,4.629504600759405e-14,0.0038312151793093614,0.029916951846942475,0.04570929067932627,4.227368555587008e-14,4.0758985270238876e-14,0.021715014394710883,0.006445439182372847
Metal_Dopant_3 Period,8.432872085039365e-15,0.029152612853198794,1.2147287307033129e-14,1.0632225465339652e-14,0.04215588496223415,1.5526152204938855e-15,0.12006698528087079,1.9227869889622365e-15,1.703071859535679e-14,0.0401345961288851,4.030202836519039e-14,0.16411407369522316,0.06520942820443738,0.356600064015589,1.5818557274034217e-14,3.22804790419504e-14,2.6228404735748275e-14,0.2838580310112883,,0.19458932215398297,2.3021829220173658e-14,0.053092758850942785,8.432316126602106e-15,1.1789323245259575e-14,0.0,2.296675747438318e-14,3.320494780216069e-14,1.3559014088387777e-14,2.34071557935588e-14,0.0,0.0,8.552460455941689e-15,0.03750823843091573,0.023419921429993554,0.12729109957561197,2.976593428274256e-14,0.16979957357792222,0.028031966902069494,3.2938966300325884e-14,1.0031264637576328e-14,2.6848804183728038e-14,2.5936856292656146e-14,0.0591897042529478,0.005059723358615774,0.053577917355862856,1.647675456581424e-14,1.5496368714627694e-14,3.8118076731089406e-15,0.006603088334245177,0.19307929099385995,2.326188518488747e-14,0.4708049394003283,9.229875282988102e-15,1.1248619090752728e-14
Metal_Dopant_3 Group,0.005073021104674428,0.15710411699423651,0.023227628013990104,0.3814612478801085,0.03386510479220055,1.3716014379877505e-15,0.001483380513158191,0.057616967121139354,1.8420510048509867e-14,0.16268790688743887,0.05776095160854305,1.3623485466228358e-14,0.11345700243944665,0.4831127014154617,0.1325124431293391,0.09474820534647413,0.04059321642995259,3.653652111367024e-14,0.19458932215398297,,0.25176052412112704,0.07434971163460913,6.920054947630332e-14,0.05942454506722132,4.9456824809563117e-14,0.34721542217621265,0.009237084001808192,7.554729594252198e-14,4.87433491549868e-14,0.0,0.2663076347376916,2.0564291438171174e-14,0.06487569237342239,0.027020756619547885,0.3653166531032054,0.05509648139764479,0.22322749796927346,0.012998783137159336,9.544579009005928e-14,2.2891562960759288e-14,5.471530255726688e-14,2.4020317882904107e-14,0.018578263749444244,0.029189687797019352,7.087439711577568e-15,0.027340575623250058,3.485470294815791e-14,0.06914527145473508,0.054118222333469544,0.10546320797354554,3.071809097036148e-14,0.23000781860649416,0.014389486447741946,0.047937199898320175
Metal_Dopant_3 Ionization Potential,0.07561990831485313,0.11938739808651831,1.1190279668305045e-14,0.13004102729182493,0.02988210994829503,0.028890123548212247,2.5663666675775463e-15,0.04395010299149671,0.16803184748264607,0.10083934321358459,3.131164079039112e-14,0.11888342339767208,0.10654148308314364,0.043285432554587944,0.04185464683030803,0.13244948289196204,0.04554669828463172,2.1564547979182494e-14,2.3021829220173658e-14,0.25176052412112704,,2.1625406929155364e-14,0.021768627093138346,0.0502720695584429,1.550105725993287e-14,1.2532616577978819e-14,1.5499502694977087e-14,0.019115799601423906,1.7873209592204413e-14,0.0,1.1054055666935786e-14,9.82530938197598e-15,0.042367490644086514,0.072650984997614,0.4123239561329359,1.6359111729535156e-14,0.08059484642126706,0.18208407315845457,0.20111027991212654,1.0851720736614662e-14,1.992451240690525e-14,0.27631602947865375,0.0274923504302316,0.09259821355467986,5.20350523395919e-15,0.07192395815333973,1.6129808933343714e-14,5.13429633441562e-15,0.03871699398218654,0.07921591752461728,2.353911006682799e-14,1.3416053264186589e-14,0.005490341499235648,0.24214365430395152
Metal_Dopant_3 Electronegativity,0.01443587940402785,0.08422611726494186,0.010659315888682972,0.004910080282362991,0.09844824745388774,1.269213359838986e-15,0.0038808920248089977,0.08272264660574186,1.663990285512948e-14,5.290028955404165e-15,7.761613436054548e-14,0.04041050631800468,0.07810644991568015,1.038127224817438e-14,0.08715955720938436,1.854323375551782e-14,2.6308985357290922e-14,3.129621029170003e-14,0.053092758850942785,0.07434971163460913,2.1625406929155364e-14,,1.1075913296009283e-14,0.02350852911243777,6.655706705066307e-14,4.6869305303800696e-14,4.485015227256218e-14,6.345998389853194e-14,2.817557499979663e-14,0.0,0.014089455344363653,2.366311404869849e-14,0.07754802091976225,0.0165745411306966,0.24315162205497481,2.844284257754009e-14,0.030370163985392648,0.04012530362994272,4.828136644025578e-14,1.6925360495209058e-14,7.348225057054874e-14,0.7505961338688907,0.0113750069405576,0.06798164505637838,5.455577411650334e-15,0.3632499933385627,4.3143594425780696e-14,0.06225674931551481,0.051410125397907826,0.016660581717734376,2.6005584888064434e-14,1.732213271987056e-14,0.03341584835797505,0.04003833879063668
