,Metal_Dopant_1 Relative Atomic Mass,Metal_Dopant_1 Atomic Number,Metal_Dopant_1 Period,Metal_Dopant_1 Group,Metal_Dopant_1 Ionization Potential,Metal_Dopant_1 Electronegativity,Metal_Dopant_1 Number of d electrons,Metal_Dopant_1 Atomic Radius,Metal_Dopant_2 Relative Atomic Mass,Metal_Dopant_2 Atomic Number,Metal_Dopant_2 Period,Metal_Dopant_2 Group,Metal_Dopant_2 Ionization Potential,Metal_Dopant_2 Electronegativity,Metal_Dopant_2 Number of d electrons,Metal_Dopant_2 Atomic Radius,Metal_Dopant_3 Relative Atomic Mass,Metal_Dopant_3 Atomic Number,Metal_Dopant_3 Period,Metal_Dopant_3 Group,Metal_Dopant_3 Ionization Potential,Metal_Dopant_3 Electronegativity,Metal_Dopant_3 Number of d electrons,Metal_Dopant_3 Atomic Radius,Metal_Dopant_4 Relative Atomic Mass,Metal_Dopant_4 Atomic Number,Metal_Dopant_4 Period,Metal_Dopant_4 Group,Metal_Dopant_4 Ionization Potential,Metal_Dopant_4 Electronegativity,Metal_Dopant_4 Number of d electrons,Metal_Dopant_4 Atomic Radius,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),LSV Scanning Speed (mV s-1),Electrolyte Proton Concentration (M)
Metal_Dopant_2 Period,5.386370733619501e-05,0.0,3.7229684513505874e-05,2.8243088935236986e-05,9.237659464691711e-05,3.9194330102475056e-05,2.9367983914411695e-05,5.404246451350858e-05,6.327347316313312e-05,0.0002655944759854711,,0.00015431562390826587,0.001363471235056016,0.0004681822351236646,7.82585127016134e-05,0.00013089557337414302,7.070378469638389e-06,0.0006063268919446368,0.00048035143740680144,8.565965748471418e-06,2.902035985088105e-05,0.0004694603879057125,0.00020479370452193728,8.122590383238171e-05,2.3133091875629067e-06,0.004868328157116434,0.004868328157116434,0.003249009888508083,0.004868328157116434,0.004868328157116434,0.004868328157116434,4.5451477464329564e-05,5.309587371850175e-05,0.0006315700488307474,8.583457521796903e-05,0.0,0.00041477706152814935,8.81164845831859e-05,0.0003917471896396105,0.0004884262828376315,1.8739781332499434e-05,0.0007279939342992829,0.00010635984286382947,1.2026760015936932e-05,4.374006491499196e-05,3.849227975384077e-05,0.00021668730384322347,0.00010289029185158303,0.0003008301075077398,0.0001543217416826741,0.0,0.0004075350785337156,2.4741729698575665e-05,6.527843537222537e-05
Metal_Dopant_2 Group,0.0503125693868482,0.01092369166358722,0.01268014339681152,0.027169783327839946,0.06003485842016944,0.019839170146739016,0.03167966467772859,0.06606330972560116,0.02527108524755873,0.011629409495017187,0.00015431562390826587,,0.028848777840224087,0.2412130856658715,0.0357057546657305,0.08426791714659862,0.1032596620353524,0.00021591148129975786,1.0859561039020823e-05,0.021047065545355275,0.0341424169736628,0.01236661666260601,0.011101048991432565,0.013083978085792694,0.04517428997353964,5.141732958865076e-06,5.141732958865076e-06,0.000183350709227473,5.141732958865076e-06,5.141732958865076e-06,5.141732958865076e-06,0.0019497795149240281,0.04084659033071679,0.06774937094947574,0.06277784877479065,0.029696031374377877,0.029964421301735458,0.03210247455294031,0.10072873724524062,0.025718621096515584,0.012441089588349458,0.05472359578408276,0.08226532063650488,0.04844317805455402,0.005942219759907173,0.11437180559189923,0.0049020098437751215,0.022385029902981798,0.08535515165967006,0.02279178475276101,0.0032598981790999937,0.02807264930731254,0.07097197980048975,0.06448659163431489
Metal_Dopant_2 Ionization Potential,0.04030143242864477,0.05881837867564123,0.014178922999042255,0.035112938177511314,0.10324225297671845,0.008974166213648181,0.02994024743524101,0.01698070922487808,0.019217586344967952,0.007978266080548878,0.001363471235056016,0.028848777840224087,,0.05833294841820505,0.041424733684902404,0.029809223432932044,0.02453340982486747,0.0019417142989823697,6.829299510580768e-06,0.01126412596418427,0.021952467679190995,0.01641634561060634,0.008155023222333519,0.02930924304131269,0.005176040698478385,0.0,0.0,1.0471093323913854e-05,0.0,0.0,0.0,0.06390022154040424,0.025854934739456027,0.04725678020471702,0.06604325472558167,0.006445659192967048,0.05986302286864257,0.012394707447286567,0.16116112990660028,0.04670983730877228,0.027054074168077348,0.020764707403161622,0.07469039377432517,0.01877708662614387,0.02078206033805723,0.08820903132051364,0.01372913111670008,0.04073013632865371,0.06396330042393801,0.021790152989489258,0.007803381158921187,0.06473268736648215,0.0377721619199595,0.03577151158587898
Metal_Dopant_2 Electronegativity,0.022740238693545873,0.20597954369004498,0.00829506934599424,0.020034580491941133,0.030878076579312914,0.0029218402472408925,0.024037743609730235,0.08418838171097011,0.019372243152318183,0.00836193776851086,0.0004681822351236646,0.2412130856658715,0.05833294841820505,,0.11306677527657703,0.02340317029037793,0.1756610139932105,0.0015630018178515819,9.768361716730533e-06,0.04839623805409724,0.015390132685048035,0.01894307497224618,0.012631892561337833,0.017100785965254925,0.011034183848889257,1.5185917118059841e-05,1.5185917118059841e-05,2.9731296777044993e-05,1.5185917118059841e-05,1.5185917118059841e-05,1.5185917118059841e-05,0.0003470184880196196,0.03452066561873622,0.05398442367754505,0.038969733233984075,0.009927943886745134,0.07291973374275038,0.016240866521621895,0.40365960395108147,0.011917447837130087,0.009918141051248426,0.060571460637914014,0.025932080817017242,0.019108968859156774,0.004136182330177204,0.06252362669528885,0.05277929664629606,0.0146865025717381,0.06343282975330677,0.01862317998433158,0.023212794803396455,0.04275508623836937,0.015064498828417934,0.028129601077994386
Metal_Dopant_2 Number of d electrons,0.06383462707709502,0.07442820910676524,0.00686553788683938,0.043004030811528336,0.04733690023138414,0.005222950945616938,0.08034456084848293,0.06771198611212742,0.047431375231118615,0.007382540052026098,7.82585127016134e-05,0.0357057546657305,0.041424733684902404,0.11306677527657703,,0.18421773285217838,0.042077929839893655,0.0004125897252438349,0.000496458656135009,0.03650543907759204,0.06596050183479546,0.16194366309876723,0.006031088745275742,0.017220531036309866,0.002739203034533439,1.0373348326429131e-05,1.0373348326429131e-05,1.640146527673536e-05,1.0373348326429131e-05,1.0373348326429131e-05,1.0373348326429131e-05,0.006439546023207493,0.025124462273167118,0.10807002394751254,0.15439144306813535,0.007356954273271026,0.05790297394520177,0.018304807982712785,0.18022776027483708,0.02118629873171904,0.008709779810110153,0.14242867253501656,0.03331774558489492,0.03128289407337997,0.016586607327814418,0.09735705654952402,0.013543666192635147,0.015939078729261216,0.0923032715656186,0.05145410694622771,0.009381079876522523,0.04953413890578167,0.042416580458549034,0.01756032138898165
Metal_Dopant_2 Atomic Radius,0.07608605116944987,0.015329009489526608,0.008427523308118154,0.05612371670422594,0.049245757486294284,0.011023960713452761,0.00895178152685455,0.21712816547421582,0.11619677885147557,0.00891605331405947,0.00013089557337414302,0.08426791714659862,0.029809223432932044,0.02340317029037793,0.18421773285217838,,0.06728600305994266,0.0005651436063693876,0.0033483313804525106,0.09992125607226342,0.023298244014623336,0.2443641559562826,0.0013057033392242733,0.010507348341507272,0.0065111603458850205,3.0993582450571302e-06,3.0993582450571302e-06,3.3133501274788167e-06,3.0993582450571302e-06,3.0993582450571302e-06,3.0993582450571302e-06,0.003250298703925603,0.16216811617536067,0.07848577336399465,0.02258581796381615,0.009184297031806574,0.04027176068901318,0.0429759579652456,0.03335977806867687,0.004330064930431078,0.006155111817203945,0.06793775707557224,0.06697085026289443,0.020167508885356008,0.007836450095750984,0.00744667300359328,0.009955638284491126,0.009298486311432513,0.15753289058637968,0.022675553584785797,0.0029654459601219556,0.008628356256670043,0.07548084510386921,0.07184012337186056
Metal_Dopant_3 Relative Atomic Mass,0.042538385000072,0.03186227749942929,0.006891944945320354,0.047506049449376316,0.08169195654783029,0.016050235015309004,0.028256742096840363,0.0778339945769944,0.02527312906019347,0.0058994919847395,7.070378469638389e-06,0.1032596620353524,0.02453340982486747,0.1756610139932105,0.042077929839893655,0.06728600305994266,,0.001985792483501426,0.00023552478771068978,0.013999145840711661,0.0403227229007898,0.015511254232375116,0.007934691955342145,0.010445215110075694,0.05907749751746848,0.0,0.0,6.114174243291314e-05,0.0,0.0,0.0,0.0017930321968910512,0.041657080637801804,0.03827007983075775,0.026828060343161448,0.023779599749506376,0.055295736428782855,0.015453319480531733,0.0744250063929265,0.005861206431141698,0.047694265823616876,0.008061120805421667,0.03645367570958808,0.038652636960386594,0.0024605366076064176,0.015852180446967835,0.0021128232290898987,0.019378769724817307,0.13406898479192336,0.08674960279881715,0.012110013480817713,0.02379060973454462,0.011449969506977709,0.024935425824239812
Metal_Dopant_3 Atomic Number,0.0008161236929441286,0.004611800770327911,0.000559287010294023,0.002034588052165568,0.002749802916527229,0.0005448951854143737,0.001675251539832614,0.0008174298747447972,0.0006324353379108354,0.002706014069727877,0.0006063268919446368,0.00021591148129975786,0.0019417142989823697,0.0015630018178515819,0.0004125897252438349,0.0005651436063693876,0.001985792483501426,,0.0001264408119623002,0.005577441917394144,0.010108497192816217,0.0012782713260540866,0.08243849006302885,0.004952704848946281,9.609068261253965e-05,0.0,0.0,0.00014225049483871096,0.0,0.0,0.0,0.0,0.004860640103953117,0.0011743215695116942,0.03160685567578866,5.954254257833996e-05,0.011632409791465056,0.000567210159044553,0.007116001524410498,3.8153099776534574e-05,0.004517727542567144,0.036457046367969606,0.002026916315392015,0.0050687538914152164,1.4667217760624474e-05,0.0016739377585292803,0.006239683509979436,0.003467804417703075,0.004806577816487483,0.005028144627005752,3.6785146747508934e-05,0.019591556683527956,0.0007177689260619952,0.006010506305587213
Metal_Dopant_3 Period,0.009440812130846243,0.00010062370070908005,0.0001239332689431983,1.535075578064397e-05,0.002517674916877029,0.0013229624285616677,4.165846115519122e-05,0.0011977881170465213,0.0005181369998066578,4.01569872828729e-05,0.00048035143740680144,1.0859561039020823e-05,6.829299510580768e-06,9.768361716730533e-06,0.000496458656135009,0.0033483313804525106,0.00023552478771068978,0.0001264408119623002,,5.241673775151391e-06,0.0040148483113248605,0.0,0.0,2.390896589880341e-05,4.99093369541898e-05,0.0,0.0,0.00012790809182957097,0.0,0.0,0.0,0.0,0.00023756445693028192,0.0024450000803482685,5.9971945575984766e-05,3.196356765997931e-05,0.0013214870634816953,0.0015648913018124935,2.523099120304995e-05,5.0048237835472216e-05,2.73558820446483e-05,0.0002666048659218707,0.0015330413693685208,0.0011811189034882162,7.324457932747155e-06,0.012691636897541131,7.987014516957481e-05,9.121437307263997e-06,0.0034335850864559993,0.008463745731473033,4.4699143142813304e-05,0.05577912248535688,0.002338960868594725,0.0043220501018472815
Metal_Dopant_3 Group,0.009767618626683185,0.024469169376513777,0.005023506098402296,0.034679632852151476,0.08898878086732538,0.0009922644597290693,0.019509562977402892,0.08897905531979215,0.043411605050274645,0.002753787119911362,8.565965748471418e-06,0.021047065545355275,0.01126412596418427,0.04839623805409724,0.03650543907759204,0.09992125607226342,0.013999145840711661,0.005577441917394144,5.241673775151391e-06,,0.01948387907986241,0.030185167675939418,0.0029263346265916185,0.03787500300260071,0.0014059943506901152,0.0,0.0,0.000558106803091032,0.0,0.0,0.0,0.0023992140492312838,0.033616945414011064,0.07500854907998411,0.019944449807558537,0.003529682517209509,0.012621593972260432,0.014546621803584672,0.13968254533983412,0.00615818566746524,0.008491059179446174,0.018049332504199107,0.0350709635810751,0.010258685552259894,0.00219640201082926,0.020539563048530905,0.0029752258783244515,0.002044407374038768,0.06498951349991405,0.041763327272103974,0.005768150174202617,0.0022973029508129524,0.011769709808887722,0.00911127174831684
Metal_Dopant_3 Ionization Potential,0.030562617407514665,0.03136463025266712,0.00265684049899387,0.012285209316647557,0.0763716307013398,0.009682594834682246,0.04142067023034197,0.029875852630271812,0.025663316538814568,0.03285602668543431,2.902035985088105e-05,0.0341424169736628,0.021952467679190995,0.015390132685048035,0.06596050183479546,0.023298244014623336,0.0403227229007898,0.010108497192816217,0.0040148483113248605,0.01948387907986241,,0.04751760080856849,0.0016691399552453009,0.015550800005267592,0.035139279958347834,0.0,0.0,2.3308064813194313e-05,0.0,0.0,0.0,0.011259460560822393,0.025856385113157576,0.03148871237505495,0.020571179527968126,0.15811230650197775,0.060806052523669864,0.019722480451321318,0.01992638421831864,0.013318044138665793,0.006226072977346793,0.10241069180179188,0.03350857701419716,0.04862614576786161,0.006444839660965095,0.09337731832767539,0.009989198651100992,0.010368235698088568,0.04407473576071445,0.013909190627947054,0.019600497182860513,0.05381814439469358,0.009551278456134139,0.13262264367442153
Metal_Dopant_3 Electronegativity,0.016528782934761663,0.05394826055319622,0.008690598665138011,0.02423825912243871,0.03244953854998762,0.005030778504527231,0.009438648848901905,0.07328828695827909,0.021377045723859175,0.005080545096276209,0.0004694603879057125,0.01236661666260601,0.01641634561060634,0.01894307497224618,0.16194366309876723,0.2443641559562826,0.015511254232375116,0.0012782713260540866,0.0,0.030185167675939418,0.04751760080856849,,0.006002231219055568,0.08133830107727849,0.009996603253309195,0.0,0.0,1.5161402901733468e-05,0.0,0.0,0.0,0.0,0.041897771504950415,0.042456081384483195,0.05862570647620182,0.01707363873278216,0.03990481344809329,0.006180009849711785,0.2824707353899599,0.011454892331399673,0.07118084114570424,0.036875566606301896,0.01096303394549225,0.01740393371980822,0.008927531520727889,0.014192007181098894,0.010199679567882529,0.001314763815013671,0.08226456375559935,0.013978886738362171,0.006163093742797661,0.013468938375059927,0.005411819772817024,0.029665795967698066
Metal_Dopant_3 Number of d electrons,0.005788715387006895,0.025344288799387736,0.0026489688727512318,0.0022183460691277725,0.03287777939346173,0.0017954648509722103,0.008320031846766914,0.002178242717615664,0.002660115392638587,0.0011823565991684831,0.00020479370452193728,0.011101048991432565,0.008155023222333519,0.012631892561337833,0.006031088745275742,0.0013057033392242733,0.007934691955342145,0.08243849006302885,0.0,0.0029263346265916185,0.0016691399552453009,0.006002231219055568,,0.0045105331904249065,0.0008158674471261312,0.0,0.0,8.639399717775141e-05,0.0,0.0,0.0,0.0023121521354574383,0.007484338415724076,0.00667879303582536,0.04057847064849315,0.00021141730463383865,0.011364369032469205,0.003075342848957833,0.0039622926080294316,0.0027298798354688136,0.004025504912847045,0.012202514003983424,0.004224238512114115,0.0013328843754327837,1.2588243803994492e-05,0.0007633185489345695,0.002527162090888142,0.0008345980809895019,0.004549708243833193,0.012314747117574387,0.0028916142842377096,0.019197602159880325,0.004202811957611365,0.008099554509050201
Metal_Dopant_3 Atomic Radius,0.02419570497831573,0.009638950969001098,0.0020704303970847256,0.011148393587599139,0.01891599126495334,0.005074775764701555,0.012109942475336177,0.00815977331725226,0.025542101604019134,0.04459722707428436,8.122590383238171e-05,0.013083978085792694,0.02930924304131269,0.017100785965254925,0.017220531036309866,0.010507348341507272,0.010445215110075694,0.004952704848946281,2.390896589880341e-05,0.03787500300260071,0.015550800005267592,0.08133830107727849,0.0045105331904249065,,0.015429025247171565,0.0,0.0,1.8438699909689585e-05,0.0,0.0,0.0,0.008327078804971409,0.026197811175162167,0.03408944317247925,0.03548004537343687,0.022992932338833285,0.036709567624407934,0.011407174829882636,0.01763960870496036,0.04106914443072963,0.007710548654250825,0.2563465184460667,0.021036339696830688,0.016117071888245797,0.022474088418866882,0.011614374387912357,0.01464057143521079,0.011457868854238553,0.07960712177654944,0.0817756159924693,0.003504186872456548,0.032744622766499636,0.011820111882741253,0.03732270925267546
