,Metal_Dopant_1 Relative Atomic Mass,Metal_Dopant_1 Atomic Number,Metal_Dopant_1 Period,Metal_Dopant_1 Group,Metal_Dopant_1 Ionization Potential,Metal_Dopant_1 Electronegativity,Metal_Dopant_1 Number of d electrons,Metal_Dopant_1 Atomic Radius,Metal_Dopant_2 Relative Atomic Mass,Metal_Dopant_2 Atomic Number,Metal_Dopant_2 Period,Metal_Dopant_2 Group,Metal_Dopant_2 Ionization Potential,Metal_Dopant_2 Electronegativity,Metal_Dopant_2 Number of d electrons,Metal_Dopant_2 Atomic Radius,Metal_Dopant_3 Relative Atomic Mass,Metal_Dopant_3 Atomic Number,Metal_Dopant_3 Period,Metal_Dopant_3 Group,Metal_Dopant_3 Ionization Potential,Metal_Dopant_3 Electronegativity,Metal_Dopant_3 Number of d electrons,Metal_Dopant_3 Atomic Radius,Metal_Dopant_4 Relative Atomic Mass,Metal_Dopant_4 Atomic Number,Metal_Dopant_4 Period,Metal_Dopant_4 Group,Metal_Dopant_4 Ionization Potential,Metal_Dopant_4 Electronegativity,Metal_Dopant_4 Number of d electrons,Metal_Dopant_4 Atomic Radius,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),LSV Scanning Speed (mV s-1),Electrolyte Proton Concentration (M)
Metal_Dopant_2 Period,0.1276195584054725,0.16126509025968308,0.05424571264427261,0.11808820751628238,0.13479045246718022,0.10357119221983918,0.13161114543982452,0.07150077884070226,0.02835656579615151,0.023473012168968792,,0.12345224709605965,0.03903504402823237,0.07166176972707725,0.05922440581455702,0.04411389249970657,0.05933451105800052,0.02581412128422199,0.016456418268525713,0.12093514763828583,0.06738644167645172,0.024147216923128986,0.07805586760577014,0.05967797671008635,0.3038487478012173,0.006394474085775465,0.026791977404670795,0.005225692082723624,0.00010998915498553038,0.0010933077359049958,5.314079237648205e-05,1.5806207922525528e-05,0.07457218431446949,0.03893730501044615,0.05813280617214925,0.013742514609303555,0.03936306358875605,0.0,0.04413758286846628,0.027867612661682212,0.02168055047352814,0.11421767889437842,0.04238716852718864,0.022073212017793734,0.0056149284156645565,0.13454039506585655,0.04452671830510694,0.04786095912522797,0.05346434147719971,0.049005658365054876,0.047499414562023154,0.10136227610393773,0.11640822236565902,0.015416041638675817
Metal_Dopant_2 Group,0.09872598183770498,0.2847039738605272,0.05061092910803211,0.3439960831185405,0.13113788447991073,0.17928841119019798,0.057737293217535644,0.09124152492930282,0.07396898177898578,0.04431077055986992,0.12345224709605965,,0.1758350913250376,0.1777828624653554,0.06459845409557252,0.2755866198247577,0.040309374580097646,0.032297066482122855,0.07171685016425482,0.016278038280589262,0.06825475849664552,0.04730749145377935,0.16910662826260894,0.04743808552902576,0.001361579245579374,0.16708026421096486,0.0030156301908140673,0.030725756581967596,0.03705776803052411,0.005313659003770903,0.00029095284777545154,0.04767518114586694,0.17443798288442472,0.1560766149492135,0.1213200293123342,0.01447051493271533,0.05933545916143832,0.0,0.026839725950325886,0.07636596951424542,0.035127353868374026,0.08872298360535331,0.11249589321393863,0.08482068177097227,0.04396692000582843,0.20169388238397012,0.03121833087692391,0.07803799380434692,0.11321608824319124,0.06497008248157206,0.01983696254570754,0.13627533710451437,0.12787559483307998,0.018584263354403673
Metal_Dopant_2 Ionization Potential,0.15583408418110659,0.07949574429644829,0.08785602949747123,0.1081562860968412,0.2376238947352855,0.1347504559775271,0.13478947249750012,0.04100784427580672,0.06256589765139653,0.26683772516318255,0.03903504402823237,0.1758350913250376,,0.39589790434430483,0.03502334828512396,0.11945013804777507,0.07581322778591267,0.019497374994150222,0.15027946337453965,0.060806427041884624,0.026633386012959705,0.25917942112365416,0.048219789692459866,0.06786350912519386,0.0020184781246955622,0.016779484006284612,0.022682890209217283,0.03965264441052296,0.0318828616430091,0.006322052093165016,0.20140696457171214,0.1283544526346582,0.14417305976869738,0.09672812214260523,0.07316437175459752,0.01905254317736763,0.03773626314292052,0.0,0.01722474655615658,0.04426281404459699,0.03603923889566329,0.09201933644121571,0.04789415021722795,0.048626733804648575,0.0045671307739977175,0.04427895598328583,0.08685104756384598,0.155911707022225,0.1553545534160396,0.10252428411892431,0.007731262622200926,0.13525539002426587,0.2732907864860565,0.01657546643999988
Metal_Dopant_2 Electronegativity,0.19953236335892074,0.09813960167074966,0.08789640033703565,0.18932799780119097,0.1188909989086771,0.07789053045043336,0.1341855490022185,0.0604851716402425,0.08477740580841833,0.05852365580909437,0.07166176972707725,0.1777828624653554,0.39589790434430483,,0.04655827073517114,0.333993682037354,0.31575328866367885,0.02005486450886695,0.11217755066346839,0.07280993358412827,0.03334692528535557,0.1103494366475442,0.04893705540340725,0.059470108272414876,0.0014523518359336,0.0006040674593164959,0.012394587086902706,0.039756185178999516,0.016899471684628038,0.00048200520227221794,0.003197766335542713,0.014115430132499033,0.15710024852534862,0.12511537591558877,0.0651694152819596,0.04089125540240979,0.03942846751555133,0.0,0.03109112139056565,0.15303958923378078,0.06868501717138799,0.2310062630197842,0.09883260482284309,0.057122797171365695,0.015841914861244557,0.06250788208804194,0.15653351716258015,0.1967487734091575,0.05739949080606684,0.14255233975200754,0.04100333034293973,0.14300335124533753,0.09792270890256471,0.021218110485459896
Metal_Dopant_2 Number of d electrons,0.14451287043935251,0.10719038819638581,0.11782086788777942,0.22881158613633185,0.09365395810454213,0.08210289074654367,0.17317192276468957,0.042915167002636555,0.09171353732312056,0.17753030495521255,0.05922440581455702,0.06459845409557252,0.03502334828512396,0.04655827073517114,,0.049636480514163944,0.08520449799391648,0.08387099816611526,0.05417021842893799,0.014530617440204435,0.23726976539125783,0.13796931349785377,0.012957090370663879,0.059304542876113274,0.0005554658593339493,0.020938070328460862,0.00023134609492524443,1.1547431657969928e-14,0.000258439248594562,0.0005665211358218152,0.0031330135022298615,4.89037009326977e-05,0.03652994559203943,0.07045920057611796,0.06085803595012096,0.030971800732873842,0.05927321707563506,0.0,0.11877395186909165,0.10797398152444243,0.022581729948183756,0.008582421172364171,0.0503961250079912,0.09083131430831794,0.009532818613848146,0.17232459663365596,0.02296517433974529,0.012959950592431707,0.059647303662463555,0.044936648033437256,0.010601854835163802,0.15577148832180998,0.054611547551568565,0.01894855155112898
Metal_Dopant_2 Atomic Radius,0.305783839076004,0.14362437079621376,0.050085221082288606,0.09955784705683225,0.20472916651783296,0.166693401848877,0.3663114929116424,0.20625047600647822,0.08358856990359326,0.12996519796430303,0.04411389249970657,0.2755866198247577,0.11945013804777507,0.333993682037354,0.049636480514163944,,0.05849536387652136,0.0487970250241616,0.045601792343551904,0.0475015028631092,0.026815425913251045,0.12235298615469671,0.027209175360603848,0.1358684780123147,0.00022703386232519508,0.013480130046034143,9.504399669692289e-05,0.0005653436100965431,0.004482676386627488,0.00012048377050953601,0.04367164682022765,0.09322831770449895,0.14432087470174418,0.10636264065707088,0.07847819453294679,0.028715829366231505,0.06499302059779201,0.0,0.07206762014541152,0.07768501345014231,0.017979613260688067,0.07797386482265237,0.11525288508172019,0.07122194795509865,0.0039053291911385784,0.16856052866447552,0.026806375228625137,0.025504956836061365,0.10715083129958158,0.07603746839644723,0.027982665125041314,0.0650278063497927,0.09480195266077704,0.03094518230968429
Metal_Dopant_3 Relative Atomic Mass,0.10512078099451573,0.05796859991732588,0.31466051376125037,0.1383935739021249,0.11596096702092197,0.027458031011865846,0.015526132415999839,0.08799004645530092,0.010981908730857677,0.029849659834763974,0.05933451105800052,0.040309374580097646,0.07581322778591267,0.31575328866367885,0.08520449799391648,0.05849536387652136,,0.06953845286910193,0.06167708111874077,0.0138139308540969,0.03959090959185489,0.0816169200396247,0.038131646964326804,0.06979621805565724,6.322219801805185e-05,0.017820002359598602,0.04739798084425779,0.06664015714190853,0.0040403893875384156,0.0017272972083993453,0.012668152204369742,0.05310537074982576,0.06202314365564815,0.04494422582982267,0.2804565927128076,0.04576759341521338,0.05736727684741091,0.0,0.006981892767055876,0.021854369948551874,0.2423387330016203,0.040159592513032444,0.12613297221582156,0.012263322557303894,0.0036952850295448843,0.01830705120297591,0.11257051047982021,0.011661006709266909,0.05370250127968898,0.11446114501135969,0.04282740383715484,0.12334066001037612,0.14099074593613062,0.015109226570986673
Metal_Dopant_3 Atomic Number,0.2801276315189629,0.11946003522927343,0.005671300175705307,0.035349597091939584,0.3850579834084547,0.0545327454750644,0.039345284766581015,0.07655721952992002,0.2036832429675735,0.04455725673448889,0.02581412128422199,0.032297066482122855,0.019497374994150222,0.02005486450886695,0.08387099816611526,0.0487970250241616,0.06953845286910193,,0.041716602830213556,0.11729864262478197,0.021631072330684054,0.024337025822108182,0.04241049258614493,0.049257365732792935,0.0005506985348254541,0.0009255980837114665,0.0021703385664338156,0.002831550064681507,0.0003342750438872836,0.0012525187442001214,7.921035346655295e-15,0.0054402530633960115,0.031372267150747535,0.06983006783701458,0.4813828617326576,0.0005489223261159287,0.0177103802883108,0.0,0.0171599356562995,0.005709462618259206,0.006570776356535436,0.017131851677865576,0.02467078209023812,0.030544356851940468,0.03338900520625253,0.013216406065033819,0.01435131486265737,0.016853431444497625,0.04747233772446675,0.053978419712846344,0.017440346860221907,0.05759946725865072,0.050102076381965344,0.02462187664116008
Metal_Dopant_3 Period,0.08534577255868864,0.04680353855316679,0.14061801186724188,0.07063901439824426,0.06796396620752139,0.046076384902078674,0.10276634239989417,0.07571062019723321,0.08126191517791041,0.14519064860819447,0.016456418268525713,0.07171685016425482,0.15027946337453965,0.11217755066346839,0.05417021842893799,0.045601792343551904,0.06167708111874077,0.041716602830213556,,0.16220911559579324,0.016505137015492433,0.034334408495478724,0.022533492352798022,0.012997839469540617,0.00015732514689408778,2.7865923834225337e-14,0.0009409486707286277,,0.009350906883406687,0.00017650937400148585,2.1152474637735593e-14,8.211840984769777e-05,0.04738499044616614,0.15299787885828878,0.5116437899367915,0.013089620401570743,0.03320480797162687,0.0,0.011883588937271889,0.0622870695043777,0.033228091605736816,0.01649703372151512,0.02846309020539383,0.013187973187421443,0.00012732632324303445,0.016415061398168306,0.02478543107381307,0.0020239967904575433,0.020561605752697325,0.3430101016953025,0.03809781762262876,0.10189845879696882,0.3874815634839614,0.008478999157157103
Metal_Dopant_3 Group,0.13402390513080698,0.05811950109908083,0.01538157798771624,0.03502247609205095,0.02837638611899076,0.010017308498247423,0.012920277528880057,0.03814035159837155,0.05202615039954412,0.012946368143413873,0.12093514763828583,0.016278038280589262,0.060806427041884624,0.07280993358412827,0.014530617440204435,0.0475015028631092,0.0138139308540969,0.11729864262478197,0.16220911559579324,,0.012663121816780488,0.1224142987976772,0.028012141154229928,0.02407631745390925,1.183437840428289e-14,0.000998627552811497,9.010635719693401e-15,0.0033664274733417447,0.07295821970569251,0.0018215167729023712,0.006592659276787496,0.0005135836639003695,0.10303272714776653,0.09516067233382422,0.17648197632821794,0.005711162691855502,0.0791735620225251,0.0,0.015428874584888615,0.0021650522144385487,0.1529234659637677,0.1097388938099082,0.06559280310695666,0.02159164489865625,0.021253244358557532,0.005587036293340067,0.09984950545876624,0.010695401032640694,0.0618795834045193,0.11232973619538436,0.030704782263778412,0.056852958448578475,0.1281375670155804,0.012870527298100374
Metal_Dopant_3 Ionization Potential,0.0714618446806818,0.027876422739494294,0.025383118747724375,0.16778433988604802,0.15791268746322912,0.18009696918540888,0.010046509448395958,0.14879556127401258,0.08943212027632028,0.10189969315355554,0.06738644167645172,0.06825475849664552,0.026633386012959705,0.03334692528535557,0.23726976539125783,0.026815425913251045,0.03959090959185489,0.021631072330684054,0.016505137015492433,0.012663121816780488,,0.054514453206879504,0.009061331406952708,0.05560201863496708,0.0030822967019627596,0.0012857492128297624,0.0039043957846537835,9.132102034202504e-05,0.01514457333448027,0.02007175241659317,0.04991330420272075,0.00640347176573313,0.12875796931314656,0.1445413957355823,0.37581445410466635,0.012959631648915667,0.09168312037957417,0.0,0.09033709001538084,0.1142472372731218,0.012063457327794555,0.01852578204915819,0.025362658610711814,0.03198188930756657,0.0012589596029207836,0.024932964984773973,0.029543253527327694,0.05097038867079173,0.044104939173235706,0.09960109901791016,0.31189116034589115,0.009192649880096788,0.10923532009431222,0.020220646422205352
Metal_Dopant_3 Electronegativity,0.09945703532388885,0.03420127330668129,0.05082009017385846,0.1705674821076286,0.5154740440827118,0.02809767400113042,0.17393565368222735,0.07330302384672953,0.03110136141825569,0.11451238266678061,0.024147216923128986,0.04730749145377935,0.25917942112365416,0.1103494366475442,0.13796931349785377,0.12235298615469671,0.0816169200396247,0.024337025822108182,0.034334408495478724,0.1224142987976772,0.054514453206879504,,0.06994955468031235,0.02008992138108358,0.005879306764794705,0.00026793317162464265,0.0040818523504140124,0.0006399611688192824,0.0007791475853146717,0.03422101138529606,0.010712644841243794,0.02570106281957996,0.1319069716463036,0.04287890773206264,0.11421960210824203,0.1681430919467996,0.05650106497606228,0.0,0.033163775687753874,0.04335063315780167,0.05466018206700548,0.10351026310621611,0.0562641072696599,0.028406184035042407,0.013966485420195273,0.011112090320040523,0.02816129450941966,0.19221350843656146,0.07515086799748506,0.06310719733849181,0.020858989096141048,0.19284952894004986,0.05476020651601255,0.05672034963940858
Metal_Dopant_3 Number of d electrons,0.1400449884734818,0.01778143873430456,0.02147274696733961,0.018485247848488248,0.020579885672213194,0.021757677194111053,0.005250801501608169,0.06229235048816009,0.10677938958310201,0.014591034398644035,0.07805586760577014,0.16910662826260894,0.048219789692459866,0.04893705540340725,0.012957090370663879,0.027209175360603848,0.038131646964326804,0.04241049258614493,0.022533492352798022,0.028012141154229928,0.009061331406952708,0.06994955468031235,,0.0567320663457332,0.0012726127460812814,0.000254386966957986,0.33544876498062837,1.1706825021378472e-14,0.012366979422266349,0.17309453421643542,3.1048802378318826e-14,0.022106727837800343,0.29451648239789424,0.04675637576070893,0.042942550679795105,0.0032553658203062193,0.013568201336515947,0.0,0.022513373166796597,0.027339527587983387,0.10843428556789016,0.033321035724526084,0.02015162161093973,0.025394299639161278,5.1159438965683534e-15,0.10177281575262624,0.01948655606122416,0.07539980719082791,0.039121456635068906,0.05969495356098907,0.023108011683906728,0.022960831936478347,0.048766591244251804,0.008122245900240204
Metal_Dopant_3 Atomic Radius,0.5038295434664447,0.034030411149397775,0.05055731467557442,0.02654892068771546,0.1113286421032273,0.012495545625171928,0.020028523524351687,0.05642360920923465,0.07234170427507229,0.013897580255620724,0.05967797671008635,0.04743808552902576,0.06786350912519386,0.059470108272414876,0.059304542876113274,0.1358684780123147,0.06979621805565724,0.049257365732792935,0.012997839469540617,0.02407631745390925,0.05560201863496708,0.02008992138108358,0.0567320663457332,,0.01754266643430445,0.017687180253604006,0.3420467161153731,0.000875504823635876,0.0,0.0020006788817873125,6.511892560819824e-05,0.0005270281542062783,0.02633663924214518,0.03631357103943501,0.22206339920542312,0.005407512390004077,0.06867834361643245,0.0,0.04287117550397254,0.020511266917893577,0.04278654012383729,0.023388383639989328,0.018747289746299276,0.03105770287951469,0.06034293095751351,0.0032717568112626567,0.12343812769913334,0.013846724283072218,0.09425810115294132,0.22737074547668287,0.03779473181156475,0.011149425932786892,0.031240019228025554,0.03404998968891889
