,Metal_Dopant_1 Relative Atomic Mass,Metal_Dopant_1 Atomic Number,Metal_Dopant_1 Period,Metal_Dopant_1 Group,Metal_Dopant_1 Ionization Potential,Metal_Dopant_1 Electronegativity,Metal_Dopant_1 Number of d electrons,Metal_Dopant_1 Atomic Radius,Metal_Dopant_2 Relative Atomic Mass,Metal_Dopant_2 Atomic Number,Metal_Dopant_2 Period,Metal_Dopant_2 Group,Metal_Dopant_2 Ionization Potential,Metal_Dopant_2 Electronegativity,Metal_Dopant_2 Number of d electrons,Metal_Dopant_2 Atomic Radius,Metal_Dopant_3 Relative Atomic Mass,Metal_Dopant_3 Atomic Number,Metal_Dopant_3 Period,Metal_Dopant_3 Group,Metal_Dopant_3 Ionization Potential,Metal_Dopant_3 Electronegativity,Metal_Dopant_3 Number of d electrons,Metal_Dopant_3 Atomic Radius,Metal_Dopant_4 Relative Atomic Mass,Metal_Dopant_4 Atomic Number,Metal_Dopant_4 Period,Metal_Dopant_4 Group,Metal_Dopant_4 Ionization Potential,Metal_Dopant_4 Electronegativity,Metal_Dopant_4 Number of d electrons,Metal_Dopant_4 Atomic Radius,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),LSV Scanning Speed (mV s-1),Electrolyte Proton Concentration (M)
Metal_Dopant_2 Period,0.07866839425850425,0.08990599387425527,0.14675838742593847,0.10474170087311242,0.03322080910665428,0.05781229797370854,0.16558812593566388,0.06438446884782945,0.04114604159424624,0.054495208567882085,,0.04834807817787647,0.022454910182438795,0.05198773635711861,0.03027462911234028,0.042875976753371674,0.03381947631021261,0.02925070266488768,0.015612826562707178,0.02203023938928253,0.029776525609588822,0.019290888917524698,0.06418731180511414,0.024753622837264018,0.0021853509184995923,0.018852155190539652,0.006531885574469876,0.014874154176777916,0.01961992166398734,0.011546503983833221,0.006310342003204837,0.0009521129626212456,0.038821733548509076,0.04309369490699737,0.017406307215588696,0.0065438640305866555,0.023354079304305605,0.0,0.03161168420186541,0.006771111292229677,0.0492253665999988,0.015019077929445254,0.07358695099124388,0.049623063762477326,0.025727723730131782,0.023139158582031107,0.01625147560803258,0.0263973291425819,0.0615893655641971,0.03860221394114141,0.03145636188423084,0.09545694108546991,0.07586453470229469,0.04534296545330021
Metal_Dopant_2 Group,0.08991666287963793,0.08133827614124205,0.0909657655188498,0.11072959565511403,0.07651277971130462,0.07023751661571366,0.04783779535334307,0.10369629936027225,0.058118708432748196,0.0439905074588587,0.04834807817787647,,0.04379595998923156,0.053893220336750966,0.03170184312048283,0.04303340057269956,0.03556787079065354,0.021386844524103228,0.032259682381857745,0.04500954072479051,0.04053831562131598,0.07484444667851838,0.06914899233111785,0.01733780610415403,0.0022863224460476237,0.00713978399360815,0.013382233073485626,0.01375374083650838,0.008703144029379137,0.013179272002269921,0.0021266033102223486,0.0212472086374631,0.055637481230502946,0.060482677881164654,0.08211820562816957,0.017798808884599806,0.036765881112232106,0.0,0.06221946766124546,0.012064736242446117,0.02658299334251359,0.012709689848702384,0.07751784335697116,0.04516095379078361,0.006414437656462641,0.018367625064790918,0.013846212903705375,0.020996509091170464,0.06309308382031188,0.04914553669193606,0.01329593461870322,0.03682359115430071,0.040206484319789036,0.04479009483003491
Metal_Dopant_2 Ionization Potential,0.07878328498933022,0.06329066969769508,0.11274009824230237,0.10983608338807659,0.06267626630124125,0.07383089043543618,0.10016479233634361,0.09159247225879236,0.07670532534544262,0.056980995661076145,0.022454910182438795,0.04379595998923156,,0.06437193368547715,0.05188701447698999,0.06370208800402914,0.01945465412069188,0.023128237027511045,0.02525904237825652,0.048040037548991804,0.06950471917867405,0.07643790187680906,0.019055858196613817,0.048526992888056515,0.013735564700423676,0.013940849601458166,0.011211000532877028,0.005061957819517532,0.017880455090635492,0.011345062109755036,0.007053671075122359,0.0168921415828792,0.03443260694141296,0.032243189278578846,0.04437234487151013,0.02447021337564034,0.048011482416134316,0.0,0.012547040156219963,0.019854222193928336,0.028911789692270255,0.04514358989288473,0.0489422506442435,0.025568725052625575,0.002237737409702327,0.03710963073464545,0.014150417308232802,0.019409019609956304,0.06196849895366291,0.047664817786811794,0.02018385923781209,0.0581896656431103,0.046789823387542534,0.03459668056142536
Metal_Dopant_2 Electronegativity,0.09349649389831599,0.10766311871495415,0.07757176941491795,0.07092963448993618,0.05208362992139666,0.07873238695381435,0.10585670646587404,0.11798059555570313,0.07478428877134283,0.04812799335980683,0.05198773635711861,0.053893220336750966,0.06437193368547715,,0.03587941301695582,0.05063208871919079,0.044106273796034476,0.07759723035521772,0.052644345768656654,0.047509782078897056,0.026586777407057345,0.044411178337285175,0.01710637663073687,0.08066247836560489,0.012595496649798815,0.004914916205121347,0.017937997823318123,0.010719283131568884,0.010731009389717666,0.0093988014090091,0.009875872178591741,0.008570972622540557,0.030046042773368437,0.03986258379885289,0.08253936888490301,0.010619673670151647,0.05690462587537095,0.0,0.03678371474275037,0.013608228778463951,0.040957296285871365,0.01071325469204293,0.058921505468426616,0.05397097454282185,0.010736504911359777,0.049082297150185555,0.010919004439180719,0.013864514916210595,0.08351645021197965,0.06676058740657595,0.022443436302095145,0.07883594267490482,0.03443461657965418,0.03914190393171127
Metal_Dopant_2 Number of d electrons,0.09199233607709528,0.11949307957895672,0.06659172876012559,0.06518344190136835,0.05217714270055292,0.08058817951143167,0.05446301369900518,0.10755094485120271,0.04832738433579733,0.05445839863551248,0.03027462911234028,0.03170184312048283,0.05188701447698999,0.03587941301695582,,0.09047691817469947,0.040331609056408445,0.04952674633416597,0.019026153116013123,0.04991416595831542,0.04653314998246549,0.060138462218203945,0.02409727911433986,0.030872193924929615,0.003981607519473805,0.03229760160378847,0.008351696997831231,0.009586614525529991,0.02921843628407898,0.012083631747466517,0.006000209754473593,0.005709498485733815,0.04334696450676218,0.032022369825686674,0.047811290619611424,0.008626087174875173,0.02544549766379593,0.0,0.03250084856460064,0.016814850979110382,0.014269217479842786,0.004930318964705038,0.055196508666124446,0.0365572318217672,0.011945613119073514,0.0127539604996568,0.018554054347394374,0.045629638961309865,0.0614260475756036,0.04841654178490763,0.020811956980727655,0.03998993784528025,0.021331104407036856,0.03446386931470891
Metal_Dopant_2 Atomic Radius,0.12037370289240792,0.15014954417778725,0.05248090517411334,0.1361451692196846,0.0690164065822941,0.05464545594160425,0.07664263441721073,0.1899323300737256,0.09349093893908818,0.05096180990083974,0.042875976753371674,0.04303340057269956,0.06370208800402914,0.05063208871919079,0.09047691817469947,,0.04488743100303352,0.02904491399549593,0.029644198344149462,0.05413517295874691,0.05209088481136036,0.06544845838435544,0.030512279923053814,0.027384235270359374,0.00862490328390723,0.015969370726662532,0.020230681113981568,0.011734084003890494,0.010059303696755992,0.004735646387464943,0.011774541322339217,0.006258188660939955,0.042914644800730685,0.06635818879491336,0.05004420834272612,0.01438191408753787,0.029264108433452753,0.0,0.03028246787699448,0.009678733324601953,0.030120195890683762,0.01951529303465942,0.06832540583552513,0.03802898965094866,0.007563429618395257,0.0223686199436004,0.005260860509903462,0.007802754056345614,0.055220689187603776,0.03201340650796843,0.023225453640602012,0.06320414629947323,0.030649846959619198,0.030317879888448963
Metal_Dopant_3 Relative Atomic Mass,0.02606126656465236,0.06639757723327493,0.08424851346431901,0.049540574762231025,0.02520181844993959,0.01035446246047116,0.0436753014559512,0.0607535916684697,0.045195106182286685,0.04075260292021138,0.03381947631021261,0.03556787079065354,0.01945465412069188,0.044106273796034476,0.040331609056408445,0.04488743100303352,,0.07560183987193836,0.02563600240170795,0.031697901591791276,0.061796861156795585,0.04000994856444927,0.09624004412489008,0.022613678794062366,0.03397591953619304,0.03577153660269165,0.06410629881408716,0.08850919678404157,0.009013723560615073,0.06484120646691169,0.030715408698027986,0.060899958261207345,0.023027527678850922,0.018720736493481657,0.045208231264100375,0.03177484937569514,0.061174348027098494,0.0,0.022906523483378974,0.017933588618499623,0.07487487332441072,0.12686586972265435,0.03281554170640135,0.01518389995915563,0.04623312637008032,0.025422957837963736,0.023754711685727306,0.0114288292693018,0.017306666959872985,0.04981724511970492,0.015679357399516647,0.03680365735843367,0.007192016828457312,0.01245473067083601
Metal_Dopant_3 Atomic Number,0.030345513647944196,0.05933390609600266,0.04238491948738196,0.022154866182793585,0.03734461074586676,0.011015823861490722,0.013066819357995679,0.04458317672403518,0.03298451532430523,0.04021056636832181,0.02925070266488768,0.021386844524103228,0.023128237027511045,0.07759723035521772,0.04952674633416597,0.02904491399549593,0.07560183987193836,,0.01701515157581433,0.058949470234864035,0.09048763893604013,0.12612997707963303,0.10789081423968193,0.015560124611830848,0.04378385104266081,0.06302380756234705,0.0213774836460831,0.035778071388234314,0.1282460856740548,0.009040296741913964,0.10764526727145153,0.023770771697836656,0.020345354422763032,0.029109039983646983,0.05629736138894031,0.06139137671830256,0.08417720055915393,0.0,0.06773270498822788,0.03319738455264709,0.11145549907178706,0.03393845807589093,0.037813916573573476,0.016559441156141746,0.039670657151269446,0.03248302836450131,0.017677302088169672,0.02023365320747454,0.02404772432448998,0.018939727574013136,0.04092633116522891,0.031771034242459,0.010474976344875533,0.014663475838161409
Metal_Dopant_3 Period,0.03441982716376738,0.017412484718302097,0.023102650823637803,0.027650040667130383,0.020000140519343044,0.014909751562060094,0.039092396905128474,0.010587184815609966,0.05962563540504825,0.040482487843265136,0.015612826562707178,0.032259682381857745,0.02525904237825652,0.052644345768656654,0.019026153116013123,0.029644198344149462,0.02563600240170795,0.01701515157581433,,0.01927145902108869,0.046163903557322084,0.041238253107240955,0.03392194140672196,0.012612577143468699,0.0075248073563815064,0.01858455073190934,0.03683908388347281,0.012619860266029742,0.06708452505114629,0.010770825065072724,0.03116788708605405,0.011024834297047434,0.009634909426568437,0.006248309056937626,0.07090780822255847,0.0038514251192726025,0.037055657622214924,0.0,0.016779545135954855,0.01689473389600412,0.012693944741598254,0.00887916999200656,0.016136828012309052,0.007332705828841742,0.05719221829848154,0.013959838762124475,0.006955740813006285,0.06759452274946462,0.010832632734495614,0.07976131523360697,0.03529569784846119,0.03032104845741944,0.013559629657546908,0.012541223968617947
Metal_Dopant_3 Group,0.05464453843999446,0.03464101794799912,0.03482707621207073,0.028646180011946527,0.045434335351398576,0.017968665454781,0.01773185339858202,0.021722680211103285,0.06869890535006165,0.031318488743942906,0.02203023938928253,0.04500954072479051,0.048040037548991804,0.047509782078897056,0.04991416595831542,0.05413517295874691,0.031697901591791276,0.058949470234864035,0.01927145902108869,,0.05374831676586847,0.09316627736420062,0.03829459838084271,0.02245650929045559,0.0038684447006114126,0.0411186058736205,0.04252126985979614,0.008013795478004194,0.006640422598608456,0.008853741803925003,0.006351242154374781,0.007467942708208757,0.02938005933989874,0.02447079726696759,0.045937804474709236,0.024879726311996808,0.03854883925881539,0.0,0.04672996941921695,0.047970469904044716,0.024020512388829993,0.02424448747473194,0.04323675647656087,0.020089219183164288,0.014681893423201631,0.021881498533359318,0.002012449847611597,0.012093820312136988,0.025024522343988328,0.04367366451007594,0.050727953890443794,0.07649546471491336,0.011524470689993455,0.012615094724468041
Metal_Dopant_3 Ionization Potential,0.021023815660961384,0.04532240796963189,0.0372754441010707,0.05143354804878569,0.06694065112566677,0.012798723856808568,0.05734287855029104,0.023515776174558998,0.05035199196573112,0.038244325033152414,0.029776525609588822,0.04053831562131598,0.06950471917867405,0.026586777407057345,0.04653314998246549,0.05209088481136036,0.061796861156795585,0.09048763893604013,0.046163903557322084,0.05374831676586847,,0.06205511723863741,0.045671589104381995,0.06333745808539962,0.002869302676406382,0.018417741557834336,0.08042195753575722,0.0030308962349902303,0.03568093745396064,0.061351848122551844,0.09703975683882031,0.03015609885223373,0.03525918064901923,0.025042012017529484,0.07552474926049861,0.024700428195288046,0.06503718137169283,0.0,0.014324104666937778,0.041415918820588656,0.026499269186859343,0.02592025195078674,0.027530286165704583,0.020709719635566157,0.02623880509049088,0.062414861145440946,0.03905336631042778,0.02801492594423088,0.02400660627918783,0.05119847815219443,0.015404041785268604,0.033646192566556085,0.01846845454977832,0.023489927141211033
Metal_Dopant_3 Electronegativity,0.045868098532069405,0.018072132419289975,0.04414666240256858,0.031052510835227642,0.06830551497498624,0.0061616162681601295,0.08065629189706319,0.02110048463872068,0.0362625696980146,0.03538955902768918,0.019290888917524698,0.07484444667851838,0.07643790187680906,0.044411178337285175,0.060138462218203945,0.06544845838435544,0.04000994856444927,0.12612997707963303,0.041238253107240955,0.09316627736420062,0.06205511723863741,,0.0846985596613764,0.03807888461964,0.01319032166995089,0.09003300136970144,0.026668370882323246,0.14039527210987235,0.06039125477106217,0.002129477715670448,0.02621514726219941,0.06582943400284146,0.017613248911634412,0.023731709760784783,0.08166095495609176,0.027067700271334122,0.08745071226281984,0.0,0.06036427045467182,0.03800100034870459,0.02656916334444969,0.03279993829517062,0.03602009541440884,0.025051570920823853,0.025816423561637346,0.03306444957226023,0.020693185823049822,0.06893737913139332,0.03767067898410448,0.0878064138002232,0.03308280957152862,0.043294654407088434,0.012751576065377364,0.01613090039981029
Metal_Dopant_3 Number of d electrons,0.013922862050718514,0.01696181989493331,0.034980217525064985,0.02869511232442707,0.017447963472815374,0.009003595451633206,0.017715591430053617,0.024785433378236674,0.04779447213546685,0.033178808474747266,0.06418731180511414,0.06914899233111785,0.019055858196613817,0.01710637663073687,0.02409727911433986,0.030512279923053814,0.09624004412489008,0.10789081423968193,0.03392194140672196,0.03829459838084271,0.045671589104381995,0.0846985596613764,,0.0269773662616185,0.02538803386214619,0.0183996396096328,0.06106965263352895,0.013466367244855271,0.035102064871428654,0.002684384003844216,0.0058988487896328035,0.002834293968382527,0.013818865522066716,0.009238034233650792,0.03951810051366237,0.09257011332100763,0.035108366625269186,0.0,0.053847935209042144,0.042020078981748525,0.0520957383464015,0.07965329196091285,0.022013218020227147,0.012805517361221463,0.031177427695291308,0.023563573417038193,0.024852201837812664,0.01322503050453172,0.013014540791424634,0.021793144773370403,0.04348350212301983,0.015418981757931868,0.005795006294192849,0.006103039160717317
Metal_Dopant_3 Atomic Radius,0.02779701543890508,0.023768606139497266,0.038822986396027236,0.04859814912204188,0.031352077861758455,0.028538824424302056,0.03537179470402976,0.02636547697906647,0.036062830189091094,0.051951481424715944,0.024753622837264018,0.01733780610415403,0.048526992888056515,0.08066247836560489,0.030872193924929615,0.027384235270359374,0.022613678794062366,0.015560124611830848,0.012612577143468699,0.02245650929045559,0.06333745808539962,0.03807888461964,0.0269773662616185,,0.03958629097655476,0.026844483909777644,0.012157649671996803,0.010977748131644241,0.0036393110936390216,0.014325045207875252,0.0057989967420608935,0.005840961276250024,0.012337893768788301,0.014598753382791605,0.018469039052006298,0.009308530492022498,0.047865130025240725,0.0,0.008034229989835433,0.015466588874657171,0.008589690863857535,0.006170360517240202,0.038736158095556666,0.04315675064932035,0.013608677685516022,0.004949099106573827,0.005632376511952738,0.03090437206195094,0.02126029013465091,0.0306099554602783,0.032736467090472655,0.027652009388695338,0.00976350296627629,0.03251178193154813
