,Metal_Dopant_1 Relative Atomic Mass,Metal_Dopant_1 Atomic Number,Metal_Dopant_1 Period,Metal_Dopant_1 Group,Metal_Dopant_1 Ionization Potential,Metal_Dopant_1 Electronegativity,Metal_Dopant_1 Number of d electrons,Metal_Dopant_1 Atomic Radius,Metal_Dopant_2 Relative Atomic Mass,Metal_Dopant_2 Atomic Number,Metal_Dopant_2 Period,Metal_Dopant_2 Group,Metal_Dopant_2 Ionization Potential,Metal_Dopant_2 Electronegativity,Metal_Dopant_2 Number of d electrons,Metal_Dopant_2 Atomic Radius,Metal_Dopant_3 Relative Atomic Mass,Metal_Dopant_3 Atomic Number,Metal_Dopant_3 Period,Metal_Dopant_3 Group,Metal_Dopant_3 Ionization Potential,Metal_Dopant_3 Electronegativity,Metal_Dopant_3 Number of d electrons,Metal_Dopant_3 Atomic Radius,Metal_Dopant_4 Relative Atomic Mass,Metal_Dopant_4 Atomic Number,Metal_Dopant_4 Period,Metal_Dopant_4 Group,Metal_Dopant_4 Ionization Potential,Metal_Dopant_4 Electronegativity,Metal_Dopant_4 Number of d electrons,Metal_Dopant_4 Atomic Radius,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),LSV Scanning Speed (mV s-1),Electrolyte Proton Concentration (M)
Metal_Dopant_2 Period,3.0804153717405992e-15,0.0035835182875941026,0.0,1.1119754278769037e-14,0.023649025448643998,0.0005402541265693092,0.012041071314578072,1.0389976656291873e-15,0.010057612872368447,5.537340387369721e-14,,1.2336064886040038e-14,4.189437065686293e-15,2.879384004875771e-14,8.39296344606064e-15,5.156954556355479e-15,3.086484297236771e-14,2.756928547702645e-13,0.0,1.9297053633612682e-14,6.469302510713427e-14,0.008772247592641776,0.02437476798068448,3.603566481063887e-14,5.745863299926955e-13,5.745863299926955e-13,5.745863299926955e-13,5.745863299926955e-13,5.745863299926955e-13,5.745863299926955e-13,5.745863299926955e-13,4.692345821967516e-14,2.0529603795760353e-14,0.0029137317880363633,3.678690957985576e-15,5.745863299926955e-13,7.848874048866622e-15,0.010809168847946618,0.020489569177483367,2.400871314500217e-13,5.889337460624796e-14,3.8577923262253987e-14,0.016859359647250778,0.003752801104352822,5.745863299926955e-13,2.28608267716552e-15,4.0479147810610094e-14,2.0016437967023447e-14,0.0044211209669628385,0.000613572325586434,5.1032573934374366e-14,3.501564523144045e-14,0.003377451315565549,5.699194210345546e-15
Metal_Dopant_2 Group,0.023024422740651865,0.04158454294582386,1.6325665733925814e-14,0.10507875766312907,0.05810124532276733,0.028041326519710703,0.018504870868970517,0.023744924544855116,0.03026128720492394,1.578259025845053e-14,1.2336064886040038e-14,,0.05841164874999592,0.3741374912372131,0.03645692488702204,0.010983689193932217,0.006264934862796097,2.6880043390696774e-14,0.0,0.11918262489687433,2.481052725602555e-14,0.022319330711401086,0.006168801926019835,0.0857795215618682,1.632566573392581e-14,1.632566573392581e-14,1.632566573392581e-14,1.632566573392581e-14,1.632566573392581e-14,1.632566573392581e-14,1.632566573392581e-14,1.331745455105016e-14,0.14225958694186283,0.07748465850703534,0.02563177586477673,1.632566573392581e-14,0.05277727694035397,0.04842215598539526,0.11658681839014373,1.502829211202531e-14,1.5032195935902122e-14,0.028448614943062143,0.08765259409258519,0.016455036355933955,1.632566573392581e-14,0.02978984581443298,0.024331177013118394,0.08845251735998097,0.05285883525497266,0.03437020816747404,0.010508703856758554,0.07560364962187868,0.08699100743952803,0.030502131535722666
Metal_Dopant_2 Ionization Potential,0.1352159726409668,0.031783512145714746,0.0,0.04498557295264577,0.11401162208697592,0.0834686482612836,0.3854046779972209,0.10447173224106189,0.04960904088228521,7.982126175141467e-15,4.189437065686293e-15,0.05841164874999592,,0.16215724493513722,0.045532557804428046,0.07480258956945904,0.02079220308164253,1.9392853486628804e-15,0.0,0.018497709030736255,0.0033927656108109425,0.005962584954140902,0.02066816504035958,0.014932627189048133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022591556227051772,0.15856436408433136,0.042034459778186366,0.04296479589855266,0.0,0.056211159100283216,0.12563272147227983,0.012003809666069282,0.0038941003042068816,5.282993752160739e-15,0.16719690775155602,0.11776502484529995,0.033928539674487695,0.0,0.03851326199793905,0.00740363647423386,0.08479334447405967,0.1152554175088925,0.10199985440359048,0.0015564779541997426,0.051607773751385276,0.1307297358387932,0.11741334264176481
Metal_Dopant_2 Electronegativity,0.035979015188131604,0.022919520842566734,0.0,0.08587863097219174,0.04183212097920277,0.17039090360533293,0.1083554982593286,0.06312079412185219,0.07166814157478868,0.0032919141328974577,2.879384004875771e-14,0.3741374912372131,0.16215724493513722,,0.04868965704985383,0.03221509682318156,0.02586295910284315,5.506944420093353e-15,0.0,0.006340916764572712,0.002404667604378651,0.0202216548698848,0.0018243670287475104,0.30668679398979315,1.1016993689160556e-14,1.1016993689160556e-14,1.1016993689160556e-14,1.1016993689160556e-14,1.1016993689160556e-14,1.1016993689160556e-14,1.1016993689160556e-14,0.005643383112335123,0.33177534102043726,0.060961042041439366,0.07110250905802505,1.1016993689160556e-14,0.17008617400678908,0.038416555006251005,0.055412148322487746,0.011257778133790034,0.005187626481119601,0.05475788878644453,0.1424397979993913,0.043335379843141626,1.1016993689160556e-14,0.02579038343209739,0.005218429327205409,0.013257468765981639,0.10820097392945567,0.16553459749555724,7.412531595575792e-15,0.16654660791747683,0.12757382455339214,0.02678116678630314
Metal_Dopant_2 Number of d electrons,0.028631506770002098,0.0006976219454120553,0.0,0.00305185331378262,0.02359974158323048,0.01499910117969063,0.003351413258663542,0.1940916896428231,0.021636197085729544,3.3573151763786322e-15,8.39296344606064e-15,0.03645692488702204,0.045532557804428046,0.04868965704985383,,0.20384555695942808,0.1426126236025799,8.467310711704432e-15,6.143371338879147e-15,0.0093426052226233,5.583001359359895e-15,0.04469146061364037,8.765476979559215e-15,0.05885519280785512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019952804067006436,0.023715104285799447,0.034902619301513706,0.0027363062145636364,0.0,0.01515216002170934,0.07632155753697296,0.03186210188758911,1.3997626843572325e-14,0.002304142167607593,0.012681572670260604,0.05161302570602807,0.02065445909260479,0.0,0.0031677735482503154,0.008563394334141649,0.01852344779666128,0.08023580549601943,0.04649794045601522,5.407648104996593e-15,0.03160695273352573,0.06159132923986148,0.013092415707969509
Metal_Dopant_2 Atomic Radius,0.06829417807102957,0.010967503400817142,7.473769288630492e-15,0.054142273380022435,0.036158202124929775,0.14852308314267268,0.01823251111363185,0.23396765709344844,0.03243759838168878,0.05058312195816036,5.156954556355479e-15,0.010983689193932217,0.07480258956945904,0.03221509682318156,0.20384555695942808,,0.005675682306763464,0.008657817711668191,0.0,0.007556067740918802,0.0013913118908314714,0.0065711581145677525,0.021386687879905893,6.008137446613073e-15,7.473769288630492e-15,7.473769288630492e-15,7.473769288630492e-15,7.473769288630492e-15,7.473769288630492e-15,7.473769288630492e-15,7.473769288630492e-15,0.00263925625890191,0.03208293051409947,0.07774268145853988,0.05589740857757201,7.473769288630492e-15,0.02871960584836371,0.07384711432863511,0.012334876127635551,9.773666809965228e-15,0.044070288692572956,0.008892165525095697,0.037926788052737546,0.015249022248055476,7.473769288630492e-15,0.006367984737750236,0.05748315301693802,0.04068208902982665,0.1382482165722588,0.05814448571508098,9.357085535513885e-15,0.050551492077896686,0.023896758088364316,0.3033799664240353
Metal_Dopant_3 Relative Atomic Mass,0.00842406327439812,1.864689192293927e-14,4.0511886368352936e-14,0.009561722142257973,0.01286002210797848,0.006989463445765949,0.0063258054417990525,0.05770104077260873,0.030774757243705375,2.268704056611349e-14,3.086484297236771e-14,0.006264934862796097,0.02079220308164253,0.02586295910284315,0.1426126236025799,0.005675682306763464,,3.495132695733633e-14,0.0,1.484429928770847e-14,2.930442700774461e-14,0.004804882256043314,2.509475113156597e-14,0.10636738018588912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9706325893792552e-14,0.01921128048686997,0.004741646523489451,0.02740776787541293,0.0,0.07759050733773552,0.055660829527891885,0.006602746816262971,3.3902156168238134e-14,0.21093583543363528,1.4810868925307734e-14,0.1148148227422806,0.0450953746593005,0.0,0.001663689314926496,8.044062469410788e-15,0.03968775469800534,0.020996078712282748,0.03292822805083035,1.844136993718466e-14,0.0930134399615847,0.011707092091117019,0.016646691693257297
Metal_Dopant_3 Atomic Number,2.603380508741233e-15,1.2537496255531952e-14,4.639461789094445e-13,2.5052365162218486e-14,2.178824493360331e-14,0.0008795867712443093,2.448636062748017e-15,0.004432272385311307,8.26339043889793e-15,0.09680741786069387,2.756928547702645e-13,2.6880043390696774e-14,1.9392853486628804e-15,5.506944420093353e-15,8.467310711704432e-15,0.008657817711668191,3.495132695733633e-14,,0.0,1.1574887424873523e-14,3.353267005459686e-14,0.0,5.1392236379694926e-14,2.0411941938668853e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.682012682443832e-15,4.3751344316160405e-15,0.0,0.0,3.722825368186401e-15,1.1095728946542131e-14,0.0,7.225945567997942e-14,3.71641649215492e-14,5.419215594789195e-15,0.005239125913077784,4.344056011919084e-15,0.0,3.959410603547852e-15,5.254642879175365e-15,1.2255530159297475e-14,0.0018208148682495426,2.304906752850681e-15,0.0,1.583214193351578e-14,6.329039617985882e-15,0.0
Metal_Dopant_3 Period,0.0,0.0,,0.0,0.0,0.0,4.470784921468496e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.143371338879147e-15,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,1.1472047610248016e-14,3.011237453594045e-15,0.0,,0.0,8.196017538096111e-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.565654965807669e-15,0.0
Metal_Dopant_3 Group,0.028118994519820986,2.5054842776587577e-14,1.8917418509166792e-14,0.03446559273813852,0.09957297597369924,0.007366233242659414,0.017648541724902194,0.00450123637926953,0.005938300385809344,0.07297029284883175,1.9297053633612682e-14,0.11918262489687433,0.018497709030736255,0.006340916764572712,0.0093426052226233,0.007556067740918802,1.484429928770847e-14,1.1574887424873523e-14,0.0,,1.3881412571312615e-14,1.6301670840210446e-14,0.005334862406653434,0.012377489504556392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00698983733776535,0.017724579025311295,0.02475750830249914,0.09028668944592413,0.0,0.05310155338580835,0.19283566363265756,0.006259046643048359,2.201300040635819e-14,1.4082137275692069e-14,0.0030123509746498535,0.008808078099672621,0.005613366772098939,0.0,0.023618525500970017,0.009670277998009786,0.0016355962770323502,0.03218062804290768,0.0164717745333537,1.30762156487098e-14,0.041774846544802735,0.03562362991717927,0.02113250337445691
Metal_Dopant_3 Ionization Potential,0.002306693608357897,0.017139036894453542,3.595542441203122e-14,0.01190133521306177,0.018699745610988694,0.004052703286691616,0.002751787520436415,0.005808464752222469,0.0035990663701221727,2.510072986943915e-14,6.469302510713427e-14,2.481052725602555e-14,0.0033927656108109425,0.002404667604378651,5.583001359359895e-15,0.0013913118908314714,2.930442700774461e-14,3.353267005459686e-14,0.0,1.3881412571312615e-14,,0.03833116332964613,1.9782954752426708e-14,0.03965711546439208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.272924686582626e-14,0.02512989237225528,0.004929459613197899,0.055015888666124904,0.0,0.03098796874838483,0.01269442837336102,0.003471849994970479,2.766270327072924e-14,0.0658751949947644,0.009969538721739233,0.009751657141510902,0.002734758633659701,0.0,0.0024455983782388263,0.010009923926116613,0.0029864784294942846,0.01591428828470309,0.02482951002949623,0.00611789082413814,2.5129240403315245e-14,0.002226136007341541,0.03987074567716217
Metal_Dopant_3 Electronegativity,0.015846955957173232,0.012240374542545595,1.575997454307272e-14,7.255662509507103e-15,0.04486659015628392,0.008305396647014792,0.00510192590743524,0.018260545260927352,0.06592800146925201,1.1648697743024416e-14,0.008772247592641776,0.022319330711401086,0.005962584954140902,0.0202216548698848,0.04469146061364037,0.0065711581145677525,0.004804882256043314,0.0,0.0,1.6301670840210446e-14,0.03833116332964613,,1.019310330348216e-14,0.07814855440938275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0309421405992123e-14,0.03864531358482046,0.022306200239061953,0.013684168352561173,0.0,0.06568809776774968,0.1665540697726789,9.77448905736519e-15,1.1084628949767128e-14,1.0680072847805311e-14,0.013986680773547143,0.009272450681573981,0.004662083678155069,0.0,0.02071189598367612,0.00314295092037391,0.1219934040517289,0.026989993941846497,0.07321975147952701,1.0114890088037868e-14,0.03933577139988539,0.04013272956771564,0.01429227320429711
Metal_Dopant_3 Number of d electrons,0.01481677952813867,3.0919880738497304e-14,7.358816509768888e-14,9.142294417985727e-15,0.013331673491687575,0.002488209866300239,0.0014744494093474388,0.012310131063892319,0.004786578291340659,0.17921919088616356,0.02437476798068448,0.006168801926019835,0.02066816504035958,0.0018243670287475104,8.765476979559215e-15,0.021386687879905893,2.509475113156597e-14,5.1392236379694926e-14,0.0,0.005334862406653434,1.9782954752426708e-14,1.019310330348216e-14,,2.6351574537973448e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033986659434614807,0.02844000501594693,0.004167712526477969,0.052755741129843256,0.0,0.03685717525884333,0.0028645672714531565,1.6413899369385445e-14,5.2368391934616735e-14,0.16830309308150868,6.568071962064528e-15,0.01982568904284126,0.0017222194821808249,0.0,6.2253388454781354e-15,5.203172187393652e-15,0.011542023808353927,0.004271592533566241,0.031500545474015526,0.025234141616797014,1.985077815449969e-14,0.020877603227405367,0.004010337748522103
Metal_Dopant_3 Atomic Radius,0.012920428339543547,0.02089425601917648,3.341892429818363e-14,0.04335890529254336,0.08264112858359603,0.008992506817115973,0.0028451741640452967,0.08277673192026028,0.0078120264481833564,3.421014542018879e-14,3.603566481063887e-14,0.0857795215618682,0.014932627189048133,0.30668679398979315,0.05885519280785512,6.008137446613073e-15,0.10636738018588912,2.0411941938668853e-14,0.0,0.012377489504556392,0.03965711546439208,0.07814855440938275,2.6351574537973448e-14,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008636708305965001,0.047066556497643505,0.02907312891491326,0.07463982081912746,0.0,0.053349693823846515,0.04463421738821873,0.05978922313395831,3.827403300139938e-14,0.11117298567142626,0.018553101272032798,0.0717380139197794,0.0069464436236321555,0.0,0.014198517582412373,0.03797900157135301,0.0057143140956358975,0.03091897818718373,0.043411461900050116,0.010501233036873588,0.024300598909601095,0.03209197965564542,0.0934898778367728
Metal_Dopant_4 Relative Atomic Mass,0.0,0.0,,1.1541842206382038e-14,3.088141607248346e-14,9.655632229967229e-16,0.0,1.1903239165988448e-15,0.0,0.0,5.745863299926955e-13,1.632566573392581e-14,0.0,1.1016993689160556e-14,0.0,7.473769288630492e-15,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,1.1472047610248013e-14,3.011237453594045e-15,0.0,,0.0,8.19601753809611e-15,0.0,0.0,0.0,0.0,0.0,3.9423089142593915e-15,,0.0,0.0,0.0,2.5410072729391667e-15,4.6100410767582085e-15,0.0,0.0,0.0,0.0
Metal_Dopant_4 Atomic Number,0.0,0.0,,1.1541842206382038e-14,3.088141607248346e-14,9.655632229967229e-16,0.0,1.1903239165988448e-15,0.0,0.0,5.745863299926955e-13,1.632566573392581e-14,0.0,1.1016993689160556e-14,0.0,7.473769288630492e-15,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,1.1472047610248013e-14,3.011237453594045e-15,0.0,,0.0,8.19601753809611e-15,0.0,0.0,0.0,0.0,0.0,3.9423089142593915e-15,,0.0,0.0,0.0,2.5410072729391667e-15,4.6100410767582085e-15,0.0,0.0,0.0,0.0
